Plot Title: HRO080805	
8/11/05 1:30	7.75
8/11/05 2:00	7.6
8/11/05 2:30	7.44
8/11/05 3:00	7.29
8/11/05 3:30	7.13
8/11/05 4:00	6.98
8/11/05 4:30	7.44
8/11/05 5:00	8.52
8/11/05 5:30	8.52
8/11/05 6:00	8.21
8/11/05 6:30	8.98
8/11/05 7:00	8.52
8/11/05 7:30	9.29
8/11/05 8:00	8.82
8/11/05 8:30	9.29
8/11/05 9:00	8.67
8/11/05 9:30	8.98
8/11/05 10:00	8.67
8/11/05 10:30	9.13
8/11/05 11:00	10.83
8/11/05 11:30	10.22
8/11/05 12:00	8.98
8/11/05 12:30	8.82
8/11/05 13:00	9.13
8/11/05 13:30	8.36
8/11/05 14:00	7.9
8/11/05 14:30	7.44
8/11/05 15:00	7.44
8/11/05 15:30	7.44
8/11/05 16:00	7.29
8/11/05 16:30	7.29
8/11/05 17:00	6.98
8/11/05 17:30	7.13
8/11/05 18:00	7.13
8/11/05 18:30	6.98
8/11/05 19:00	7.6
8/11/05 19:30	7.44
8/11/05 20:00	7.44
8/11/05 20:30	8.52
8/11/05 21:00	7.9
8/11/05 21:30	7.9
8/11/05 22:00	8.67
8/11/05 22:30	8.52
8/11/05 23:00	9.44
8/11/05 23:30	9.44
8/12/05 0:00	9.13
8/12/05 0:30	8.21
8/12/05 1:00	10.06
8/12/05 1:30	9.13
8/12/05 2:00	8.06
8/12/05 2:30	7.75
8/12/05 3:00	7.6
8/12/05 3:30	7.6
8/12/05 4:00	7.13
8/12/05 4:30	7.13
8/12/05 5:00	7.75
8/12/05 5:30	7.29
8/12/05 6:00	7.44
8/12/05 6:30	7.13
8/12/05 7:00	7.6
8/12/05 7:30	7.6
8/12/05 8:00	12.68
8/12/05 8:30	9.9
8/12/05 9:00	10.06
8/12/05 9:30	9.59
8/12/05 10:00	9.44
8/12/05 10:30	9.29
8/12/05 11:00	8.82
8/12/05 11:30	8.67
8/12/05 12:00	8.21
8/12/05 12:30	8.52
8/12/05 13:00	8.82
8/12/05 13:30	8.36
8/12/05 14:00	8.21
8/12/05 14:30	7.6
8/12/05 15:00	7.44
8/12/05 15:30	7.29
8/12/05 16:00	7.29
8/12/05 16:30	7.13
8/12/05 17:00	7.29
8/12/05 17:30	8.06
8/12/05 18:00	9.9
8/12/05 18:30	14.07
8/12/05 19:00	14.22
8/12/05 19:30	13.3
8/12/05 20:00	15.16
8/12/05 20:30	9.75
8/12/05 21:00	9.29
8/12/05 21:30	9.59
8/12/05 22:00	9.75
8/12/05 22:30	9.75
8/12/05 23:00	9.75
8/12/05 23:30	9.59
8/13/05 0:00	9.13
8/13/05 0:30	9.13
8/13/05 1:00	8.98
8/13/05 1:30	8.36
8/13/05 2:00	8.21
8/13/05 2:30	8.67
8/13/05 3:00	8.52
8/13/05 3:30	8.52
8/13/05 4:00	8.06
8/13/05 4:30	8.06
8/13/05 5:00	7.9
8/13/05 5:30	7.9
8/13/05 6:00	8.82
8/13/05 6:30	8.67
8/13/05 7:00	8.98
8/13/05 7:30	8.98
8/13/05 8:00	8.98
8/13/05 8:30	9.44
8/13/05 9:00	11.44
8/13/05 9:30	11.44
8/13/05 10:00	10.37
8/13/05 10:30	9.9
8/13/05 11:00	9.59
8/13/05 11:30	9.59
8/13/05 12:00	9.75
8/13/05 12:30	9.9
8/13/05 13:00	10.22
8/13/05 13:30	9.13
8/13/05 14:00	9.13
8/13/05 14:30	8.98
8/13/05 15:00	9.13
8/13/05 15:30	8.52
8/13/05 16:00	7.44
8/13/05 16:30	7.29
8/13/05 17:00	7.6
8/13/05 17:30	7.75
8/13/05 18:00	7.6
8/13/05 18:30	8.06
8/13/05 19:00	8.21
8/13/05 19:30	10.68
8/13/05 20:00	10.83
8/13/05 20:30	11.29
8/13/05 21:00	11.29
8/13/05 21:30	10.53
8/13/05 22:00	9.44
8/13/05 22:30	9.13
8/13/05 23:00	10.06
8/13/05 23:30	9.9
8/14/05 0:00	9.75
8/14/05 0:30	9.75
8/14/05 1:00	8.21
8/14/05 1:30	8.21
8/14/05 2:00	8.98
8/14/05 2:30	8.98
8/14/05 3:00	8.67
8/14/05 3:30	8.52
8/14/05 4:00	8.36
8/14/05 4:30	8.21
8/14/05 5:00	8.21
8/14/05 5:30	8.06
8/14/05 6:00	8.06
8/14/05 6:30	8.36
8/14/05 7:00	8.98
8/14/05 7:30	8.98
8/14/05 8:00	8.82
8/14/05 8:30	9.13
8/14/05 9:00	11.29
8/14/05 9:30	10.68
8/14/05 10:00	9.13
8/14/05 10:30	9.75
8/14/05 11:00	11.14
8/14/05 11:30	8.67
8/14/05 12:00	9.75
8/14/05 12:30	10.83
8/14/05 13:00	10.53
8/14/05 13:30	10.37
8/14/05 14:00	9.9
8/14/05 14:30	9.44
8/14/05 15:00	8.82
8/14/05 15:30	8.52
8/14/05 16:00	8.67
8/14/05 16:30	8.21
8/14/05 17:00	8.21
8/14/05 17:30	8.52
8/14/05 18:00	8.21
8/14/05 18:30	8.36
8/14/05 19:00	8.67
8/14/05 19:30	8.67
8/14/05 20:00	8.82
8/14/05 20:30	10.06
8/14/05 21:00	10.37
8/14/05 21:30	9.44
8/14/05 22:00	10.06
8/14/05 22:30	9.13
8/14/05 23:00	10.22
8/14/05 23:30	10.68
8/15/05 0:00	10.37
8/15/05 0:30	10.53
8/15/05 1:00	10.06
8/15/05 1:30	9.9
8/15/05 2:00	9.75
8/15/05 2:30	9.75
8/15/05 3:00	9.13
8/15/05 3:30	8.82
8/15/05 4:00	9.13
8/15/05 4:30	8.82
8/15/05 5:00	8.52
8/15/05 5:30	8.67
8/15/05 6:00	8.82
8/15/05 6:30	8.52
8/15/05 7:00	8.82
8/15/05 7:30	10.53
8/15/05 8:00	9.13
8/15/05 8:30	10.99
8/15/05 9:00	10.22
8/15/05 9:30	10.37
8/15/05 10:00	11.44
8/15/05 10:30	11.44
8/15/05 11:00	11.75
8/15/05 11:30	11.6
8/15/05 12:00	11.91
8/15/05 12:30	12.22
8/15/05 13:00	12.84
8/15/05 13:30	11.6
8/15/05 14:00	12.53
8/15/05 14:30	11.6
8/15/05 15:00	10.68
8/15/05 15:30	10.68
8/15/05 16:00	10.99
8/15/05 16:30	11.29
8/15/05 17:00	10.68
8/15/05 17:30	10.22
8/15/05 18:00	10.37
8/15/05 18:30	10.68
8/15/05 19:00	10.83
8/15/05 19:30	10.83
8/15/05 20:00	10.37
8/15/05 20:30	10.99
8/15/05 21:00	11.75
8/15/05 21:30	11.91
8/15/05 22:00	12.06
8/15/05 22:30	11.91
8/15/05 23:00	12.53
8/15/05 23:30	13.15
8/16/05 0:00	13.91
8/16/05 0:30	14.22
8/16/05 1:00	13.76
8/16/05 1:30	14.22
8/16/05 2:00	14.22
8/16/05 2:30	13.91
8/16/05 3:00	13.3
8/16/05 3:30	13.61
8/16/05 4:00	12.99
8/16/05 4:30	13.45
8/16/05 5:00	12.99
8/16/05 5:30	13.76
8/16/05 6:00	12.84
8/16/05 6:30	11.91
8/16/05 7:00	11.75
8/16/05 7:30	10.99
8/16/05 8:00	12.06
8/16/05 8:30	11.6
8/16/05 9:00	11.75
8/16/05 9:30	12.06
8/16/05 10:00	11.91
8/16/05 10:30	12.68
8/16/05 11:00	12.99
8/16/05 11:30	13.61
8/16/05 12:00	13.91
8/16/05 12:30	14.84
8/16/05 13:00	15.63
8/16/05 13:30	15.16
8/16/05 14:00	15.16
8/16/05 14:30	14.22
8/16/05 15:00	15
8/16/05 15:30	14.84
8/16/05 16:00	15.16
8/16/05 16:30	13.61
8/16/05 17:00	12.84
8/16/05 17:30	13.15
8/16/05 18:00	13.45
8/16/05 18:30	10.99
8/16/05 19:00	12.37
8/16/05 19:30	13.61
8/16/05 20:00	12.68
8/16/05 20:30	13.91
8/16/05 21:00	13.15
8/16/05 21:30	14.53
8/16/05 22:00	13.91
8/16/05 22:30	14.22
8/16/05 23:00	14.07
8/16/05 23:30	14.38
8/17/05 0:00	14.53
8/17/05 0:30	14.84
8/17/05 1:00	15.16
8/17/05 1:30	15.48
8/17/05 2:00	15.32
8/17/05 2:30	15.32
8/17/05 3:00	15.32
8/17/05 3:30	15.79
8/17/05 4:00	15.48
8/17/05 4:30	15.32
8/17/05 5:00	15.63
8/17/05 5:30	14.07
8/17/05 6:00	13.76
8/17/05 6:30	12.37
8/17/05 7:00	10.68
8/17/05 7:30	10.06
8/17/05 8:00	11.14
8/17/05 8:30	12.06
8/17/05 9:00	11.91
8/17/05 9:30	9.9
8/17/05 10:00	14.07
8/17/05 10:30	10.99
8/17/05 11:00	12.22
8/17/05 11:30	11.6
8/17/05 12:00	12.37
8/17/05 12:30	12.99
8/17/05 13:00	12.06
8/17/05 13:30	12.37
8/17/05 14:00	11.75
8/17/05 14:30	11.91
8/17/05 15:00	10.53
8/17/05 15:30	12.68
8/17/05 16:00	11.75
8/17/05 16:30	14.22
8/17/05 17:00	10.99
8/17/05 17:30	12.99
8/17/05 18:00	10.68
8/17/05 18:30	9.75
8/17/05 19:00	10.06
8/17/05 19:30	8.67
8/17/05 20:00	9.44
8/17/05 20:30	9.29
8/17/05 21:00	9.9
8/17/05 21:30	12.06
8/17/05 22:00	9.9
8/17/05 22:30	13.91
8/17/05 23:00	11.6
8/17/05 23:30	14.53
8/18/05 0:00	13.3
8/18/05 0:30	12.84
8/18/05 1:00	13.3
8/18/05 1:30	12.99
8/18/05 2:00	12.68
8/18/05 2:30	13.3
8/18/05 3:00	13.91
8/18/05 3:30	14.84
8/18/05 4:00	15.16
8/18/05 4:30	15.63
8/18/05 5:00	15.79
8/18/05 5:30	15.95
8/18/05 6:00	14.84
8/18/05 6:30	14.07
8/18/05 7:00	10.99
8/18/05 7:30	11.29
8/18/05 8:00	10.68
8/18/05 8:30	11.29
8/18/05 9:00	10.37
8/18/05 9:30	15.79
8/18/05 10:00	11.44
8/18/05 10:30	12.53
8/18/05 11:00	13.45
8/18/05 11:30	13.91
8/18/05 12:00	13.91
8/18/05 12:30	13.91
8/18/05 13:00	12.68
8/18/05 13:30	12.84
8/18/05 14:00	12.84
8/18/05 14:30	14.53
8/18/05 15:00	12.22
8/18/05 15:30	13.15
8/18/05 16:00	13.91
8/18/05 16:30	13.61
8/18/05 17:00	14.84
8/18/05 17:30	16.58
8/18/05 18:00	14.53
8/18/05 18:30	13.61
8/18/05 19:00	11.91
8/18/05 19:30	15.16
8/18/05 20:00	13.91
8/18/05 20:30	12.06
8/18/05 21:00	11.6
8/18/05 21:30	11.91
8/18/05 22:00	12.37
8/18/05 22:30	11.75
8/18/05 23:00	12.22
8/18/05 23:30	13.91
8/19/05 0:00	14.38
8/19/05 0:30	15.79
8/19/05 1:00	15.79
8/19/05 1:30	15.16
8/19/05 2:00	16.11
8/19/05 2:30	15.79
8/19/05 3:00	16.74
8/19/05 3:30	16.11
8/19/05 4:00	17.21
8/19/05 4:30	17.37
8/19/05 5:00	16.9
8/19/05 5:30	16.42
8/19/05 6:00	15.79
8/19/05 6:30	15.48
8/19/05 7:00	14.53
8/19/05 7:30	13.76
8/19/05 8:00	13.91
8/19/05 8:30	12.22
8/19/05 9:00	10.83
8/19/05 9:30	10.68
8/19/05 10:00	10.83
8/19/05 10:30	11.14
8/19/05 11:00	11.91
8/19/05 11:30	11.75
8/19/05 12:00	12.53
8/19/05 12:30	13.3
8/19/05 13:00	12.99
8/19/05 13:30	13.3
8/19/05 14:00	12.68
8/19/05 14:30	12.99
8/19/05 15:00	16.58
8/19/05 15:30	13.76
8/19/05 16:00	12.84
8/19/05 16:30	14.22
8/19/05 17:00	14.38
8/19/05 17:30	12.53
8/19/05 18:00	12.68
8/19/05 18:30	13.45
8/19/05 19:00	12.68
8/19/05 19:30	11.75
8/19/05 20:00	12.06
8/19/05 20:30	11.29
8/19/05 21:00	11.75
8/19/05 21:30	9.9
8/19/05 22:00	9.9
8/19/05 22:30	9.75
8/19/05 23:00	9.9
8/19/05 23:30	10.68
8/20/05 0:00	13.15
8/20/05 0:30	13.3
8/20/05 1:00	15.63
8/20/05 1:30	15.32
8/20/05 2:00	15.16
8/20/05 2:30	15.79
8/20/05 3:00	15.95
8/20/05 3:30	16.11
8/20/05 4:00	14.84
8/20/05 4:30	12.68
8/20/05 5:00	13.61
8/20/05 5:30	14.07
8/20/05 6:00	13.91
8/20/05 6:30	12.84
8/20/05 7:00	12.68
8/20/05 7:30	12.68
8/20/05 8:00	12.22
8/20/05 8:30	11.44
8/20/05 9:00	10.53
8/20/05 9:30	9.59
8/20/05 10:00	9.9
8/20/05 10:30	9.29
8/20/05 11:00	9.29
8/20/05 11:30	9.29
8/20/05 12:00	9.75
8/20/05 12:30	13.91
8/20/05 13:00	14.38
8/20/05 13:30	12.84
8/20/05 14:00	13.45
8/20/05 14:30	14.07
8/20/05 15:00	14.69
8/20/05 15:30	14.38
8/20/05 16:00	12.99
8/20/05 16:30	12.84
8/20/05 17:00	12.37
8/20/05 17:30	12.68
8/20/05 18:00	12.68
8/20/05 18:30	12.99
8/20/05 19:00	12.22
8/20/05 19:30	11.91
8/20/05 20:00	10.99
8/20/05 20:30	10.83
8/20/05 21:00	9.75
8/20/05 21:30	9.9
8/20/05 22:00	9.59
8/20/05 22:30	9.59
8/20/05 23:00	8.98
8/20/05 23:30	9.59
8/21/05 0:00	10.83
8/21/05 0:30	10.37
8/21/05 1:00	10.68
8/21/05 1:30	11.91
8/21/05 2:00	15.16
8/21/05 2:30	16.26
8/21/05 3:00	13.3
8/21/05 3:30	13.61
8/21/05 4:00	14.84
8/21/05 4:30	12.53
8/21/05 5:00	12.99
8/21/05 5:30	11.14
8/21/05 6:00	11.14
8/21/05 6:30	11.29
8/21/05 7:00	12.53
8/21/05 7:30	14.38
8/21/05 8:00	11.44
8/21/05 8:30	11.75
8/21/05 9:00	11.14
8/21/05 9:30	10.37
8/21/05 10:00	9.59
8/21/05 10:30	11.6
8/21/05 11:00	10.99
8/21/05 11:30	9.9
8/21/05 12:00	9.75
8/21/05 12:30	9.9
8/21/05 13:00	10.06
8/21/05 13:30	10.37
8/21/05 14:00	10.83
8/21/05 14:30	11.44
8/21/05 15:00	12.53
8/21/05 15:30	13.15
8/21/05 16:00	13.3
8/21/05 16:30	15.16
8/21/05 17:00	12.99
8/21/05 17:30	13.45
8/21/05 18:00	13.3
8/21/05 18:30	13.15
8/21/05 19:00	13.15
8/21/05 19:30	14.22
8/21/05 20:00	13.76
8/21/05 20:30	12.06
8/21/05 21:00	11.91
8/21/05 21:30	10.53
8/21/05 22:00	10.37
8/21/05 22:30	9.29
8/21/05 23:00	8.98
8/21/05 23:30	8.36
8/22/05 0:00	7.9
8/22/05 0:30	8.36
8/22/05 1:00	8.21
8/22/05 1:30	9.29
8/22/05 2:00	9.59
8/22/05 2:30	10.68
8/22/05 3:00	11.29
8/22/05 3:30	12.06
8/22/05 4:00	11.91
8/22/05 4:30	14.84
8/22/05 5:00	14.53
8/22/05 5:30	13.91
8/22/05 6:00	15.16
8/22/05 6:30	12.53
8/22/05 7:00	11.75
8/22/05 7:30	12.22
8/22/05 8:00	12.68
8/22/05 8:30	11.6
8/22/05 9:00	12.06
8/22/05 9:30	11.44
8/22/05 10:00	11.91
8/22/05 10:30	11.14
8/22/05 11:00	9.29
8/22/05 11:30	9.29
8/22/05 12:00	9.13
8/22/05 12:30	8.67
8/22/05 13:00	8.52
8/22/05 13:30	9.29
8/22/05 14:00	8.82
8/22/05 14:30	9.44
8/22/05 15:00	9.75
8/22/05 15:30	11.44
8/22/05 16:00	12.06
8/22/05 16:30	11.75
8/22/05 17:00	11.6
8/22/05 17:30	12.37
8/22/05 18:00	11.44
8/22/05 18:30	12.99
8/22/05 19:00	12.84
8/22/05 19:30	12.06
8/22/05 20:00	12.06
8/22/05 20:30	12.84
8/22/05 21:00	12.22
8/22/05 21:30	10.99
8/22/05 22:00	10.83
8/22/05 22:30	10.37
8/22/05 23:00	10.22
8/22/05 23:30	10.37
8/23/05 0:00	9.9
8/23/05 0:30	9.59
8/23/05 1:00	9.59
8/23/05 1:30	9.44
8/23/05 2:00	9.44
8/23/05 2:30	9.29
8/23/05 3:00	9.9
8/23/05 3:30	10.37
8/23/05 4:00	12.22
8/23/05 4:30	11.44
8/23/05 5:00	11.29
8/23/05 5:30	11.75
8/23/05 6:00	11.91
8/23/05 6:30	11.6
8/23/05 7:00	11.14
8/23/05 7:30	12.22
8/23/05 8:00	12.37
8/23/05 8:30	13.61
8/23/05 9:00	12.06
8/23/05 9:30	12.22
8/23/05 10:00	11.91
8/23/05 10:30	11.44
8/23/05 11:00	10.99
8/23/05 11:30	11.29
8/23/05 12:00	10.83
8/23/05 12:30	10.37
8/23/05 13:00	10.37
8/23/05 13:30	9.75
8/23/05 14:00	9.59
8/23/05 14:30	11.6
8/23/05 15:00	9.9
8/23/05 15:30	10.53
8/23/05 16:00	12.22
8/23/05 16:30	13.61
8/23/05 17:00	12.84
8/23/05 17:30	13.3
8/23/05 18:00	12.99
8/23/05 18:30	13.15
8/23/05 19:00	13.45
8/23/05 19:30	13.61
8/23/05 20:00	13.61
8/23/05 20:30	13.61
8/23/05 21:00	12.99
8/23/05 21:30	12.99
8/23/05 22:00	12.68
8/23/05 22:30	12.06
8/23/05 23:00	13.61
8/23/05 23:30	13.61
8/24/05 0:00	11.75
8/24/05 0:30	11.75
8/24/05 1:00	11.29
8/24/05 1:30	11.44
8/24/05 2:00	11.44
8/24/05 2:30	10.83
8/24/05 3:00	11.14
8/24/05 3:30	11.75
8/24/05 4:00	12.68
8/24/05 4:30	12.68
8/24/05 5:00	11.75
8/24/05 5:30	11.75
8/24/05 6:00	12.37
8/24/05 6:30	14.69
8/24/05 7:00	12.84
8/24/05 7:30	14.22
8/24/05 8:00	12.84
8/24/05 8:30	13.76
8/24/05 9:00	12.99
8/24/05 9:30	13.45
8/24/05 10:00	13.45
8/24/05 10:30	13.15
8/24/05 11:00	12.68
8/24/05 11:30	13.76
8/24/05 12:00	12.22
8/24/05 12:30	13.15
8/24/05 13:00	12.37
8/24/05 13:30	12.22
8/24/05 14:00	11.75
8/24/05 14:30	11.75
8/24/05 15:00	11.75
8/24/05 15:30	11.75
8/24/05 16:00	12.06
8/24/05 16:30	12.06
8/24/05 17:00	12.37
8/24/05 17:30	12.06
8/24/05 18:00	12.53
8/24/05 18:30	13.45
8/24/05 19:00	15.48
8/24/05 19:30	14.84
8/24/05 20:00	15.48
8/24/05 20:30	15.32
8/24/05 21:00	15.32
8/24/05 21:30	14.84
8/24/05 22:00	15.16
8/24/05 22:30	14.22
8/24/05 23:00	14.22
8/24/05 23:30	13.45
8/25/05 0:00	13.61
8/25/05 0:30	12.99
8/25/05 1:00	12.37
8/25/05 1:30	12.53
8/25/05 2:00	12.06
8/25/05 2:30	11.75
8/25/05 3:00	11.44
8/25/05 3:30	11.91
8/25/05 4:00	11.75
8/25/05 4:30	11.91
8/25/05 5:00	12.37
8/25/05 5:30	15.32
8/25/05 6:00	12.06
8/25/05 6:30	15.16
8/25/05 7:00	14.69
8/25/05 7:30	14.07
8/25/05 8:00	14.38
8/25/05 8:30	14.38
8/25/05 9:00	14.84
8/25/05 9:30	14.38
8/25/05 10:00	14.69
8/25/05 10:30	14.84
8/25/05 11:00	15.48
8/25/05 11:30	14.69
8/25/05 12:00	14.69
8/25/05 12:30	14.38
8/25/05 13:00	13.3
8/25/05 13:30	13.3
8/25/05 14:00	18.17
8/25/05 14:30	17.05
8/25/05 15:00	12.68
8/25/05 15:30	12.37
8/25/05 16:00	12.99
8/25/05 16:30	12.68
8/25/05 17:00	12.68
8/25/05 17:30	12.53
8/25/05 18:00	15.79
8/25/05 18:30	15.63
8/25/05 19:00	14.53
8/25/05 19:30	18.49
8/25/05 20:00	18.49
8/25/05 20:30	17.21
8/25/05 21:00	18.17
8/25/05 21:30	18.49
8/25/05 22:00	18.01
8/25/05 22:30	17.85
8/25/05 23:00	16.11
8/25/05 23:30	15.79
8/26/05 0:00	15.63
8/26/05 0:30	15.16
8/26/05 1:00	15
8/26/05 1:30	15
8/26/05 2:00	14.38
8/26/05 2:30	13.76
8/26/05 3:00	13.76
8/26/05 3:30	12.99
8/26/05 4:00	12.37
8/26/05 4:30	13.45
8/26/05 5:00	12.53
8/26/05 5:30	12.99
8/26/05 6:00	12.68
8/26/05 6:30	12.99
8/26/05 7:00	12.68
8/26/05 7:30	16.26
8/26/05 8:00	15.79
8/26/05 8:30	15.79
8/26/05 9:00	15.63
8/26/05 9:30	15.63
8/26/05 10:00	17.05
8/26/05 10:30	16.26
8/26/05 11:00	15.95
8/26/05 11:30	16.74
8/26/05 12:00	17.37
8/26/05 12:30	17.37
8/26/05 13:00	15.63
8/26/05 13:30	14.84
8/26/05 14:00	13.45
8/26/05 14:30	13.3
8/26/05 15:00	12.99
8/26/05 15:30	12.53
8/26/05 16:00	10.83
8/26/05 16:30	15.79
8/26/05 17:00	11.6
8/26/05 17:30	12.22
8/26/05 18:00	12.99
8/26/05 18:30	13.3
8/26/05 19:00	13.76
8/26/05 19:30	13.3
8/26/05 20:00	14.07
8/26/05 20:30	14.22
8/26/05 21:00	14.38
8/26/05 21:30	15.16
8/26/05 22:00	14.84
8/26/05 22:30	15.16
8/26/05 23:00	15.48
8/26/05 23:30	16.26
8/27/05 0:00	17.05
8/27/05 0:30	16.42
8/27/05 1:00	16.9
8/27/05 1:30	15.63
8/27/05 2:00	15.48
8/27/05 2:30	16.74
8/27/05 3:00	15.32
8/27/05 3:30	14.69
8/27/05 4:00	16.58
8/27/05 4:30	12.84
8/27/05 5:00	12.06
8/27/05 5:30	12.22
8/27/05 6:00	11.91
8/27/05 6:30	11.91
8/27/05 7:00	11.44
8/27/05 7:30	11.6
8/27/05 8:00	11.14
8/27/05 8:30	13.3
8/27/05 9:00	13.61
8/27/05 9:30	13.45
8/27/05 10:00	13.3
8/27/05 10:30	15.16
8/27/05 11:00	15.16
8/27/05 11:30	13.76
8/27/05 12:00	15.16
8/27/05 12:30	16.42
8/27/05 13:00	15.63
8/27/05 13:30	15.32
8/27/05 14:00	15
8/27/05 14:30	14.07
8/27/05 15:00	13.91
8/27/05 15:30	13.15
8/27/05 16:00	12.68
8/27/05 16:30	12.68
8/27/05 17:00	12.06
8/27/05 17:30	12.37
8/27/05 18:00	12.22
8/27/05 18:30	12.99
8/27/05 19:00	12.68
8/27/05 19:30	13.15
8/27/05 20:00	12.22
8/27/05 20:30	12.53
8/27/05 21:00	12.53
8/27/05 21:30	12.37
8/27/05 22:00	13.91
8/27/05 22:30	14.07
8/27/05 23:00	12.53
8/27/05 23:30	13.15
8/28/05 0:00	13.15
8/28/05 0:30	12.68
8/28/05 1:00	13.61
8/28/05 1:30	14.84
8/28/05 2:00	15.63
8/28/05 2:30	15.79
8/28/05 3:00	14.07
8/28/05 3:30	13.61
8/28/05 4:00	15
8/28/05 4:30	13.76
8/28/05 5:00	12.22
8/28/05 5:30	12.84
8/28/05 6:00	11.91
8/28/05 6:30	11.75
8/28/05 7:00	11.75
8/28/05 7:30	11.29
8/28/05 8:00	11.75
8/28/05 8:30	11.44
8/28/05 9:00	11.44
8/28/05 9:30	11.44
8/28/05 10:00	11.6
8/28/05 10:30	12.06
8/28/05 11:00	11.44
8/28/05 11:30	13.3
8/28/05 12:00	11.75
8/28/05 12:30	13.15
8/28/05 13:00	13.61
8/28/05 13:30	14.53
8/28/05 14:00	15.32
8/28/05 14:30	14.53
8/28/05 15:00	12.84
8/28/05 15:30	14.07
8/28/05 16:00	13.15
8/28/05 16:30	11.6
8/28/05 17:00	12.06
8/28/05 17:30	11.91
8/28/05 18:00	11.44
8/28/05 18:30	11.75
8/28/05 19:00	11.44
8/28/05 19:30	10.99
8/28/05 20:00	11.91
8/28/05 20:30	11.75
8/28/05 21:00	11.29
8/28/05 21:30	12.22
8/28/05 22:00	12.06
8/28/05 22:30	12.37
8/28/05 23:00	11.44
8/28/05 23:30	12.06
8/29/05 0:00	11.6
8/29/05 0:30	12.99
8/29/05 1:00	12.22
8/29/05 1:30	12.06
8/29/05 2:00	12.22
8/29/05 2:30	12.37
8/29/05 3:00	12.22
8/29/05 3:30	11.91
8/29/05 4:00	11.91
8/29/05 4:30	11.6
8/29/05 5:00	11.14
8/29/05 5:30	11.44
8/29/05 6:00	11.44
8/29/05 6:30	11.29
8/29/05 7:00	11.14
8/29/05 7:30	11.44
8/29/05 8:00	10.83
8/29/05 8:30	10.99
8/29/05 9:00	10.68
8/29/05 9:30	11.14
8/29/05 10:00	10.99
8/29/05 10:30	11.75
