Plot Title: HRI082506	
8/28/06 5:00	9.18
8/28/06 5:30	9.47
8/28/06 6:00	9.47
8/28/06 6:30	9.76
8/28/06 7:00	9.76
8/28/06 7:30	9.76
8/28/06 8:00	9.76
8/28/06 8:30	9.76
8/28/06 9:00	10.05
8/28/06 9:30	10.05
8/28/06 10:00	9.47
8/28/06 10:30	9.76
8/28/06 11:00	8.89
8/28/06 11:30	8.61
8/28/06 12:00	8.61
8/28/06 12:30	8.61
8/28/06 13:00	8.61
8/28/06 13:30	8.61
8/28/06 14:00	8.61
8/28/06 14:30	8.89
8/28/06 15:00	8.32
8/28/06 15:30	8.32
8/28/06 16:00	9.76
8/28/06 16:30	9.76
8/28/06 17:00	9.47
8/28/06 17:30	9.76
8/28/06 18:00	10.05
8/28/06 18:30	10.05
8/28/06 19:00	9.76
8/28/06 19:30	9.76
8/28/06 20:00	9.76
8/28/06 20:30	9.47
8/28/06 21:00	9.76
8/28/06 21:30	9.76
8/28/06 22:00	10.05
8/28/06 22:30	9.76
8/28/06 23:00	8.89
8/28/06 23:30	9.18
8/29/06 0:00	8.89
8/29/06 0:30	9.18
8/29/06 1:00	8.61
8/29/06 1:30	8.89
8/29/06 2:00	9.18
8/29/06 2:30	9.47
8/29/06 3:00	9.47
8/29/06 3:30	9.18
8/29/06 4:00	9.47
8/29/06 4:30	9.76
8/29/06 5:00	9.76
8/29/06 5:30	9.76
8/29/06 6:00	10.05
8/29/06 6:30	10.33
8/29/06 7:00	10.9
8/29/06 7:30	11.19
8/29/06 8:00	10.9
8/29/06 8:30	11.48
8/29/06 9:00	11.48
8/29/06 9:30	11.77
8/29/06 10:00	11.19
8/29/06 10:30	11.19
8/29/06 11:00	10.9
8/29/06 11:30	10.62
8/29/06 12:00	10.62
8/29/06 12:30	10.62
8/29/06 13:00	10.62
8/29/06 13:30	10.33
8/29/06 14:00	10.33
8/29/06 14:30	10.62
8/29/06 15:00	10.62
8/29/06 15:30	10.33
8/29/06 16:00	10.05
8/29/06 16:30	10.33
8/29/06 17:00	10.05
8/29/06 17:30	10.62
8/29/06 18:00	12.06
8/29/06 18:30	12.93
8/29/06 19:00	12.93
8/29/06 19:30	12.64
8/29/06 20:00	12.35
8/29/06 20:30	11.77
8/29/06 21:00	11.48
8/29/06 21:30	10.9
8/29/06 22:00	11.19
8/29/06 22:30	11.19
8/29/06 23:00	11.19
8/29/06 23:30	10.9
8/30/06 0:00	10.9
8/30/06 0:30	10.9
8/30/06 1:00	11.19
8/30/06 1:30	10.9
8/30/06 2:00	10.9
8/30/06 2:30	11.19
8/30/06 3:00	10.9
8/30/06 3:30	10.33
8/30/06 4:00	10.62
8/30/06 4:30	10.9
8/30/06 5:00	11.48
8/30/06 5:30	12.35
8/30/06 6:00	12.93
8/30/06 6:30	11.77
8/30/06 7:00	12.06
8/30/06 7:30	12.35
8/30/06 8:00	10.62
8/30/06 8:30	11.19
8/30/06 9:00	10.9
8/30/06 9:30	11.19
8/30/06 10:00	11.19
8/30/06 10:30	10.62
8/30/06 11:00	10.33
8/30/06 11:30	10.05
8/30/06 12:00	10.33
8/30/06 12:30	10.33
8/30/06 13:00	10.33
8/30/06 13:30	10.33
8/30/06 14:00	10.9
8/30/06 14:30	11.19
8/30/06 15:00	10.62
8/30/06 15:30	11.77
8/30/06 16:00	12.06
8/30/06 16:30	11.48
8/30/06 17:00	12.35
8/30/06 17:30	13.22
8/30/06 18:00	13.51
8/30/06 18:30	13.22
8/30/06 19:00	12.64
8/30/06 19:30	12.35
8/30/06 20:00	12.35
8/30/06 20:30	12.93
8/30/06 21:00	12.06
8/30/06 21:30	11.48
8/30/06 22:00	11.48
8/30/06 22:30	11.48
8/30/06 23:00	11.48
8/30/06 23:30	11.48
8/31/06 0:00	11.48
8/31/06 0:30	11.19
8/31/06 1:00	10.9
8/31/06 1:30	10.62
8/31/06 2:00	10.62
8/31/06 2:30	11.19
8/31/06 3:00	10.9
8/31/06 3:30	11.48
8/31/06 4:00	11.48
8/31/06 4:30	11.77
8/31/06 5:00	10.9
8/31/06 5:30	11.19
8/31/06 6:00	11.77
8/31/06 6:30	12.06
8/31/06 7:00	12.06
8/31/06 7:30	12.64
8/31/06 8:00	12.64
8/31/06 8:30	14.09
8/31/06 9:00	14.67
8/31/06 9:30	14.96
8/31/06 10:00	14.67
8/31/06 10:30	13.51
8/31/06 11:00	13.8
8/31/06 11:30	13.22
8/31/06 12:00	12.35
8/31/06 12:30	12.93
8/31/06 13:00	11.48
8/31/06 13:30	11.48
8/31/06 14:00	11.48
8/31/06 14:30	11.19
8/31/06 15:00	10.9
8/31/06 15:30	11.19
8/31/06 16:00	11.77
8/31/06 16:30	12.35
8/31/06 17:00	12.35
8/31/06 17:30	12.35
8/31/06 18:00	12.06
8/31/06 18:30	13.22
8/31/06 19:00	13.51
8/31/06 19:30	13.8
8/31/06 20:00	14.09
8/31/06 20:30	14.09
8/31/06 21:00	14.09
8/31/06 21:30	14.38
8/31/06 22:00	13.8
8/31/06 22:30	14.38
8/31/06 23:00	14.38
8/31/06 23:30	13.8
9/1/06 0:00	13.8
9/1/06 0:30	13.51
9/1/06 1:00	13.22
9/1/06 1:30	12.93
9/1/06 2:00	12.93
9/1/06 2:30	12.64
9/1/06 3:00	12.35
9/1/06 3:30	12.35
9/1/06 4:00	12.64
9/1/06 4:30	12.35
9/1/06 5:00	12.64
9/1/06 5:30	11.77
9/1/06 6:00	12.06
9/1/06 6:30	12.06
9/1/06 7:00	12.64
9/1/06 7:30	12.64
9/1/06 8:00	12.93
9/1/06 8:30	12.06
9/1/06 9:00	11.19
9/1/06 9:30	11.19
9/1/06 10:00	11.19
9/1/06 10:30	11.19
9/1/06 11:00	11.19
9/1/06 11:30	11.19
9/1/06 12:00	11.48
9/1/06 12:30	11.48
9/1/06 13:00	11.48
9/1/06 13:30	11.48
9/1/06 14:00	11.48
9/1/06 14:30	11.77
9/1/06 15:00	12.06
9/1/06 15:30	13.22
9/1/06 16:00	13.51
9/1/06 16:30	12.64
9/1/06 17:00	12.93
9/1/06 17:30	13.22
9/1/06 18:00	12.35
9/1/06 18:30	12.93
9/1/06 19:00	12.35
9/1/06 19:30	12.64
9/1/06 20:00	12.93
9/1/06 20:30	12.93
9/1/06 21:00	12.06
9/1/06 21:30	12.35
9/1/06 22:00	12.64
9/1/06 22:30	12.06
9/1/06 23:00	12.06
9/1/06 23:30	12.06
9/2/06 0:00	12.93
9/2/06 0:30	13.51
9/2/06 1:00	12.64
9/2/06 1:30	12.35
9/2/06 2:00	12.64
9/2/06 2:30	13.22
9/2/06 3:00	13.22
9/2/06 3:30	13.8
9/2/06 4:00	13.8
9/2/06 4:30	13.8
9/2/06 5:00	13.8
9/2/06 5:30	13.8
9/2/06 6:00	14.09
9/2/06 6:30	14.38
9/2/06 7:00	14.96
9/2/06 7:30	15.25
9/2/06 8:00	15.54
9/2/06 8:30	15.84
9/2/06 9:00	16.43
9/2/06 9:30	16.13
9/2/06 10:00	16.43
9/2/06 10:30	16.72
9/2/06 11:00	15.84
9/2/06 11:30	16.43
9/2/06 12:00	16.43
9/2/06 12:30	16.43
9/2/06 13:00	16.43
9/2/06 13:30	16.13
9/2/06 14:00	16.13
9/2/06 14:30	16.43
9/2/06 15:00	16.43
9/2/06 15:30	16.43
9/2/06 16:00	16.43
9/2/06 16:30	16.43
9/2/06 17:00	16.13
9/2/06 17:30	16.13
9/2/06 18:00	16.13
9/2/06 18:30	16.13
9/2/06 19:00	16.13
9/2/06 19:30	16.13
9/2/06 20:00	16.13
9/2/06 20:30	16.43
9/2/06 21:00	16.43
9/2/06 21:30	16.43
9/2/06 22:00	16.43
9/2/06 22:30	16.13
9/2/06 23:00	16.13
9/2/06 23:30	16.13
9/3/06 0:00	16.43
9/3/06 0:30	16.43
9/3/06 1:00	16.43
9/3/06 1:30	16.43
9/3/06 2:00	16.43
9/3/06 2:30	16.43
9/3/06 3:00	16.43
9/3/06 3:30	16.43
9/3/06 4:00	16.43
9/3/06 4:30	16.43
9/3/06 5:00	16.43
9/3/06 5:30	16.13
9/3/06 6:00	16.13
9/3/06 6:30	16.13
9/3/06 7:00	15.25
9/3/06 7:30	15.54
9/3/06 8:00	14.38
9/3/06 8:30	14.09
9/3/06 9:00	13.8
9/3/06 9:30	11.77
9/3/06 10:00	15.84
9/3/06 10:30	15.25
9/3/06 11:00	16.13
9/3/06 11:30	16.43
9/3/06 12:00	16.13
9/3/06 12:30	16.43
9/3/06 13:00	16.13
9/3/06 13:30	16.43
9/3/06 14:00	16.43
9/3/06 14:30	16.43
9/3/06 15:00	16.43
9/3/06 15:30	16.43
9/3/06 16:00	16.43
9/3/06 16:30	16.43
9/3/06 17:00	16.43
9/3/06 17:30	16.43
9/3/06 18:00	16.43
9/3/06 18:30	15.54
9/3/06 19:00	13.8
9/3/06 19:30	11.48
9/3/06 20:00	10.62
9/3/06 20:30	10.9
9/3/06 21:00	10.62
9/3/06 21:30	11.19
9/3/06 22:00	11.19
9/3/06 22:30	10.9
9/3/06 23:00	11.19
9/3/06 23:30	11.48
9/4/06 0:00	10.9
9/4/06 0:30	10.33
9/4/06 1:00	12.06
9/4/06 1:30	11.19
9/4/06 2:00	11.77
9/4/06 2:30	12.06
9/4/06 3:00	11.77
9/4/06 3:30	11.48
9/4/06 4:00	11.77
9/4/06 4:30	11.77
9/4/06 5:00	11.77
9/4/06 5:30	11.48
9/4/06 6:00	10.9
9/4/06 6:30	10.9
9/4/06 7:00	10.62
9/4/06 7:30	10.62
9/4/06 8:00	10.62
9/4/06 8:30	10.33
9/4/06 9:00	10.62
9/4/06 9:30	10.62
9/4/06 10:00	10.62
9/4/06 10:30	10.62
9/4/06 11:00	10.9
9/4/06 11:30	10.9
9/4/06 12:00	11.19
9/4/06 12:30	10.62
9/4/06 13:00	10.62
9/4/06 13:30	10.05
9/4/06 14:00	10.33
9/4/06 14:30	10.62
9/4/06 15:00	10.62
9/4/06 15:30	10.33
9/4/06 16:00	10.33
9/4/06 16:30	10.33
9/4/06 17:00	10.05
9/4/06 17:30	10.05
9/4/06 18:00	10.05
9/4/06 18:30	10.05
9/4/06 19:00	10.05
9/4/06 19:30	10.33
9/4/06 20:00	10.33
9/4/06 20:30	10.33
9/4/06 21:00	10.05
9/4/06 21:30	10.33
9/4/06 22:00	11.77
9/4/06 22:30	11.48
9/4/06 23:00	13.22
9/4/06 23:30	14.67
9/5/06 0:00	16.13
9/5/06 0:30	16.43
9/5/06 1:00	14.67
9/5/06 1:30	14.09
9/5/06 2:00	12.35
9/5/06 2:30	12.64
9/5/06 3:00	12.93
9/5/06 3:30	14.09
9/5/06 4:00	14.96
9/5/06 4:30	12.64
9/5/06 5:00	11.77
9/5/06 5:30	11.19
9/5/06 6:00	11.19
9/5/06 6:30	11.19
9/5/06 7:00	11.19
9/5/06 7:30	11.48
9/5/06 8:00	11.19
9/5/06 8:30	11.19
9/5/06 9:00	10.9
9/5/06 9:30	10.9
9/5/06 10:00	10.9
9/5/06 10:30	11.19
9/5/06 11:00	11.48
9/5/06 11:30	12.06
9/5/06 12:00	12.35
9/5/06 12:30	12.35
9/5/06 13:00	13.22
9/5/06 13:30	13.51
9/5/06 14:00	12.93
9/5/06 14:30	12.64
9/5/06 15:00	12.35
9/5/06 15:30	12.06
9/5/06 16:00	12.06
9/5/06 16:30	11.77
9/5/06 17:00	11.48
9/5/06 17:30	11.77
9/5/06 18:00	10.62
9/5/06 18:30	11.48
9/5/06 19:00	11.48
9/5/06 19:30	11.19
9/5/06 20:00	11.48
9/5/06 20:30	11.77
9/5/06 21:00	12.06
9/5/06 21:30	11.77
9/5/06 22:00	12.06
9/5/06 22:30	11.48
9/5/06 23:00	12.64
9/5/06 23:30	12.64
9/6/06 0:00	12.64
9/6/06 0:30	13.22
9/6/06 1:00	13.8
9/6/06 1:30	13.22
9/6/06 2:00	12.35
9/6/06 2:30	13.22
9/6/06 3:00	14.67
9/6/06 3:30	13.22
9/6/06 4:00	13.51
9/6/06 4:30	13.51
9/6/06 5:00	12.64
9/6/06 5:30	12.93
9/6/06 6:00	11.19
9/6/06 6:30	11.77
9/6/06 7:00	10.9
9/6/06 7:30	11.48
9/6/06 8:00	11.19
9/6/06 8:30	10.9
9/6/06 9:00	11.48
9/6/06 9:30	11.77
9/6/06 10:00	12.06
9/6/06 10:30	12.06
9/6/06 11:00	12.06
9/6/06 11:30	11.77
9/6/06 12:00	11.77
9/6/06 12:30	12.93
9/6/06 13:00	12.64
9/6/06 13:30	12.93
9/6/06 14:00	12.35
9/6/06 14:30	12.64
9/6/06 15:00	12.64
9/6/06 15:30	13.22
9/6/06 16:00	12.64
9/6/06 16:30	12.64
9/6/06 17:00	12.35
9/6/06 17:30	12.35
9/6/06 18:00	12.35
9/6/06 18:30	11.77
9/6/06 19:00	11.48
9/6/06 19:30	11.19
9/6/06 20:00	11.19
9/6/06 20:30	10.62
9/6/06 21:00	10.62
9/6/06 21:30	10.62
9/6/06 22:00	10.62
9/6/06 22:30	10.9
9/6/06 23:00	11.48
9/6/06 23:30	12.35
9/7/06 0:00	12.93
9/7/06 0:30	12.64
9/7/06 1:00	12.64
9/7/06 1:30	13.8
9/7/06 2:00	15.84
9/7/06 2:30	15.25
9/7/06 3:00	16.43
9/7/06 3:30	15.54
9/7/06 4:00	15.54
9/7/06 4:30	16.13
9/7/06 5:00	16.43
9/7/06 5:30	16.43
9/7/06 6:00	14.09
9/7/06 6:30	12.64
9/7/06 7:00	12.64
9/7/06 7:30	12.64
9/7/06 8:00	12.35
9/7/06 8:30	12.06
9/7/06 9:00	11.77
9/7/06 9:30	11.19
9/7/06 10:00	10.9
9/7/06 10:30	10.9
9/7/06 11:00	10.9
9/7/06 11:30	11.77
9/7/06 12:00	11.77
9/7/06 12:30	11.77
9/7/06 13:00	12.35
9/7/06 13:30	12.93
9/7/06 14:00	14.67
9/7/06 14:30	12.93
9/7/06 15:00	13.8
9/7/06 15:30	14.09
9/7/06 16:00	14.09
9/7/06 16:30	13.8
9/7/06 17:00	12.93
9/7/06 17:30	12.93
9/7/06 18:00	12.93
9/7/06 18:30	12.64
9/7/06 19:00	11.19
9/7/06 19:30	12.06
9/7/06 20:00	10.9
9/7/06 20:30	11.77
9/7/06 21:00	11.19
9/7/06 21:30	10.33
9/7/06 22:00	10.33
9/7/06 22:30	10.62
9/7/06 23:00	11.19
9/7/06 23:30	12.06
9/8/06 0:00	12.06
9/8/06 0:30	13.8
9/8/06 1:00	12.35
9/8/06 1:30	13.51
9/8/06 2:00	12.64
9/8/06 2:30	16.13
9/8/06 3:00	15.54
9/8/06 3:30	14.67
9/8/06 4:00	14.09
9/8/06 4:30	13.8
9/8/06 5:00	15.84
9/8/06 5:30	14.67
9/8/06 6:00	13.8
9/8/06 6:30	13.51
9/8/06 7:00	13.22
9/8/06 7:30	13.22
9/8/06 8:00	12.93
9/8/06 8:30	12.93
9/8/06 9:00	12.35
9/8/06 9:30	11.77
9/8/06 10:00	10.62
9/8/06 10:30	11.19
9/8/06 11:00	10.33
9/8/06 11:30	10.05
9/8/06 12:00	10.33
9/8/06 12:30	9.76
9/8/06 13:00	10.33
9/8/06 13:30	10.33
9/8/06 14:00	12.35
9/8/06 14:30	13.51
9/8/06 15:00	14.09
9/8/06 15:30	12.93
9/8/06 16:00	12.93
9/8/06 16:30	13.22
9/8/06 17:00	12.93
9/8/06 17:30	12.64
9/8/06 18:00	13.51
9/8/06 18:30	12.64
9/8/06 19:00	11.19
9/8/06 19:30	11.19
9/8/06 20:00	12.06
9/8/06 20:30	10.9
9/8/06 21:00	10.62
9/8/06 21:30	10.33
9/8/06 22:00	10.62
9/8/06 22:30	10.33
9/8/06 23:00	10.62
9/8/06 23:30	10.05
9/9/06 0:00	10.05
9/9/06 0:30	10.62
9/9/06 1:00	10.05
9/9/06 1:30	10.62
9/9/06 2:00	11.19
9/9/06 2:30	12.06
9/9/06 3:00	12.06
9/9/06 3:30	11.77
9/9/06 4:00	11.77
9/9/06 4:30	12.06
9/9/06 5:00	12.06
9/9/06 5:30	12.35
9/9/06 6:00	11.19
9/9/06 6:30	11.48
9/9/06 7:00	11.77
9/9/06 7:30	11.48
9/9/06 8:00	11.48
9/9/06 8:30	10.62
9/9/06 9:00	10.33
9/9/06 9:30	10.33
9/9/06 10:00	10.05
9/9/06 10:30	9.76
9/9/06 11:00	9.76
9/9/06 11:30	9.76
9/9/06 12:00	9.76
9/9/06 12:30	9.76
9/9/06 13:00	9.76
9/9/06 13:30	10.62
9/9/06 14:00	10.33
9/9/06 14:30	10.33
9/9/06 15:00	10.62
9/9/06 15:30	10.9
9/9/06 16:00	11.19
9/9/06 16:30	11.19
9/9/06 17:00	10.9
9/9/06 17:30	11.19
9/9/06 18:00	11.19
9/9/06 18:30	11.19
9/9/06 19:00	10.9
9/9/06 19:30	10.9
9/9/06 20:00	11.19
9/9/06 20:30	10.9
9/9/06 21:00	10.62
9/9/06 21:30	10.33
9/9/06 22:00	10.05
9/9/06 22:30	10.05
9/9/06 23:00	10.05
9/9/06 23:30	10.05
9/10/06 0:00	9.76
9/10/06 0:30	10.05
9/10/06 1:00	10.05
9/10/06 1:30	9.76
9/10/06 2:00	10.33
9/10/06 2:30	10.9
9/10/06 3:00	10.9
9/10/06 3:30	10.62
9/10/06 4:00	10.05
9/10/06 4:30	10.62
9/10/06 5:00	11.19
9/10/06 5:30	10.9
9/10/06 6:00	11.77
9/10/06 6:30	11.48
9/10/06 7:00	11.19
9/10/06 7:30	11.19
9/10/06 8:00	10.9
9/10/06 8:30	10.62
9/10/06 9:00	10.62
9/10/06 9:30	10.33
9/10/06 10:00	10.33
9/10/06 10:30	10.33
9/10/06 11:00	10.05
9/10/06 11:30	9.76
9/10/06 12:00	10.05
9/10/06 12:30	10.33
9/10/06 13:00	10.9
9/10/06 13:30	10.33
9/10/06 14:00	11.48
9/10/06 14:30	12.35
9/10/06 15:00	12.64
9/10/06 15:30	13.22
9/10/06 16:00	14.38
9/10/06 16:30	14.38
9/10/06 17:00	16.72
9/10/06 17:30	16.43
9/10/06 18:00	17.02
9/10/06 18:30	16.43
9/10/06 19:00	14.96
9/10/06 19:30	15.54
9/10/06 20:00	15.54
9/10/06 20:30	14.96
9/10/06 21:00	14.38
9/10/06 21:30	13.51
9/10/06 22:00	12.93
9/10/06 22:30	12.06
9/10/06 23:00	12.35
9/10/06 23:30	11.48
9/11/06 0:00	11.48
9/11/06 0:30	11.77
9/11/06 1:00	11.48
9/11/06 1:30	11.77
9/11/06 2:00	11.77
9/11/06 2:30	12.06
9/11/06 3:00	12.06
9/11/06 3:30	11.77
9/11/06 4:00	12.35
9/11/06 4:30	12.35
9/11/06 5:00	14.38
9/11/06 5:30	14.09
9/11/06 6:00	14.09
9/11/06 6:30	15.25
9/11/06 7:00	14.09
9/11/06 7:30	14.67
9/11/06 8:00	13.51
9/11/06 8:30	14.67
9/11/06 9:00	13.8
9/11/06 9:30	14.09
9/11/06 10:00	13.8
9/11/06 10:30	13.51
9/11/06 11:00	12.35
9/11/06 11:30	11.48
9/11/06 12:00	12.64
9/11/06 12:30	12.35
9/11/06 13:00	11.77
9/11/06 13:30	13.51
9/11/06 14:00	13.8
9/11/06 14:30	13.22
9/11/06 15:00	15.25
9/11/06 15:30	15.25
9/11/06 16:00	17.02
9/11/06 16:30	17.02
9/11/06 17:00	17.02
9/11/06 17:30	17.02
9/11/06 18:00	17.32
9/11/06 18:30	17.02
9/11/06 19:00	17.32
9/11/06 19:30	17.32
9/11/06 20:00	17.02
9/11/06 20:30	17.32
9/11/06 21:00	17.02
9/11/06 21:30	17.02
9/11/06 22:00	16.72
9/11/06 22:30	16.43
9/11/06 23:00	15.54
9/11/06 23:30	15.84
9/12/06 0:00	15.25
9/12/06 0:30	14.96
9/12/06 1:00	14.38
9/12/06 1:30	14.38
9/12/06 2:00	14.38
9/12/06 2:30	14.38
9/12/06 3:00	14.67
9/12/06 3:30	14.96
9/12/06 4:00	14.38
9/12/06 4:30	14.67
9/12/06 5:00	15.54
9/12/06 5:30	15.84
9/12/06 6:00	16.13
9/12/06 6:30	16.43
9/12/06 7:00	16.72
9/12/06 7:30	16.72
9/12/06 8:00	16.72
9/12/06 8:30	16.72
9/12/06 9:00	15.84
9/12/06 9:30	15.54
9/12/06 10:00	15.84
9/12/06 10:30	15.54
9/12/06 11:00	15.54
9/12/06 11:30	13.22
9/12/06 12:00	13.22
9/12/06 12:30	13.22
9/12/06 13:00	14.09
9/12/06 13:30	15.25
9/12/06 14:00	15.25
9/12/06 14:30	16.43
9/12/06 15:00	16.72
9/12/06 15:30	16.72
9/12/06 16:00	16.43
9/12/06 16:30	16.72
9/12/06 17:00	17.02
9/12/06 17:30	17.02
9/12/06 18:00	17.02
9/12/06 18:30	17.32
9/12/06 19:00	17.32
9/12/06 19:30	17.62
9/12/06 20:00	17.32
9/12/06 20:30	17.32
9/12/06 21:00	17.32
9/12/06 21:30	17.62
9/12/06 22:00	17.62
9/12/06 22:30	17.62
9/12/06 23:00	17.02
9/12/06 23:30	17.32
9/13/06 0:00	17.32
9/13/06 0:30	17.02
9/13/06 1:00	16.13
9/13/06 1:30	15.84
9/13/06 2:00	16.43
9/13/06 2:30	16.13
9/13/06 3:00	15.54
9/13/06 3:30	15.54
9/13/06 4:00	15.54
9/13/06 4:30	15.84
9/13/06 5:00	15.84
9/13/06 5:30	15.84
9/13/06 6:00	16.43
9/13/06 6:30	15.84
9/13/06 7:00	16.13
9/13/06 7:30	15.84
9/13/06 8:00	15.84
9/13/06 8:30	14.09
9/13/06 9:00	16.72
9/13/06 9:30	16.43
9/13/06 10:00	16.43
9/13/06 10:30	16.13
9/13/06 11:00	16.13
9/13/06 11:30	15.25
9/13/06 12:00	13.8
9/13/06 12:30	12.64
9/13/06 13:00	12.64
9/13/06 13:30	13.22
9/13/06 14:00	11.19
9/13/06 14:30	11.77
9/13/06 15:00	11.19
9/13/06 15:30	11.77
9/13/06 16:00	15.25
9/13/06 16:30	15.54
9/13/06 17:00	15.25
9/13/06 17:30	15.84
9/13/06 18:00	16.13
9/13/06 18:30	16.72
9/13/06 19:00	16.43
9/13/06 19:30	15.54
9/13/06 20:00	16.43
9/13/06 20:30	17.02
9/13/06 21:00	17.02
9/13/06 21:30	15.54
9/13/06 22:00	15.25
9/13/06 22:30	15.54
9/13/06 23:00	15.84
9/13/06 23:30	15.84
9/14/06 0:00	14.96
9/14/06 0:30	12.35
9/14/06 1:00	12.35
9/14/06 1:30	12.06
9/14/06 2:00	12.06
9/14/06 2:30	11.48
9/14/06 3:00	12.06
9/14/06 3:30	12.64
9/14/06 4:00	12.93
9/14/06 4:30	13.22
9/14/06 5:00	12.64
9/14/06 5:30	13.22
9/14/06 6:00	14.09
9/14/06 6:30	14.09
9/14/06 7:00	15.84
9/14/06 7:30	15.54
9/14/06 8:00	16.13
9/14/06 8:30	15.84
9/14/06 9:00	16.13
9/14/06 9:30	16.13
9/14/06 10:00	14.09
9/14/06 10:30	13.8
9/14/06 11:00	12.93
9/14/06 11:30	12.93
9/14/06 12:00	12.64
9/14/06 12:30	12.06
9/14/06 13:00	11.19
9/14/06 13:30	10.9
9/14/06 14:00	10.62
9/14/06 14:30	10.62
9/14/06 15:00	10.9
9/14/06 15:30	10.62
9/14/06 16:00	11.77
9/14/06 16:30	12.06
9/14/06 17:00	12.35
9/14/06 17:30	13.51
9/14/06 18:00	12.06
9/14/06 18:30	11.77
9/14/06 19:00	14.09
9/14/06 19:30	12.35
9/14/06 20:00	14.96
9/14/06 20:30	15.54
9/14/06 21:00	15.25
9/14/06 21:30	14.67
9/14/06 22:00	14.09
9/14/06 22:30	13.8
9/14/06 23:00	13.51
9/14/06 23:30	12.93
9/15/06 0:00	12.35
9/15/06 0:30	12.06
9/15/06 1:00	11.48
9/15/06 1:30	11.19
9/15/06 2:00	10.9
9/15/06 2:30	11.19
9/15/06 3:00	11.19
9/15/06 3:30	11.48
9/15/06 4:00	11.48
9/15/06 4:30	11.48
9/15/06 5:00	12.06
9/15/06 5:30	12.35
9/15/06 6:00	12.06
9/15/06 6:30	11.77
9/15/06 7:00	12.06
9/15/06 7:30	13.51
9/15/06 8:00	14.67
9/15/06 8:30	14.38
9/15/06 9:00	14.67
9/15/06 9:30	13.51
9/15/06 10:00	13.8
9/15/06 10:30	13.22
9/15/06 11:00	12.93
9/15/06 11:30	12.64
9/15/06 12:00	12.35
9/15/06 12:30	12.06
