Plot Title: HRO 3.19.01 TidbiT	
3/28/01 11:00	3.75
3/28/01 11:30	3.75
3/28/01 12:00	3.75
3/28/01 12:30	3.75
3/28/01 13:00	3.75
3/28/01 13:30	3.75
3/28/01 14:00	3.9
3/28/01 14:30	3.9
3/28/01 15:00	3.75
3/28/01 15:30	3.75
3/28/01 16:00	3.75
3/28/01 16:30	3.75
3/28/01 17:00	3.9
3/28/01 17:30	3.9
3/28/01 18:00	3.9
3/28/01 18:30	3.75
3/28/01 19:00	3.9
3/28/01 19:30	3.9
3/28/01 20:00	3.9
3/28/01 20:30	3.9
3/28/01 21:00	3.9
3/28/01 21:30	3.9
3/28/01 22:00	3.9
3/28/01 22:30	3.9
3/28/01 23:00	3.9
3/28/01 23:30	3.75
3/29/01 0:00	3.75
3/29/01 0:30	3.75
3/29/01 1:00	3.75
3/29/01 1:30	3.75
3/29/01 2:00	3.75
3/29/01 2:30	3.75
3/29/01 3:00	3.75
3/29/01 3:30	3.75
3/29/01 4:00	3.75
3/29/01 4:30	3.75
3/29/01 5:00	3.75
3/29/01 5:30	3.75
3/29/01 6:00	3.75
3/29/01 6:30	3.75
3/29/01 7:00	3.75
3/29/01 7:30	3.75
3/29/01 8:00	3.75
3/29/01 8:30	3.75
3/29/01 9:00	3.75
3/29/01 9:30	3.75
3/29/01 10:00	3.75
3/29/01 10:30	3.75
3/29/01 11:00	3.75
3/29/01 11:30	3.9
3/29/01 12:00	3.9
3/29/01 12:30	3.75
3/29/01 13:00	3.9
3/29/01 13:30	3.75
3/29/01 14:00	3.75
3/29/01 14:30	3.9
3/29/01 15:00	4.06
3/29/01 15:30	4.06
3/29/01 16:00	4.06
3/29/01 16:30	4.06
3/29/01 17:00	4.06
3/29/01 17:30	3.9
3/29/01 18:00	4.06
3/29/01 18:30	4.06
3/29/01 19:00	4.06
3/29/01 19:30	4.06
3/29/01 20:00	3.9
3/29/01 20:30	4.06
3/29/01 21:00	4.06
3/29/01 21:30	4.06
3/29/01 22:00	3.9
3/29/01 22:30	3.9
3/29/01 23:00	4.06
3/29/01 23:30	4.06
3/30/01 0:00	3.9
3/30/01 0:30	3.9
3/30/01 1:00	3.9
3/30/01 1:30	3.9
3/30/01 2:00	3.9
3/30/01 2:30	3.9
3/30/01 3:00	3.9
3/30/01 3:30	3.9
3/30/01 4:00	3.9
3/30/01 4:30	3.9
3/30/01 5:00	3.9
3/30/01 5:30	3.9
3/30/01 6:00	3.9
3/30/01 6:30	3.9
3/30/01 7:00	3.9
3/30/01 7:30	3.9
3/30/01 8:00	3.9
3/30/01 8:30	3.9
3/30/01 9:00	3.9
3/30/01 9:30	3.9
3/30/01 10:00	3.9
3/30/01 10:30	3.9
3/30/01 11:00	3.9
3/30/01 11:30	3.9
3/30/01 12:00	3.9
3/30/01 12:30	3.75
3/30/01 13:00	3.75
3/30/01 13:30	3.75
3/30/01 14:00	3.75
3/30/01 14:30	3.75
3/30/01 15:00	3.75
3/30/01 15:30	3.75
3/30/01 16:00	3.75
3/30/01 16:30	3.75
3/30/01 17:00	3.75
3/30/01 17:30	3.75
3/30/01 18:00	3.75
3/30/01 18:30	3.75
3/30/01 19:00	3.75
3/30/01 19:30	3.75
3/30/01 20:00	3.75
3/30/01 20:30	3.75
3/30/01 21:00	3.75
3/30/01 21:30	3.9
3/30/01 22:00	3.75
3/30/01 22:30	3.75
3/30/01 23:00	3.75
3/30/01 23:30	3.75
3/31/01 0:00	3.75
3/31/01 0:30	3.75
3/31/01 1:00	3.75
3/31/01 1:30	3.75
3/31/01 2:00	3.75
3/31/01 2:30	3.75
3/31/01 3:00	3.75
3/31/01 3:30	3.75
3/31/01 4:00	3.75
3/31/01 4:30	3.75
3/31/01 5:00	3.75
3/31/01 5:30	3.75
3/31/01 6:00	3.75
3/31/01 6:30	3.75
3/31/01 7:00	3.75
3/31/01 7:30	3.75
3/31/01 8:00	3.75
3/31/01 8:30	3.75
3/31/01 9:00	3.75
3/31/01 9:30	3.75
3/31/01 10:00	3.75
3/31/01 10:30	3.75
3/31/01 11:00	3.75
3/31/01 11:30	3.75
3/31/01 12:00	3.75
3/31/01 12:30	3.75
3/31/01 13:00	3.75
3/31/01 13:30	3.75
3/31/01 14:00	3.75
3/31/01 14:30	3.75
3/31/01 15:00	3.75
3/31/01 15:30	3.75
3/31/01 16:00	3.75
3/31/01 16:30	3.75
3/31/01 17:00	3.75
3/31/01 17:30	3.75
3/31/01 18:00	3.75
3/31/01 18:30	3.75
3/31/01 19:00	3.75
3/31/01 19:30	3.75
3/31/01 20:00	3.75
3/31/01 20:30	3.75
3/31/01 21:00	3.75
3/31/01 21:30	3.75
3/31/01 22:00	3.75
3/31/01 22:30	3.75
3/31/01 23:00	3.75
3/31/01 23:30	3.75
4/1/01 0:00	3.75
4/1/01 0:30	3.75
4/1/01 1:00	3.75
4/1/01 1:30	3.75
4/1/01 2:00	3.75
4/1/01 2:30	3.75
4/1/01 3:00	3.75
4/1/01 3:30	3.75
4/1/01 4:00	3.75
4/1/01 4:30	3.75
4/1/01 5:00	3.75
4/1/01 5:30	3.75
4/1/01 6:00	3.75
4/1/01 6:30	3.75
4/1/01 7:00	3.75
4/1/01 7:30	3.75
4/1/01 8:00	3.75
4/1/01 8:30	3.75
4/1/01 9:00	3.75
4/1/01 9:30	3.75
4/1/01 10:00	3.75
4/1/01 10:30	3.75
4/1/01 11:00	3.75
4/1/01 11:30	3.75
4/1/01 12:00	3.75
4/1/01 12:30	3.75
4/1/01 13:00	3.75
4/1/01 13:30	3.75
4/1/01 14:00	3.75
4/1/01 14:30	3.75
4/1/01 15:00	3.75
4/1/01 15:30	3.75
4/1/01 16:00	3.75
4/1/01 16:30	3.75
4/1/01 17:00	3.75
4/1/01 17:30	3.75
4/1/01 18:00	3.75
4/1/01 18:30	3.75
4/1/01 19:00	3.75
4/1/01 19:30	3.75
4/1/01 20:00	3.75
4/1/01 20:30	3.75
4/1/01 21:00	3.75
4/1/01 21:30	3.75
4/1/01 22:00	3.75
4/1/01 22:30	3.75
4/1/01 23:00	3.75
4/1/01 23:30	3.75
4/2/01 0:00	3.75
4/2/01 0:30	3.75
4/2/01 1:00	3.75
4/2/01 1:30	3.75
4/2/01 2:00	3.75
4/2/01 2:30	3.75
4/2/01 3:00	3.75
4/2/01 3:30	3.75
4/2/01 4:00	3.75
4/2/01 4:30	3.75
4/2/01 5:00	3.59
4/2/01 5:30	3.59
4/2/01 6:00	3.59
4/2/01 6:30	3.59
4/2/01 7:00	3.59
4/2/01 7:30	3.59
4/2/01 8:00	3.59
4/2/01 8:30	3.59
4/2/01 9:00	3.59
4/2/01 9:30	3.59
4/2/01 10:00	3.59
4/2/01 10:30	3.59
4/2/01 11:00	3.59
4/2/01 11:30	3.59
4/2/01 12:00	3.59
4/2/01 12:30	3.59
4/2/01 13:00	3.59
4/2/01 13:30	3.59
4/2/01 14:00	3.59
4/2/01 14:30	3.59
4/2/01 15:00	3.59
4/2/01 15:30	3.75
4/2/01 16:00	3.59
4/2/01 16:30	3.59
4/2/01 17:00	3.59
4/2/01 17:30	3.59
4/2/01 18:00	3.59
4/2/01 18:30	3.59
4/2/01 19:00	3.59
4/2/01 19:30	3.59
4/2/01 20:00	3.59
4/2/01 20:30	3.59
4/2/01 21:00	3.59
4/2/01 21:30	3.59
4/2/01 22:00	3.59
4/2/01 22:30	3.59
4/2/01 23:00	3.59
4/2/01 23:30	3.59
4/3/01 0:00	3.59
4/3/01 0:30	3.59
4/3/01 1:00	3.59
4/3/01 1:30	3.59
4/3/01 2:00	3.59
4/3/01 2:30	3.59
4/3/01 3:00	3.59
4/3/01 3:30	3.59
4/3/01 4:00	3.59
4/3/01 4:30	3.59
4/3/01 5:00	3.59
4/3/01 5:30	3.59
4/3/01 6:00	3.59
4/3/01 6:30	3.59
4/3/01 7:00	3.59
4/3/01 7:30	3.59
4/3/01 8:00	3.59
4/3/01 8:30	3.59
4/3/01 9:00	3.59
4/3/01 9:30	3.59
4/3/01 10:00	3.59
4/3/01 10:30	3.59
4/3/01 11:00	3.59
4/3/01 11:30	3.59
4/3/01 12:00	3.59
4/3/01 12:30	3.59
4/3/01 13:00	3.59
4/3/01 13:30	3.59
4/3/01 14:00	3.59
4/3/01 14:30	3.59
4/3/01 15:00	3.59
4/3/01 15:30	3.59
4/3/01 16:00	3.59
4/3/01 16:30	3.75
4/3/01 17:00	3.59
4/3/01 17:30	3.59
4/3/01 18:00	3.59
4/3/01 18:30	3.59
4/3/01 19:00	3.75
4/3/01 19:30	3.75
4/3/01 20:00	3.75
4/3/01 20:30	3.75
4/3/01 21:00	3.75
4/3/01 21:30	3.75
4/3/01 22:00	3.75
4/3/01 22:30	3.75
4/3/01 23:00	3.75
4/3/01 23:30	3.75
4/4/01 0:00	3.75
4/4/01 0:30	3.59
4/4/01 1:00	3.59
4/4/01 1:30	3.59
4/4/01 2:00	3.59
4/4/01 2:30	3.59
4/4/01 3:00	3.59
4/4/01 3:30	3.59
4/4/01 4:00	3.59
4/4/01 4:30	3.59
4/4/01 5:00	3.59
4/4/01 5:30	3.59
4/4/01 6:00	3.59
4/4/01 6:30	3.59
4/4/01 7:00	3.59
4/4/01 7:30	3.59
4/4/01 8:00	3.59
4/4/01 8:30	3.59
4/4/01 9:00	3.75
4/4/01 9:30	3.75
4/4/01 10:00	3.75
4/4/01 10:30	3.75
4/4/01 11:00	3.75
4/4/01 11:30	3.75
4/4/01 12:00	3.75
4/4/01 12:30	3.9
4/4/01 13:00	3.9
4/4/01 13:30	4.22
4/4/01 14:00	4.22
4/4/01 14:30	4.06
4/4/01 15:00	4.06
4/4/01 15:30	4.22
4/4/01 16:00	3.9
4/4/01 16:30	3.9
4/4/01 17:00	3.75
4/4/01 17:30	3.75
4/4/01 18:00	3.59
4/4/01 18:30	3.59
4/4/01 19:00	3.59
4/4/01 19:30	3.59
4/4/01 20:00	3.75
4/4/01 20:30	3.75
4/4/01 21:00	3.75
4/4/01 21:30	3.75
4/4/01 22:00	3.75
4/4/01 22:30	3.75
4/4/01 23:00	3.75
4/4/01 23:30	3.75
4/5/01 0:00	3.75
4/5/01 0:30	3.75
4/5/01 1:00	3.75
4/5/01 1:30	3.75
4/5/01 2:00	3.75
4/5/01 2:30	3.75
4/5/01 3:00	3.75
4/5/01 3:30	3.75
4/5/01 4:00	3.75
4/5/01 4:30	3.59
4/5/01 5:00	3.59
4/5/01 5:30	3.59
4/5/01 6:00	3.59
4/5/01 6:30	3.59
4/5/01 7:00	3.59
4/5/01 7:30	3.59
4/5/01 8:00	3.59
4/5/01 8:30	3.59
4/5/01 9:00	3.75
4/5/01 9:30	3.9
4/5/01 10:00	3.9
4/5/01 10:30	3.9
4/5/01 11:00	3.9
4/5/01 11:30	3.9
4/5/01 12:00	4.06
4/5/01 12:30	4.06
4/5/01 13:00	4.06
4/5/01 13:30	4.06
4/5/01 14:00	4.06
4/5/01 14:30	4.22
4/5/01 15:00	4.22
4/5/01 15:30	4.06
4/5/01 16:00	4.06
4/5/01 16:30	4.06
4/5/01 17:00	4.37
4/5/01 17:30	4.84
4/5/01 18:00	4.84
4/5/01 18:30	4.69
4/5/01 19:00	4.69
4/5/01 19:30	4.69
4/5/01 20:00	4.53
4/5/01 20:30	4.22
4/5/01 21:00	4.53
4/5/01 21:30	4.53
4/5/01 22:00	4.22
4/5/01 22:30	4.06
4/5/01 23:00	3.75
4/5/01 23:30	3.9
4/6/01 0:00	4.06
4/6/01 0:30	4.37
4/6/01 1:00	3.9
4/6/01 1:30	4.06
4/6/01 2:00	4.22
4/6/01 2:30	3.75
4/6/01 3:00	3.75
4/6/01 3:30	3.75
4/6/01 4:00	3.75
4/6/01 4:30	3.75
4/6/01 5:00	3.75
4/6/01 5:30	4.37
4/6/01 6:00	3.75
4/6/01 6:30	3.9
4/6/01 7:00	4.22
4/6/01 7:30	4.37
4/6/01 8:00	4.22
4/6/01 8:30	4.22
4/6/01 9:00	4.06
4/6/01 9:30	4.06
4/6/01 10:00	4.06
4/6/01 10:30	3.9
4/6/01 11:00	3.9
4/6/01 11:30	4.06
4/6/01 12:00	4.06
4/6/01 12:30	4.06
4/6/01 13:00	4.06
4/6/01 13:30	4.22
4/6/01 14:00	4.06
4/6/01 14:30	4.06
4/6/01 15:00	4.06
4/6/01 15:30	4.06
4/6/01 16:00	4.06
4/6/01 16:30	4.06
4/6/01 17:00	4.06
4/6/01 17:30	4.06
4/6/01 18:00	4.06
4/6/01 18:30	3.9
4/6/01 19:00	4.06
4/6/01 19:30	3.9
4/6/01 20:00	3.9
4/6/01 20:30	3.9
4/6/01 21:00	3.75
4/6/01 21:30	3.9
4/6/01 22:00	3.75
4/6/01 22:30	3.9
4/6/01 23:00	3.9
4/6/01 23:30	3.9
4/7/01 0:00	3.9
4/7/01 0:30	4.06
4/7/01 1:00	4.22
4/7/01 1:30	4.06
4/7/01 2:00	4.22
4/7/01 2:30	4.22
4/7/01 3:00	4.22
4/7/01 3:30	4.22
4/7/01 4:00	4.22
4/7/01 4:30	4.22
4/7/01 5:00	4.22
4/7/01 5:30	4.22
4/7/01 6:00	4.22
4/7/01 6:30	4.22
4/7/01 7:00	4.37
4/7/01 7:30	4.22
4/7/01 8:00	4.37
4/7/01 8:30	4.37
4/7/01 9:00	4.22
4/7/01 9:30	4.22
4/7/01 10:00	4.22
4/7/01 10:30	4.22
4/7/01 11:00	4.22
4/7/01 11:30	4.37
4/7/01 12:00	4.37
4/7/01 12:30	4.37
4/7/01 13:00	4.37
4/7/01 13:30	4.37
4/7/01 14:00	4.37
4/7/01 14:30	4.37
4/7/01 15:00	4.37
4/7/01 15:30	4.37
4/7/01 16:00	4.37
4/7/01 16:30	4.37
4/7/01 17:00	4.37
4/7/01 17:30	4.37
4/7/01 18:00	4.37
4/7/01 18:30	4.37
4/7/01 19:00	4.37
4/7/01 19:30	4.37
4/7/01 20:00	4.37
4/7/01 20:30	4.37
4/7/01 21:00	4.37
4/7/01 21:30	4.37
4/7/01 22:00	4.37
4/7/01 22:30	4.37
4/7/01 23:00	4.37
4/7/01 23:30	4.37
4/8/01 0:00	4.37
4/8/01 0:30	4.37
4/8/01 1:00	4.37
4/8/01 1:30	4.37
4/8/01 2:00	4.37
4/8/01 2:30	4.37
4/8/01 3:00	4.37
4/8/01 3:30	4.22
4/8/01 4:00	4.37
4/8/01 4:30	4.37
4/8/01 5:00	4.37
4/8/01 5:30	4.37
4/8/01 6:00	4.37
4/8/01 6:30	4.37
4/8/01 7:00	4.37
4/8/01 7:30	4.37
4/8/01 8:00	4.37
4/8/01 8:30	4.22
4/8/01 9:00	4.22
4/8/01 9:30	4.22
4/8/01 10:00	4.22
4/8/01 10:30	4.37
4/8/01 11:00	4.22
4/8/01 11:30	4.37
4/8/01 12:00	4.37
4/8/01 12:30	4.37
4/8/01 13:00	4.37
4/8/01 13:30	4.37
4/8/01 14:00	4.37
4/8/01 14:30	4.37
4/8/01 15:00	4.37
4/8/01 15:30	4.37
4/8/01 16:00	4.37
4/8/01 16:30	4.37
4/8/01 17:00	4.37
4/8/01 17:30	4.37
4/8/01 18:00	4.37
4/8/01 18:30	4.22
4/8/01 19:00	4.22
4/8/01 19:30	4.22
4/8/01 20:00	4.22
4/8/01 20:30	4.22
4/8/01 21:00	4.22
4/8/01 21:30	4.06
4/8/01 22:00	4.06
4/8/01 22:30	4.06
4/8/01 23:00	4.06
4/8/01 23:30	4.06
4/9/01 0:00	4.06
4/9/01 0:30	4.22
4/9/01 1:00	4.22
4/9/01 1:30	4.22
4/9/01 2:00	4.22
4/9/01 2:30	4.22
4/9/01 3:00	4.22
4/9/01 3:30	4.22
4/9/01 4:00	4.22
4/9/01 4:30	4.22
4/9/01 5:00	4.22
4/9/01 5:30	4.22
4/9/01 6:00	4.37
4/9/01 6:30	4.22
4/9/01 7:00	4.22
4/9/01 7:30	4.22
4/9/01 8:00	4.22
4/9/01 8:30	4.22
4/9/01 9:00	4.22
4/9/01 9:30	4.22
4/9/01 10:00	4.22
4/9/01 10:30	4.22
4/9/01 11:00	4.22
4/9/01 11:30	4.22
4/9/01 12:00	4.22
4/9/01 12:30	4.06
4/9/01 13:00	4.22
4/9/01 13:30	4.22
4/9/01 14:00	4.22
4/9/01 14:30	4.22
4/9/01 15:00	4.22
4/9/01 15:30	4.37
4/9/01 16:00	4.37
4/9/01 16:30	4.22
4/9/01 17:00	4.37
4/9/01 17:30	4.37
4/9/01 18:00	4.53
