Date,YY,MM,DD,HRI_Tidbit,pred_via_44029_20m,pred_via_DB,pred_via_HRO,pred_via_44098,pred_via_44013,pred_via_44005,pred_via_OISST,pred_via_SHI,pred_via_SHO,pred_via_44029_2m,final_value
1979-02-05,1979,2,5,NA,NA,NA,NA,NA,NA,4.395904727616764,NA,NA,NA,NA,4.395904727616764
1979-02-06,1979,2,6,NA,NA,NA,NA,NA,NA,4.442710503082758,NA,NA,NA,NA,4.442710503082758
1979-02-07,1979,2,7,NA,NA,NA,NA,NA,NA,4.349098728418951,NA,NA,NA,NA,4.349098728418951
1979-02-08,1979,2,8,NA,NA,NA,NA,NA,NA,4.232084066022146,NA,NA,NA,NA,4.232084066022146
1979-02-09,1979,2,9,NA,NA,NA,NA,NA,NA,4.161875401887041,NA,NA,NA,NA,4.161875401887041
1979-02-10,1979,2,10,NA,NA,NA,NA,NA,NA,4.115069626421048,NA,NA,NA,NA,4.115069626421048
1979-02-11,1979,2,11,NA,NA,NA,NA,NA,NA,3.9512492999561037,NA,NA,NA,NA,3.9512492999561037
1979-02-12,1979,2,12,NA,NA,NA,NA,NA,NA,3.6587128662917414,NA,NA,NA,NA,3.6587128662917414
1979-02-13,1979,2,13,NA,NA,NA,NA,NA,NA,3.529996982824145,NA,NA,NA,NA,3.529996982824145
1979-02-14,1979,2,14,NA,NA,NA,NA,NA,NA,3.5651013144236394,NA,NA,NA,NA,3.5651013144236394
1979-02-15,1979,2,15,NA,NA,NA,NA,NA,NA,3.4464150495516455,NA,NA,NA,NA,3.4464150495516455
1979-02-16,1979,2,16,NA,NA,NA,NA,NA,NA,2.6172833511676794,NA,NA,NA,NA,2.6172833511676794
1979-02-17,1979,2,17,NA,NA,NA,NA,NA,NA,2.242836810437829,NA,NA,NA,NA,2.242836810437829
1979-02-18,1979,2,18,NA,NA,NA,NA,NA,NA,2.0823597057733596,NA,NA,NA,NA,2.0823597057733596
1979-02-19,1979,2,19,NA,NA,NA,NA,NA,NA,1.8683902416244869,NA,NA,NA,NA,1.8683902416244869
1979-02-20,1979,2,20,NA,NA,NA,NA,NA,NA,1.7279728309760314,NA,NA,NA,NA,1.7279728309760314
1979-02-21,1979,2,21,NA,NA,NA,NA,NA,NA,1.7513757187090278,NA,NA,NA,NA,1.7513757187090278
1979-02-22,1979,2,22,NA,NA,NA,NA,NA,NA,1.84498735389149,NA,NA,NA,NA,1.84498735389149
1979-02-23,1979,2,23,NA,NA,NA,NA,NA,NA,1.6276745799472003,NA,NA,NA,NA,1.6276745799472003
1979-02-24,1979,2,24,NA,NA,NA,NA,NA,NA,1.4822421727776618,NA,NA,NA,NA,1.4822421727776618
1979-02-25,1979,2,25,NA,NA,NA,NA,NA,NA,1.5407495044441217,NA,NA,NA,NA,1.5407495044441217
1979-02-26,1979,2,26,NA,NA,NA,NA,NA,NA,1.4705407289111636,NA,NA,NA,NA,1.4705407289111636
1979-02-27,1979,2,27,NA,NA,NA,NA,NA,NA,1.622659667676594,NA,NA,NA,NA,1.622659667676594
1979-02-28,1979,2,28,NA,NA,NA,NA,NA,NA,1.5758538360436165,NA,NA,NA,NA,1.5758538360436165
1979-03-01,1979,3,1,NA,NA,NA,NA,NA,NA,2.307054139198562,NA,NA,NA,NA,2.307054139198562
1979-03-02,1979,3,2,NA,NA,NA,NA,NA,NA,2.2938800590320603,NA,NA,NA,NA,2.2938800590320603
1979-03-03,1979,3,3,NA,NA,NA,NA,NA,NA,2.2807059788655586,NA,NA,NA,NA,2.2807059788655586
1979-03-04,1979,3,4,NA,NA,NA,NA,NA,NA,2.425620923932722,NA,NA,NA,NA,2.425620923932722
1979-03-05,1979,3,5,NA,NA,NA,NA,NA,NA,2.5441878351381737,NA,NA,NA,NA,2.5441878351381737
1979-03-06,1979,3,6,NA,NA,NA,NA,NA,NA,2.6495804764701867,NA,NA,NA,NA,2.6495804764701867
1979-03-07,1979,3,7,NA,NA,NA,NA,NA,NA,2.7041588448737666,NA,NA,NA,NA,2.7041588448737666
1979-03-08,1979,3,8,NA,NA,NA,NA,NA,NA,2.87354012386112,NA,NA,NA,NA,2.87354012386112
1979-03-09,1979,3,9,NA,NA,NA,NA,NA,NA,2.8998883158119453,NA,NA,NA,NA,2.8998883158119453
1979-03-10,1979,3,10,NA,NA,NA,NA,NA,NA,2.9130624275962695,NA,NA,NA,NA,2.9130624275962695
1979-03-11,1979,3,11,NA,NA,NA,NA,NA,NA,2.9262364761449486,NA,NA,NA,NA,2.9262364761449486
1979-03-12,1979,3,12,NA,NA,NA,NA,NA,NA,3.2424146530835705,NA,NA,NA,NA,3.2424146530835705
1979-03-13,1979,3,13,NA,NA,NA,NA,NA,NA,3.2160664305688487,NA,NA,NA,NA,3.2160664305688487
1979-03-14,1979,3,14,NA,NA,NA,NA,NA,NA,3.387329724622025,NA,NA,NA,NA,3.387329724622025
1979-03-15,1979,3,15,NA,NA,NA,NA,NA,NA,3.5454189385086994,NA,NA,NA,NA,3.5454189385086994
1979-03-16,1979,3,16,NA,NA,NA,NA,NA,NA,3.229240636152714,NA,NA,NA,NA,3.229240636152714
1979-03-17,1979,3,17,NA,NA,NA,NA,NA,NA,2.7769300863567814,NA,NA,NA,NA,2.7769300863567814
1979-03-18,1979,3,18,NA,NA,NA,NA,NA,NA,2.8340178517437913,NA,NA,NA,NA,2.8340178517437913
1979-03-19,1979,3,19,NA,NA,NA,NA,NA,NA,3.020337130366913,NA,NA,NA,NA,3.020337130366913
1979-03-20,1979,3,20,NA,NA,NA,NA,NA,NA,3.0974997080164064,NA,NA,NA,NA,3.0974997080164064
1979-03-21,1979,3,21,NA,NA,NA,NA,NA,NA,3.2424145909018516,NA,NA,NA,NA,3.2424145909018516
1979-03-22,1979,3,22,NA,NA,NA,NA,NA,NA,3.268762876652219,NA,NA,NA,NA,3.268762876652219
1979-03-23,1979,3,23,NA,NA,NA,NA,NA,NA,3.374155581219878,NA,NA,NA,NA,3.374155581219878
1979-03-24,1979,3,24,NA,NA,NA,NA,NA,NA,3.4795483490231813,NA,NA,NA,NA,3.4795483490231813
1979-03-25,1979,3,25,NA,NA,NA,NA,NA,NA,3.3609815010533763,NA,NA,NA,NA,3.3609815010533763
1979-03-26,1979,3,26,NA,NA,NA,NA,NA,NA,3.505896698009194,NA,NA,NA,NA,3.505896698009194
1979-03-27,1979,3,27,NA,NA,NA,NA,NA,NA,3.453200188690178,NA,NA,NA,NA,3.453200188690178
1979-03-28,1979,3,28,NA,NA,NA,NA,NA,NA,3.400503742606808,NA,NA,NA,NA,3.400503742606808
1979-03-29,1979,3,29,NA,NA,NA,NA,NA,NA,3.4532003773431876,NA,NA,NA,NA,3.4532003773431876
1979-03-30,1979,3,30,NA,NA,NA,NA,NA,NA,3.5021326752550395,NA,NA,NA,NA,3.5021326752550395
1979-03-31,1979,3,31,NA,NA,NA,NA,NA,NA,3.558593019729127,NA,NA,NA,NA,3.558593019729127
1979-04-01,1979,4,1,NA,NA,NA,NA,NA,NA,4.047190422727298,NA,NA,NA,NA,4.047190422727298
1979-04-02,1979,4,2,NA,NA,NA,NA,NA,NA,3.988261336076854,NA,NA,NA,NA,3.988261336076854
1979-04-03,1979,4,3,NA,NA,NA,NA,NA,NA,4.161477020018062,NA,NA,NA,NA,4.161477020018062
1979-04-04,1979,4,4,NA,NA,NA,NA,NA,NA,4.363264413032483,NA,NA,NA,NA,4.363264413032483
1979-04-05,1979,4,5,NA,NA,NA,NA,NA,NA,4.400764703627897,NA,NA,NA,NA,4.400764703627897
1979-04-06,1979,4,6,NA,NA,NA,NA,NA,NA,4.388264607096095,NA,NA,NA,NA,4.388264607096095
1979-04-07,1979,4,7,NA,NA,NA,NA,NA,NA,4.318621092417874,NA,NA,NA,NA,4.318621092417874
1979-04-08,1979,4,8,NA,NA,NA,NA,NA,NA,4.350764257500169,NA,NA,NA,NA,4.350764257500169
1979-04-09,1979,4,9,NA,NA,NA,NA,NA,NA,4.313263907904242,NA,NA,NA,NA,4.313263907904242
1979-04-10,1979,4,10,NA,NA,NA,NA,NA,NA,4.425765015692534,NA,NA,NA,NA,4.425765015692534
1979-04-11,1979,4,11,NA,NA,NA,NA,NA,NA,4.475765481820436,NA,NA,NA,NA,4.475765481820436
1979-04-12,1979,4,12,NA,NA,NA,NA,NA,NA,4.550766220012628,NA,NA,NA,NA,4.550766220012628
1979-04-13,1979,4,13,NA,NA,NA,NA,NA,NA,4.447193854747939,NA,NA,NA,NA,4.447193854747939
1979-04-14,1979,4,14,NA,NA,NA,NA,NA,NA,4.247191968236138,NA,NA,NA,NA,4.247191968236138
1979-04-15,1979,4,15,NA,NA,NA,NA,NA,NA,4.238263327713422,NA,NA,NA,NA,4.238263327713422
1979-04-16,1979,4,16,NA,NA,NA,NA,NA,NA,4.232906144199798,NA,NA,NA,NA,4.232906144199798
1979-04-17,1979,4,17,NA,NA,NA,NA,NA,NA,4.450765268756658,NA,NA,NA,NA,4.450765268756658
1979-04-18,1979,4,18,NA,NA,NA,NA,NA,NA,4.547194628002361,NA,NA,NA,NA,4.547194628002361
1979-04-19,1979,4,19,NA,NA,NA,NA,NA,NA,4.725767632458385,NA,NA,NA,NA,4.725767632458385
1979-04-20,1979,4,20,NA,NA,NA,NA,NA,NA,4.547194696002952,NA,NA,NA,NA,4.547194696002952
1979-04-21,1979,4,21,NA,NA,NA,NA,NA,NA,4.861483111804926,NA,NA,NA,NA,4.861483111804926
1979-04-22,1979,4,22,NA,NA,NA,NA,NA,NA,5.013270092691912,NA,NA,NA,NA,5.013270092691912
1979-04-23,1979,4,23,NA,NA,NA,NA,NA,NA,5.588275073159489,NA,NA,NA,NA,5.588275073159489
1979-04-24,1979,4,24,NA,NA,NA,NA,NA,NA,5.938278196053588,NA,NA,NA,NA,5.938278196053588
1979-04-25,1979,4,25,NA,NA,NA,NA,NA,NA,6.275781062414498,NA,NA,NA,NA,6.275781062414498
1979-04-26,1979,4,26,NA,NA,NA,NA,NA,NA,6.138279920563981,NA,NA,NA,NA,6.138279920563981
1979-04-27,1979,4,27,NA,NA,NA,NA,NA,NA,5.763276604606278,NA,NA,NA,NA,5.763276604606278
1979-04-28,1979,4,28,NA,NA,NA,NA,NA,NA,5.788276857670403,NA,NA,NA,NA,5.788276857670403
1979-04-29,1979,4,29,NA,NA,NA,NA,NA,NA,6.400782127733385,NA,NA,NA,NA,6.400782127733385
1979-04-30,1979,4,30,NA,NA,NA,NA,NA,NA,6.3757819346697815,NA,NA,NA,NA,6.3757819346697815
1979-05-01,1979,5,1,NA,NA,NA,NA,NA,NA,6.381543781396407,NA,NA,NA,NA,6.381543781396407
1979-05-02,1979,5,2,NA,NA,NA,NA,NA,NA,6.3989038119714055,NA,NA,NA,NA,6.3989038119714055
1979-05-03,1979,5,3,NA,NA,NA,NA,NA,NA,6.416263847175745,NA,NA,NA,NA,6.416263847175745
1979-05-04,1979,5,4,NA,NA,NA,NA,NA,NA,6.39008601974365,NA,NA,NA,NA,6.39008601974365
1979-05-05,1979,5,5,NA,NA,NA,NA,NA,NA,6.394494923418787,NA,NA,NA,NA,6.394494923418787
1979-05-06,1979,5,6,NA,NA,NA,NA,NA,NA,6.393117139742413,NA,NA,NA,NA,6.393117139742413
1979-05-07,1979,5,7,NA,NA,NA,NA,NA,NA,6.3902238036279195,NA,NA,NA,NA,6.3902238036279195
1979-05-08,1979,5,8,NA,NA,NA,NA,NA,NA,6.461592821300249,NA,NA,NA,NA,6.461592821300249
1979-05-09,1979,5,9,NA,NA,NA,NA,NA,NA,6.44423279072525,NA,NA,NA,NA,6.44423279072525
1979-05-10,1979,5,10,NA,NA,NA,NA,NA,NA,6.48818397654404,NA,NA,NA,NA,6.48818397654404
1979-05-11,1979,5,11,NA,NA,NA,NA,NA,NA,6.544535206577269,NA,NA,NA,NA,6.544535206577269
1979-05-12,1979,5,12,NA,NA,NA,NA,NA,NA,6.515739600846134,NA,NA,NA,NA,6.515739600846134
1979-05-13,1979,5,13,NA,NA,NA,NA,NA,NA,6.479145752939543,NA,NA,NA,NA,6.479145752939543
1979-05-14,1979,5,14,NA,NA,NA,NA,NA,NA,6.488597342470657,NA,NA,NA,NA,6.488597342470657
1979-05-15,1979,5,15,NA,NA,NA,NA,NA,NA,6.495899560579534,NA,NA,NA,NA,6.495899560579534
1979-05-16,1979,5,16,NA,NA,NA,NA,NA,NA,6.519459612953128,NA,NA,NA,NA,6.519459612953128
1979-05-17,1979,5,17,NA,NA,NA,NA,NA,NA,6.544397427322341,NA,NA,NA,NA,6.544397427322341
1979-05-18,1979,5,18,NA,NA,NA,NA,NA,NA,6.532961857489946,NA,NA,NA,NA,6.532961857489946
1979-05-19,1979,5,19,NA,NA,NA,NA,NA,NA,6.539712979719779,NA,NA,NA,NA,6.539712979719779
1979-05-20,1979,5,20,NA,NA,NA,NA,NA,NA,6.569610809382937,NA,NA,NA,NA,6.569610809382937
1979-05-21,1979,5,21,NA,NA,NA,NA,NA,NA,6.6091531112784505,NA,NA,NA,NA,6.6091531112784505
1979-05-22,1979,5,22,NA,NA,NA,NA,NA,NA,6.637122050507241,NA,NA,NA,NA,6.637122050507241
1979-05-23,1979,5,23,NA,NA,NA,NA,NA,NA,6.699811069094769,NA,NA,NA,NA,6.699811069094769
1979-05-24,1979,5,24,NA,NA,NA,NA,NA,NA,6.664200746702285,NA,NA,NA,NA,6.664200746702285
1979-05-25,1979,5,25,NA,NA,NA,NA,NA,NA,6.675699905488138,NA,NA,NA,NA,6.675699905488138
1979-05-26,1979,5,26,NA,NA,NA,NA,NA,NA,6.6962747616322655,NA,NA,NA,NA,6.6962747616322655
1979-05-27,1979,5,27,NA,NA,NA,NA,NA,NA,6.7046333005816,NA,NA,NA,NA,6.7046333005816
1979-05-28,1979,5,28,NA,NA,NA,NA,NA,NA,6.688559185852428,NA,NA,NA,NA,6.688559185852428
1979-05-29,1979,5,29,NA,NA,NA,NA,NA,NA,6.737424470834286,NA,NA,NA,NA,6.737424470834286
1979-05-30,1979,5,30,NA,NA,NA,NA,NA,NA,6.780321363233048,NA,NA,NA,NA,6.780321363233048
1979-05-31,1979,5,31,NA,NA,NA,NA,NA,NA,6.785968265744268,NA,NA,NA,NA,6.785968265744268
1979-06-01,1979,6,1,NA,NA,NA,NA,NA,NA,8.281845490639082,NA,NA,NA,NA,8.281845490639082
1979-06-02,1979,6,2,NA,NA,NA,NA,NA,NA,8.281845488135426,NA,NA,NA,NA,8.281845488135426
1979-06-03,1979,6,3,NA,NA,NA,NA,NA,NA,8.295798166508568,NA,NA,NA,NA,8.295798166508568
1979-06-04,1979,6,4,NA,NA,NA,NA,NA,NA,8.308636528485087,NA,NA,NA,NA,8.308636528485087
1979-06-05,1979,6,5,NA,NA,NA,NA,NA,NA,8.280541499584315,NA,NA,NA,NA,8.280541499584315
1979-06-06,1979,6,6,NA,NA,NA,NA,NA,NA,8.276901672838296,NA,NA,NA,NA,8.276901672838296
1979-06-07,1979,6,7,NA,NA,NA,NA,NA,NA,8.309881245426787,NA,NA,NA,NA,8.309881245426787
1979-06-08,1979,6,8,NA,NA,NA,NA,NA,NA,8.314966802215718,NA,NA,NA,NA,8.314966802215718
1979-06-09,1979,6,9,NA,NA,NA,NA,NA,NA,8.316009995935813,NA,NA,NA,NA,8.316009995935813
1979-06-10,1979,6,10,NA,NA,NA,NA,NA,NA,8.322008342144265,NA,NA,NA,NA,8.322008342144265
1979-06-11,1979,6,11,NA,NA,NA,NA,NA,NA,8.345480139819706,NA,NA,NA,NA,8.345480139819706
1979-06-12,1979,6,12,NA,NA,NA,NA,NA,NA,8.365431166904964,NA,NA,NA,NA,8.365431166904964
1979-06-13,1979,6,13,NA,NA,NA,NA,NA,NA,8.312358824800544,NA,NA,NA,NA,8.312358824800544
1979-06-14,1979,6,14,NA,NA,NA,NA,NA,NA,8.315879595390731,NA,NA,NA,NA,8.315879595390731
1979-06-15,1979,6,15,NA,NA,NA,NA,NA,NA,8.320965150927828,NA,NA,NA,NA,8.320965150927828
1979-06-16,1979,6,16,NA,NA,NA,NA,NA,NA,8.333353043102234,NA,NA,NA,NA,8.333353043102234
1979-06-17,1979,6,17,NA,NA,NA,NA,NA,NA,8.329441075571163,NA,NA,NA,NA,8.329441075571163
1979-06-18,1979,6,18,NA,NA,NA,NA,NA,NA,8.33804740044662,NA,NA,NA,NA,8.33804740044662
1979-06-19,1979,6,19,NA,NA,NA,NA,NA,NA,8.330223469139968,NA,NA,NA,NA,8.330223469139968
1979-06-20,1979,6,20,NA,NA,NA,NA,NA,NA,8.344436947351443,NA,NA,NA,NA,8.344436947351443
1979-06-21,1979,6,21,NA,NA,NA,NA,NA,NA,8.34439158951074,NA,NA,NA,NA,8.34439158951074
1979-06-22,1979,6,22,NA,NA,NA,NA,NA,NA,8.337798458873433,NA,NA,NA,NA,8.337798458873433
1979-06-23,1979,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-06-24,1979,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-06-25,1979,6,25,NA,NA,NA,NA,NA,NA,8.338438599891159,NA,NA,NA,NA,8.338438599891159
1979-06-26,1979,6,26,NA,NA,NA,NA,NA,NA,8.349036467679714,NA,NA,NA,NA,8.349036467679714
1979-06-27,1979,6,27,NA,NA,NA,NA,NA,NA,8.349392107350777,NA,NA,NA,NA,8.349392107350777
1979-06-28,1979,6,28,NA,NA,NA,NA,NA,NA,8.368039145884923,NA,NA,NA,NA,8.368039145884923
1979-06-29,1979,6,29,NA,NA,NA,NA,NA,NA,8.396596501601124,NA,NA,NA,NA,8.396596501601124
1979-06-30,1979,6,30,NA,NA,NA,NA,NA,NA,8.400508467880364,NA,NA,NA,NA,8.400508467880364
1979-07-01,1979,7,1,NA,NA,NA,NA,NA,NA,8.263758699491515,NA,NA,NA,NA,8.263758699491515
1979-07-02,1979,7,2,NA,NA,NA,NA,NA,NA,8.269135536445912,NA,NA,NA,NA,8.269135536445912
1979-07-03,1979,7,3,NA,NA,NA,NA,NA,NA,8.308924471877887,NA,NA,NA,NA,8.308924471877887
1979-07-04,1979,7,4,NA,NA,NA,NA,NA,NA,8.336346519072734,NA,NA,NA,NA,8.336346519072734
1979-07-05,1979,7,5,NA,NA,NA,NA,NA,NA,8.291180778947629,NA,NA,NA,NA,8.291180778947629
1979-07-06,1979,7,6,NA,NA,NA,NA,NA,NA,8.200592060259568,NA,NA,NA,NA,8.200592060259568
1979-07-07,1979,7,7,NA,NA,NA,NA,NA,NA,8.264834069463296,NA,NA,NA,NA,8.264834069463296
1979-07-08,1979,7,8,NA,NA,NA,NA,NA,NA,8.3325827415925815,NA,NA,NA,NA,8.3325827415925815
1979-07-09,1979,7,9,NA,NA,NA,NA,NA,NA,8.35193947334988,NA,NA,NA,NA,8.35193947334988
1979-07-10,1979,7,10,NA,NA,NA,NA,NA,NA,8.352477142205139,NA,NA,NA,NA,8.352477142205139
1979-07-11,1979,7,11,NA,NA,NA,NA,NA,NA,8.378823882660289,NA,NA,NA,NA,8.378823882660289
1979-07-12,1979,7,12,NA,NA,NA,NA,NA,NA,8.413773568694726,NA,NA,NA,NA,8.413773568694726
1979-07-13,1979,7,13,NA,NA,NA,NA,NA,NA,8.4586821955557,NA,NA,NA,NA,8.4586821955557
1979-07-14,1979,7,14,NA,NA,NA,NA,NA,NA,8.579381411531845,NA,NA,NA,NA,8.579381411531845
1979-07-15,1979,7,15,NA,NA,NA,NA,NA,NA,8.590135177062642,NA,NA,NA,NA,8.590135177062642
1979-07-16,1979,7,16,NA,NA,NA,NA,NA,NA,8.561099998128302,NA,NA,NA,NA,8.561099998128302
1979-07-17,1979,7,17,NA,NA,NA,NA,NA,NA,8.595512034664253,NA,NA,NA,NA,8.595512034664253
1979-07-18,1979,7,18,NA,NA,NA,NA,NA,NA,8.568089974564895,NA,NA,NA,NA,8.568089974564895
1979-07-19,1979,7,19,NA,NA,NA,NA,NA,NA,8.589597477236563,NA,NA,NA,NA,8.589597477236563
1979-07-20,1979,7,20,NA,NA,NA,NA,NA,NA,8.620245664027127,NA,NA,NA,NA,8.620245664027127
1979-07-21,1979,7,21,NA,NA,NA,NA,NA,NA,8.70498996257222,NA,NA,NA,NA,8.70498996257222
1979-07-22,1979,7,22,NA,NA,NA,NA,NA,NA,8.7202556456533,NA,NA,NA,NA,8.7202556456533
1979-07-23,1979,7,23,NA,NA,NA,NA,NA,NA,8.751979190801585,NA,NA,NA,NA,8.751979190801585
1979-07-24,1979,7,24,NA,NA,NA,NA,NA,NA,8.766496795754154,NA,NA,NA,NA,8.766496795754154
1979-07-25,1979,7,25,NA,NA,NA,NA,NA,NA,8.740687756415532,NA,NA,NA,NA,8.740687756415532
1979-07-26,1979,7,26,NA,NA,NA,NA,NA,NA,8.776712842102114,NA,NA,NA,NA,8.776712842102114
1979-07-27,1979,7,27,NA,NA,NA,NA,NA,NA,8.760582248650078,NA,NA,NA,NA,8.760582248650078
1979-07-28,1979,7,28,NA,NA,NA,NA,NA,NA,8.799833370696323,NA,NA,NA,NA,8.799833370696323
1979-07-29,1979,7,29,NA,NA,NA,NA,NA,NA,8.859516727388055,NA,NA,NA,NA,8.859516727388055
1979-07-30,1979,7,30,NA,NA,NA,NA,NA,NA,8.912210167003934,NA,NA,NA,NA,8.912210167003934
1979-07-31,1979,7,31,NA,NA,NA,NA,NA,NA,8.968129663626684,NA,NA,NA,NA,8.968129663626684
1979-08-01,1979,8,1,NA,NA,NA,NA,NA,NA,9.356787889061287,NA,NA,NA,NA,9.356787889061287
1979-08-02,1979,8,2,NA,NA,NA,NA,NA,NA,9.323596087551156,NA,NA,NA,NA,9.323596087551156
1979-08-03,1979,8,3,NA,NA,NA,NA,NA,NA,9.305056543879122,NA,NA,NA,NA,9.305056543879122
1979-08-04,1979,8,4,NA,NA,NA,NA,NA,NA,9.320345828791499,NA,NA,NA,NA,9.320345828791499
1979-08-05,1979,8,5,NA,NA,NA,NA,NA,NA,9.296982843403004,NA,NA,NA,NA,9.296982843403004
1979-08-06,1979,8,6,NA,NA,NA,NA,NA,NA,9.300272104860145,NA,NA,NA,NA,9.300272104860145
1979-08-07,1979,8,7,NA,NA,NA,NA,NA,NA,9.384597221434355,NA,NA,NA,NA,9.384597221434355
1979-08-08,1979,8,8,NA,NA,NA,NA,NA,NA,9.430647099285448,NA,NA,NA,NA,9.430647099285448
1979-08-09,1979,8,9,NA,NA,NA,NA,NA,NA,9.434833490962482,NA,NA,NA,NA,9.434833490962482
1979-08-10,1979,8,10,NA,NA,NA,NA,NA,NA,9.487461920434264,NA,NA,NA,NA,9.487461920434264
1979-08-11,1979,8,11,NA,NA,NA,NA,NA,NA,9.556536743311007,NA,NA,NA,NA,9.556536743311007
1979-08-12,1979,8,12,NA,NA,NA,NA,NA,NA,9.593017822784468,NA,NA,NA,NA,9.593017822784468
1979-08-13,1979,8,13,NA,NA,NA,NA,NA,NA,9.626508650477373,NA,NA,NA,NA,9.626508650477373
1979-08-14,1979,8,14,NA,NA,NA,NA,NA,NA,9.65581312022329,NA,NA,NA,NA,9.65581312022329
1979-08-15,1979,8,15,NA,NA,NA,NA,NA,NA,9.660597508288365,NA,NA,NA,NA,9.660597508288365
1979-08-16,1979,8,16,NA,NA,NA,NA,NA,NA,9.670166317430901,NA,NA,NA,NA,9.670166317430901
