Date,YY,MM,DD,HRO_Tidbit,pred_via_DB,pred_via_44029_20m,pred_via_HRI,pred_via_44013,pred_via_44098,pred_via_44005,pred_via_OISST,pred_via_SHI,pred_via_SHO,pred_via_44029_2m,final_value
1979-01-15,1979,1,15,NA,NA,NA,NA,NA,NA,5.4490390630277705,NA,NA,NA,NA,5.4490390630277705
1979-01-16,1979,1,16,NA,NA,NA,NA,NA,NA,5.4193423035977455,NA,NA,NA,NA,5.4193423035977455
1979-01-17,1979,1,17,NA,NA,NA,NA,NA,NA,5.393887854687731,NA,NA,NA,NA,5.393887854687731
1979-01-18,1979,1,18,NA,NA,NA,NA,NA,NA,5.402372637278167,NA,NA,NA,NA,5.402372637278167
1979-01-19,1979,1,19,NA,NA,NA,NA,NA,NA,5.446210802277422,NA,NA,NA,NA,5.446210802277422
1979-01-20,1979,1,20,NA,NA,NA,NA,NA,NA,5.402372637278167,NA,NA,NA,NA,5.402372637278167
1979-01-21,1979,1,21,NA,NA,NA,NA,NA,NA,5.444796631344948,NA,NA,NA,NA,5.444796631344948
1979-01-22,1979,1,22,NA,NA,NA,NA,NA,NA,5.49994775890978,NA,NA,NA,NA,5.49994775890978
1979-01-23,1979,1,23,NA,NA,NA,NA,NA,NA,5.462372292958195,NA,NA,NA,NA,5.462372292958195
1979-01-24,1979,1,24,NA,NA,NA,NA,NA,NA,5.444796671732552,NA,NA,NA,NA,5.444796671732552
1979-01-25,1979,1,25,NA,NA,NA,NA,NA,NA,5.471099497898662,NA,NA,NA,NA,5.471099497898662
1979-01-26,1979,1,26,NA,NA,NA,NA,NA,NA,5.512674932795434,NA,NA,NA,NA,5.512674932795434
1979-01-27,1979,1,27,NA,NA,NA,NA,NA,NA,5.542371692564851,NA,NA,NA,NA,5.542371692564851
1979-01-28,1979,1,28,NA,NA,NA,NA,NA,NA,5.529644498315699,NA,NA,NA,NA,5.529644498315699
1979-01-29,1979,1,29,NA,NA,NA,NA,NA,NA,5.550856495179394,NA,NA,NA,NA,5.550856495179394
1979-01-30,1979,1,30,NA,NA,NA,NA,NA,NA,5.55085645479179,NA,NA,NA,NA,5.55085645479179
1979-01-31,1979,1,31,NA,NA,NA,NA,NA,NA,5.563583649040942,NA,NA,NA,NA,5.563583649040942
1979-02-01,1979,2,1,NA,NA,NA,NA,NA,NA,4.3019198648176165,NA,NA,NA,NA,4.3019198648176165
1979-02-02,1979,2,2,NA,NA,NA,NA,NA,NA,4.271934723051135,NA,NA,NA,NA,4.271934723051135
1979-02-03,1979,2,3,NA,NA,NA,NA,NA,NA,4.245947608481414,NA,NA,NA,NA,4.245947608481414
1979-02-04,1979,2,4,NA,NA,NA,NA,NA,NA,4.247946617282167,NA,NA,NA,NA,4.247946617282167
1979-02-05,1979,2,5,NA,NA,NA,NA,NA,NA,4.239950582079151,NA,NA,NA,NA,4.239950582079151
1979-02-06,1979,2,6,NA,NA,NA,NA,NA,NA,4.247946617282167,NA,NA,NA,NA,4.247946617282167
1979-02-07,1979,2,7,NA,NA,NA,NA,NA,NA,4.2319545086550505,NA,NA,NA,NA,4.2319545086550505
1979-02-08,1979,2,8,NA,NA,NA,NA,NA,NA,4.211964382426427,NA,NA,NA,NA,4.211964382426427
1979-02-09,1979,2,9,NA,NA,NA,NA,NA,NA,4.199970329461982,NA,NA,NA,NA,4.199970329461982
1979-02-10,1979,2,10,NA,NA,NA,NA,NA,NA,4.191974294258966,NA,NA,NA,NA,4.191974294258966
1979-02-11,1979,2,11,NA,NA,NA,NA,NA,NA,4.163988151857907,NA,NA,NA,NA,4.163988151857907
1979-02-12,1979,2,12,NA,NA,NA,NA,NA,NA,4.114012874267551,NA,NA,NA,NA,4.114012874267551
1979-02-13,1979,2,13,NA,NA,NA,NA,NA,NA,4.092023777299335,NA,NA,NA,NA,4.092023777299335
1979-02-14,1979,2,14,NA,NA,NA,NA,NA,NA,4.098020803701598,NA,NA,NA,NA,4.098020803701598
1979-02-15,1979,2,15,NA,NA,NA,NA,NA,NA,4.077745110315844,NA,NA,NA,NA,4.077745110315844
1979-02-16,1979,2,16,NA,NA,NA,NA,NA,NA,3.936100918285922,NA,NA,NA,NA,3.936100918285922
1979-02-17,1979,2,17,NA,NA,NA,NA,NA,NA,3.872132579090287,NA,NA,NA,NA,3.872132579090287
1979-02-18,1979,2,18,NA,NA,NA,NA,NA,NA,3.8447175738820634,NA,NA,NA,NA,3.8447175738820634
1979-02-19,1979,2,19,NA,NA,NA,NA,NA,NA,3.808164235097026,NA,NA,NA,NA,3.808164235097026
1979-02-20,1979,2,20,NA,NA,NA,NA,NA,NA,3.7841761150951023,NA,NA,NA,NA,3.7841761150951023
1979-02-21,1979,2,21,NA,NA,NA,NA,NA,NA,3.78817413269661,NA,NA,NA,NA,3.78817413269661
1979-02-22,1979,2,22,NA,NA,NA,NA,NA,NA,3.8041662174955184,NA,NA,NA,NA,3.8041662174955184
1979-02-23,1979,2,23,NA,NA,NA,NA,NA,NA,3.767041726485086,NA,NA,NA,NA,3.767041726485086
1979-02-24,1979,2,24,NA,NA,NA,NA,NA,NA,3.74219687270776,NA,NA,NA,NA,3.74219687270776
1979-02-25,1979,2,25,NA,NA,NA,NA,NA,NA,3.752191935902033,NA,NA,NA,NA,3.752191935902033
1979-02-26,1979,2,26,NA,NA,NA,NA,NA,NA,3.7401978639070066,NA,NA,NA,NA,3.7401978639070066
1979-02-27,1979,2,27,NA,NA,NA,NA,NA,NA,3.766185007102562,NA,NA,NA,NA,3.766185007102562
1979-02-28,1979,2,28,NA,NA,NA,NA,NA,NA,3.7581889623042946,NA,NA,NA,NA,3.7581889623042946
1979-03-01,1979,3,1,NA,NA,NA,NA,NA,NA,3.2110357385812485,NA,NA,NA,NA,3.2110357385812485
1979-03-02,1979,3,2,NA,NA,NA,NA,NA,NA,3.201774321704093,NA,NA,NA,NA,3.201774321704093
1979-03-03,1979,3,3,NA,NA,NA,NA,NA,NA,3.192512904826938,NA,NA,NA,NA,3.192512904826938
1979-03-04,1979,3,4,NA,NA,NA,NA,NA,NA,3.2943885349304893,NA,NA,NA,NA,3.2943885349304893
1979-03-05,1979,3,5,NA,NA,NA,NA,NA,NA,3.377741420189417,NA,NA,NA,NA,3.377741420189417
1979-03-06,1979,3,6,NA,NA,NA,NA,NA,NA,3.4518327552066577,NA,NA,NA,NA,3.4518327552066577
1979-03-07,1979,3,7,NA,NA,NA,NA,NA,NA,3.4902015077777713,NA,NA,NA,NA,3.4902015077777713
1979-03-08,1979,3,8,NA,NA,NA,NA,NA,NA,3.6092770421650933,NA,NA,NA,NA,3.6092770421650933
1979-03-09,1979,3,9,NA,NA,NA,NA,NA,NA,3.627799898146825,NA,NA,NA,NA,3.627799898146825
1979-03-10,1979,3,10,NA,NA,NA,NA,NA,NA,3.637061337251402,NA,NA,NA,NA,3.637061337251402
1979-03-11,1979,3,11,NA,NA,NA,NA,NA,NA,3.6463227319011353,NA,NA,NA,NA,3.6463227319011353
1979-03-12,1979,3,12,NA,NA,NA,NA,NA,NA,3.8685969147722346,NA,NA,NA,NA,3.8685969147722346
1979-03-13,1979,3,13,NA,NA,NA,NA,NA,NA,3.850074037303994,NA,NA,NA,NA,3.850074037303994
1979-03-14,1979,3,14,NA,NA,NA,NA,NA,NA,3.9704726337854725,NA,NA,NA,NA,3.9704726337854725
1979-03-15,1979,3,15,NA,NA,NA,NA,NA,NA,4.081609813389795,NA,NA,NA,NA,4.081609813389795
1979-03-16,1979,3,16,NA,NA,NA,NA,NA,NA,3.859335542349923,NA,NA,NA,NA,3.859335542349923
1979-03-17,1979,3,17,NA,NA,NA,NA,NA,NA,3.541359903318437,NA,NA,NA,NA,3.541359903318437
1979-03-18,1979,3,18,NA,NA,NA,NA,NA,NA,3.5814927693062053,NA,NA,NA,NA,3.5814927693062053
1979-03-19,1979,3,19,NA,NA,NA,NA,NA,NA,3.712475766963018,NA,NA,NA,NA,3.712475766963018
1979-03-20,1979,3,20,NA,NA,NA,NA,NA,NA,3.7667212846686833,NA,NA,NA,NA,3.7667212846686833
1979-03-21,1979,3,21,NA,NA,NA,NA,NA,NA,3.868596871058304,NA,NA,NA,NA,3.868596871058304
1979-03-22,1979,3,22,NA,NA,NA,NA,NA,NA,3.8871197929813883,NA,NA,NA,NA,3.8871197929813883
1979-03-23,1979,3,23,NA,NA,NA,NA,NA,NA,3.9612111724534733,NA,NA,NA,NA,3.9612111724534733
1979-03-24,1979,3,24,NA,NA,NA,NA,NA,NA,4.035302596380403,NA,NA,NA,NA,4.035302596380403
1979-03-25,1979,3,25,NA,NA,NA,NA,NA,NA,3.951949755576318,NA,NA,NA,NA,3.951949755576318
1979-03-26,1979,3,26,NA,NA,NA,NA,NA,NA,4.053825562758329,NA,NA,NA,NA,4.053825562758329
1979-03-27,1979,3,27,NA,NA,NA,NA,NA,NA,4.016779762626092,NA,NA,NA,NA,4.016779762626092
1979-03-28,1979,3,28,NA,NA,NA,NA,NA,NA,3.9797340069486973,NA,NA,NA,NA,3.9797340069486973
1979-03-29,1979,3,29,NA,NA,NA,NA,NA,NA,4.016779895249709,NA,NA,NA,NA,4.016779895249709
1979-03-30,1979,3,30,NA,NA,NA,NA,NA,NA,4.051179443756415,NA,NA,NA,NA,4.051179443756415
1979-03-31,1979,3,31,NA,NA,NA,NA,NA,NA,4.090871231007864,NA,NA,NA,NA,4.090871231007864
1979-04-01,1979,4,1,NA,NA,NA,NA,NA,NA,4.792239094021179,NA,NA,NA,NA,4.792239094021179
1979-04-02,1979,4,2,NA,NA,NA,NA,NA,NA,4.734524611412591,NA,NA,NA,NA,4.734524611412591
1979-04-03,1979,4,3,NA,NA,NA,NA,NA,NA,4.904170097989706,NA,NA,NA,NA,4.904170097989706
1979-04-04,1979,4,4,NA,NA,NA,NA,NA,NA,5.101798394077938,NA,NA,NA,NA,5.101798394077938
1979-04-05,1979,4,5,NA,NA,NA,NA,NA,NA,5.138525755596779,NA,NA,NA,NA,5.138525755596779
1979-04-06,1979,4,6,NA,NA,NA,NA,NA,NA,5.126283302083631,NA,NA,NA,NA,5.126283302083631
1979-04-07,1979,4,7,NA,NA,NA,NA,NA,NA,5.058075229548251,NA,NA,NA,NA,5.058075229548251
1979-04-08,1979,4,8,NA,NA,NA,NA,NA,NA,5.089555882780353,NA,NA,NA,NA,5.089555882780353
1979-04-09,1979,4,9,NA,NA,NA,NA,NA,NA,5.052828463477075,NA,NA,NA,NA,5.052828463477075
1979-04-10,1979,4,10,NA,NA,NA,NA,NA,NA,5.163010779171346,NA,NA,NA,NA,5.163010779171346
1979-04-11,1979,4,11,NA,NA,NA,NA,NA,NA,5.2119806715757155,NA,NA,NA,NA,5.2119806715757155
1979-04-12,1979,4,12,NA,NA,NA,NA,NA,NA,5.285435548378764,NA,NA,NA,NA,5.285435548378764
1979-04-13,1979,4,13,NA,NA,NA,NA,NA,NA,5.183997942375173,NA,NA,NA,NA,5.183997942375173
1979-04-14,1979,4,14,NA,NA,NA,NA,NA,NA,4.98811835121095,NA,NA,NA,NA,4.98811835121095
1979-04-15,1979,4,15,NA,NA,NA,NA,NA,NA,4.9793737414187875,NA,NA,NA,NA,4.9793737414187875
1979-04-16,1979,4,16,NA,NA,NA,NA,NA,NA,4.974126976327008,NA,NA,NA,NA,4.974126976327008
1979-04-17,1979,4,17,NA,NA,NA,NA,NA,NA,5.187495744961475,NA,NA,NA,NA,5.187495744961475
1979-04-18,1979,4,18,NA,NA,NA,NA,NA,NA,5.281937571459756,NA,NA,NA,NA,5.281937571459756
1979-04-19,1979,4,19,NA,NA,NA,NA,NA,NA,5.456829957306072,NA,NA,NA,NA,5.456829957306072
1979-04-20,1979,4,20,NA,NA,NA,NA,NA,NA,5.281937638058768,NA,NA,NA,NA,5.281937638058768
1979-04-21,1979,4,21,NA,NA,NA,NA,NA,NA,5.589748166592505,NA,NA,NA,NA,5.589748166592505
1979-04-22,1979,4,22,NA,NA,NA,NA,NA,NA,5.738406623163815,NA,NA,NA,NA,5.738406623163815
1979-04-23,1979,4,23,NA,NA,NA,NA,NA,NA,6.301560013643138,NA,NA,NA,NA,6.301560013643138
1979-04-24,1979,4,24,NA,NA,NA,NA,NA,NA,6.644349123358123,NA,NA,NA,NA,6.644349123358123
1979-04-25,1979,4,25,NA,NA,NA,NA,NA,NA,6.974895622856406,NA,NA,NA,NA,6.974895622856406
1979-04-26,1979,4,26,NA,NA,NA,NA,NA,NA,6.840228555859997,NA,NA,NA,NA,6.840228555859997
1979-04-27,1979,4,27,NA,NA,NA,NA,NA,NA,6.472954539118714,NA,NA,NA,NA,6.472954539118714
1979-04-28,1979,4,28,NA,NA,NA,NA,NA,NA,6.497439504908844,NA,NA,NA,NA,6.497439504908844
1979-04-29,1979,4,29,NA,NA,NA,NA,NA,NA,7.097320255927611,NA,NA,NA,NA,7.097320255927611
1979-04-30,1979,4,30,NA,NA,NA,NA,NA,NA,7.072835348901314,NA,NA,NA,NA,7.072835348901314
1979-05-01,1979,5,1,NA,NA,NA,NA,NA,NA,7.621283219071139,NA,NA,NA,NA,7.621283219071139
1979-05-02,1979,5,2,NA,NA,NA,NA,NA,NA,7.7039210777022165,NA,NA,NA,NA,7.7039210777022165
1979-05-03,1979,5,3,NA,NA,NA,NA,NA,NA,7.786558958370061,NA,NA,NA,NA,7.786558958370061
1979-05-04,1979,5,4,NA,NA,NA,NA,NA,NA,7.661946297507709,NA,NA,NA,NA,7.661946297507709
1979-05-05,1979,5,5,NA,NA,NA,NA,NA,NA,7.682933723598347,NA,NA,NA,NA,7.682933723598347
1979-05-06,1979,5,6,NA,NA,NA,NA,NA,NA,7.6763751468619565,NA,NA,NA,NA,7.6763751468619565
1979-05-07,1979,5,7,NA,NA,NA,NA,NA,NA,7.662602181441827,NA,NA,NA,NA,7.662602181441827
1979-05-08,1979,5,8,NA,NA,NA,NA,NA,NA,8.00233561494966,NA,NA,NA,NA,8.00233561494966
1979-05-09,1979,5,9,NA,NA,NA,NA,NA,NA,7.919697756318581,NA,NA,NA,NA,7.919697756318581
1979-05-10,1979,5,10,NA,NA,NA,NA,NA,NA,8.128915814125023,NA,NA,NA,NA,8.128915814125023
1979-05-11,1979,5,11,NA,NA,NA,NA,NA,NA,8.39716102032184,NA,NA,NA,NA,8.39716102032184
1979-05-12,1979,5,12,NA,NA,NA,NA,NA,NA,8.260087114528549,NA,NA,NA,NA,8.260087114528549
1979-05-13,1979,5,13,NA,NA,NA,NA,NA,NA,8.085891728350637,NA,NA,NA,NA,8.085891728350637
1979-05-14,1979,5,14,NA,NA,NA,NA,NA,NA,8.130883533874073,NA,NA,NA,NA,8.130883533874073
1979-05-15,1979,5,15,NA,NA,NA,NA,NA,NA,8.165643822179321,NA,NA,NA,NA,8.165643822179321
1979-05-16,1979,5,16,NA,NA,NA,NA,NA,NA,8.277795253536471,NA,NA,NA,NA,8.277795253536471
1979-05-17,1979,5,17,NA,NA,NA,NA,NA,NA,8.396505158424489,NA,NA,NA,NA,8.396505158424489
1979-05-18,1979,5,18,NA,NA,NA,NA,NA,NA,8.342069136604554,NA,NA,NA,NA,8.342069136604554
1979-05-19,1979,5,19,NA,NA,NA,NA,NA,NA,8.374206077954959,NA,NA,NA,NA,8.374206077954959
1979-05-20,1979,5,20,NA,NA,NA,NA,NA,NA,8.516526830813465,NA,NA,NA,NA,8.516526830813465
1979-05-21,1979,5,21,NA,NA,NA,NA,NA,NA,8.704757556552803,NA,NA,NA,NA,8.704757556552803
1979-05-22,1979,5,22,NA,NA,NA,NA,NA,NA,8.837896333933676,NA,NA,NA,NA,8.837896333933676
1979-05-23,1979,5,23,NA,NA,NA,NA,NA,NA,9.136310915254649,NA,NA,NA,NA,9.136310915254649
1979-05-24,1979,5,24,NA,NA,NA,NA,NA,NA,8.966797343549588,NA,NA,NA,NA,8.966797343549588
1979-05-25,1979,5,25,NA,NA,NA,NA,NA,NA,9.021536063854048,NA,NA,NA,NA,9.021536063854048
1979-05-26,1979,5,26,NA,NA,NA,NA,NA,NA,9.119477253879472,NA,NA,NA,NA,9.119477253879472
1979-05-27,1979,5,27,NA,NA,NA,NA,NA,NA,9.159265879658298,NA,NA,NA,NA,9.159265879658298
1979-05-28,1979,5,28,NA,NA,NA,NA,NA,NA,9.082749285124072,NA,NA,NA,NA,9.082749285124072
1979-05-29,1979,5,29,NA,NA,NA,NA,NA,NA,9.315359619239143,NA,NA,NA,NA,9.315359619239143
1979-05-30,1979,5,30,NA,NA,NA,NA,NA,NA,9.519558990573602,NA,NA,NA,NA,9.519558990573602
1979-05-31,1979,5,31,NA,NA,NA,NA,NA,NA,9.546439584441764,NA,NA,NA,NA,9.546439584441764
1979-06-01,1979,6,1,NA,NA,NA,NA,NA,NA,10.421084311168089,NA,NA,NA,NA,10.421084311168089
1979-06-02,1979,6,2,NA,NA,NA,NA,NA,NA,10.421084300689012,NA,NA,NA,NA,10.421084300689012
1979-06-03,1979,6,3,NA,NA,NA,NA,NA,NA,10.479483320734115,NA,NA,NA,NA,10.479483320734115
1979-06-04,1979,6,4,NA,NA,NA,NA,NA,NA,10.533218362735532,NA,NA,NA,NA,10.533218362735532
1979-06-05,1979,6,5,NA,NA,NA,NA,NA,NA,10.41562644869112,NA,NA,NA,NA,10.41562644869112
1979-06-06,1979,6,6,NA,NA,NA,NA,NA,NA,10.400391931746299,NA,NA,NA,NA,10.400391931746299
1979-06-07,1979,6,7,NA,NA,NA,NA,NA,NA,10.538428133052388,NA,NA,NA,NA,10.538428133052388
1979-06-08,1979,6,8,NA,NA,NA,NA,NA,NA,10.559713761869633,NA,NA,NA,NA,10.559713761869633
1979-06-09,1979,6,9,NA,NA,NA,NA,NA,NA,10.564080055518884,NA,NA,NA,NA,10.564080055518884
1979-06-10,1979,6,10,NA,NA,NA,NA,NA,NA,10.589186169993592,NA,NA,NA,NA,10.589186169993592
1979-06-11,1979,6,11,NA,NA,NA,NA,NA,NA,10.687427521674241,NA,NA,NA,NA,10.687427521674241
1979-06-12,1979,6,12,NA,NA,NA,NA,NA,NA,10.770932666673133,NA,NA,NA,NA,10.770932666673133
1979-06-13,1979,6,13,NA,NA,NA,NA,NA,NA,10.548798056563964,NA,NA,NA,NA,10.548798056563964
1979-06-14,1979,6,14,NA,NA,NA,NA,NA,NA,10.563534263245716,NA,NA,NA,NA,10.563534263245716
1979-06-15,1979,6,15,NA,NA,NA,NA,NA,NA,10.584819886823421,NA,NA,NA,NA,10.584819886823421
1979-06-16,1979,6,16,NA,NA,NA,NA,NA,NA,10.636669484733035,NA,NA,NA,NA,10.636669484733035
1979-06-17,1979,6,17,NA,NA,NA,NA,NA,NA,10.620295920880054,NA,NA,NA,NA,10.620295920880054
1979-06-18,1979,6,18,NA,NA,NA,NA,NA,NA,10.656317745899972,NA,NA,NA,NA,10.656317745899972
1979-06-19,1979,6,19,NA,NA,NA,NA,NA,NA,10.623570633912628,NA,NA,NA,NA,10.623570633912628
1979-06-20,1979,6,20,NA,NA,NA,NA,NA,NA,10.683061233264528,NA,NA,NA,NA,10.683061233264528
1979-06-21,1979,6,21,NA,NA,NA,NA,NA,NA,10.682871387746886,NA,NA,NA,NA,10.682871387746886
1979-06-22,1979,6,22,NA,NA,NA,NA,NA,NA,10.655275799433928,NA,NA,NA,NA,10.655275799433928
1979-06-23,1979,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-06-24,1979,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-06-25,1979,6,25,NA,NA,NA,NA,NA,NA,10.657955113550276,NA,NA,NA,NA,10.657955113550276
1979-06-26,1979,6,26,NA,NA,NA,NA,NA,NA,10.702312553524711,NA,NA,NA,NA,10.702312553524711
1979-06-27,1979,6,27,NA,NA,NA,NA,NA,NA,10.70380108552722,NA,NA,NA,NA,10.70380108552722
1979-06-28,1979,6,28,NA,NA,NA,NA,NA,NA,10.781848378528224,NA,NA,NA,NA,10.781848378528224
1979-06-29,1979,6,29,NA,NA,NA,NA,NA,NA,10.90137536426565,NA,NA,NA,NA,10.90137536426565
1979-06-30,1979,6,30,NA,NA,NA,NA,NA,NA,10.917748922879094,NA,NA,NA,NA,10.917748922879094
1979-07-01,1979,7,1,NA,NA,NA,NA,NA,NA,10.904855910897224,NA,NA,NA,NA,10.904855910897224
1979-07-02,1979,7,2,NA,NA,NA,NA,NA,NA,10.89723951808207,NA,NA,NA,NA,10.89723951808207
1979-07-03,1979,7,3,NA,NA,NA,NA,NA,NA,10.840877726843672,NA,NA,NA,NA,10.840877726843672
1979-07-04,1979,7,4,NA,NA,NA,NA,NA,NA,10.802033870315569,NA,NA,NA,NA,10.802033870315569
1979-07-05,1979,7,5,NA,NA,NA,NA,NA,NA,10.866012008670413,NA,NA,NA,NA,10.866012008670413
1979-07-06,1979,7,6,NA,NA,NA,NA,NA,NA,10.994332668567926,NA,NA,NA,NA,10.994332668567926
1979-07-07,1979,7,7,NA,NA,NA,NA,NA,NA,10.903332628678296,NA,NA,NA,NA,10.903332628678296
1979-07-08,1979,7,8,NA,NA,NA,NA,NA,NA,10.807365333404514,NA,NA,NA,NA,10.807365333404514
1979-07-09,1979,7,9,NA,NA,NA,NA,NA,NA,10.779946151098732,NA,NA,NA,NA,10.779946151098732
1979-07-10,1979,7,10,NA,NA,NA,NA,NA,NA,10.779184532838617,NA,NA,NA,NA,10.779184532838617
1979-07-11,1979,7,11,NA,NA,NA,NA,NA,NA,10.741863868959983,NA,NA,NA,NA,10.741863868959983
1979-07-12,1979,7,12,NA,NA,NA,NA,NA,NA,10.692356967437362,NA,NA,NA,NA,10.692356967437362
1979-07-13,1979,7,13,NA,NA,NA,NA,NA,NA,10.628743034959358,NA,NA,NA,NA,10.628743034959358
1979-07-14,1979,7,14,NA,NA,NA,NA,NA,NA,10.45777027734144,NA,NA,NA,NA,10.45777027734144
1979-07-15,1979,7,15,NA,NA,NA,NA,NA,NA,10.442537361926812,NA,NA,NA,NA,10.442537361926812
1979-07-16,1979,7,16,NA,NA,NA,NA,NA,NA,10.48366625054622,NA,NA,NA,NA,10.48366625054622
1979-07-17,1979,7,17,NA,NA,NA,NA,NA,NA,10.434920939864488,NA,NA,NA,NA,10.434920939864488
1979-07-18,1979,7,18,NA,NA,NA,NA,NA,NA,10.473764814672073,NA,NA,NA,NA,10.473764814672073
1979-07-19,1979,7,19,NA,NA,NA,NA,NA,NA,10.44329902405768,NA,NA,NA,NA,10.44329902405768
1979-07-20,1979,7,20,NA,NA,NA,NA,NA,NA,10.39988527882999,NA,NA,NA,NA,10.39988527882999
1979-07-21,1979,7,21,NA,NA,NA,NA,NA,NA,10.279843352314787,NA,NA,NA,NA,10.279843352314787
1979-07-22,1979,7,22,NA,NA,NA,NA,NA,NA,10.258219219032846,NA,NA,NA,NA,10.258219219032846
1979-07-23,1979,7,23,NA,NA,NA,NA,NA,NA,10.213282208037759,NA,NA,NA,NA,10.213282208037759
1979-07-24,1979,7,24,NA,NA,NA,NA,NA,NA,10.192717741792675,NA,NA,NA,NA,10.192717741792675
1979-07-25,1979,7,25,NA,NA,NA,NA,NA,NA,10.2292767417125,NA,NA,NA,NA,10.2292767417125
1979-07-26,1979,7,26,NA,NA,NA,NA,NA,NA,10.17824651592814,NA,NA,NA,NA,10.17824651592814
1979-07-27,1979,7,27,NA,NA,NA,NA,NA,NA,10.201095811362281,NA,NA,NA,NA,10.201095811362281
1979-07-28,1979,7,28,NA,NA,NA,NA,NA,NA,10.145495843114192,NA,NA,NA,NA,10.145495843114192
1979-07-29,1979,7,29,NA,NA,NA,NA,NA,NA,10.060953222062727,NA,NA,NA,NA,10.060953222062727
1979-07-30,1979,7,30,NA,NA,NA,NA,NA,NA,9.986311952799799,NA,NA,NA,NA,9.986311952799799
1979-07-31,1979,7,31,NA,NA,NA,NA,NA,NA,9.907100911825964,NA,NA,NA,NA,9.907100911825964
1979-08-01,1979,8,1,NA,NA,NA,NA,NA,NA,11.167607650555924,NA,NA,NA,NA,11.167607650555924
1979-08-02,1979,8,2,NA,NA,NA,NA,NA,NA,11.015923158018042,NA,NA,NA,NA,11.015923158018042
1979-08-03,1979,8,3,NA,NA,NA,NA,NA,NA,10.931198583097991,NA,NA,NA,NA,10.931198583097991
1979-08-04,1979,8,4,NA,NA,NA,NA,NA,NA,11.001069675286036,NA,NA,NA,NA,11.001069675286036
1979-08-05,1979,8,5,NA,NA,NA,NA,NA,NA,10.894302268227943,NA,NA,NA,NA,10.894302268227943
1979-08-06,1979,8,6,NA,NA,NA,NA,NA,NA,10.909333990889882,NA,NA,NA,NA,10.909333990889882
1979-08-07,1979,8,7,NA,NA,NA,NA,NA,NA,11.294694590008117,NA,NA,NA,NA,11.294694590008117
1979-08-08,1979,8,8,NA,NA,NA,NA,NA,NA,11.50513970101368,NA,NA,NA,NA,11.50513970101368
1979-08-09,1979,8,9,NA,NA,NA,NA,NA,NA,11.524271253632252,NA,NA,NA,NA,11.524271253632252
1979-08-10,1979,8,10,NA,NA,NA,NA,NA,NA,11.764779941148285,NA,NA,NA,NA,11.764779941148285
1979-08-11,1979,8,11,NA,NA,NA,NA,NA,NA,12.080447635533778,NA,NA,NA,NA,12.080447635533778
1979-08-12,1979,8,12,NA,NA,NA,NA,NA,NA,12.247163926165891,NA,NA,NA,NA,12.247163926165891
1979-08-13,1979,8,13,NA,NA,NA,NA,NA,NA,12.40021494997737,NA,NA,NA,NA,12.40021494997737
1979-08-14,1979,8,14,NA,NA,NA,NA,NA,NA,12.534134575314509,NA,NA,NA,NA,12.534134575314509
1979-08-15,1979,8,15,NA,NA,NA,NA,NA,NA,12.555998934666434,NA,NA,NA,NA,12.555998934666434
1979-08-16,1979,8,16,NA,NA,NA,NA,NA,NA,12.599727804234853,NA,NA,NA,NA,12.599727804234853
