Date,YY,MM,DD,SHO_Tidbit,pred_via_HRI,pred_via_HRO,pred_via_DB,pred_via_44029_20m,pred_via_44013,pred_via_44098,pred_via_44005,pred_via_OISST,pred_via_SHI,pred_via_44029_2m,final_value
1979-01-31,1979,1,31,NA,NA,NA,NA,NA,NA,NA,4.230395153849653,NA,NA,NA,4.230395153849653
1979-02-01,1979,2,1,NA,NA,NA,NA,NA,NA,NA,4.19888154018691,NA,NA,NA,4.19888154018691
1979-02-02,1979,2,2,NA,NA,NA,NA,NA,NA,NA,4.035226250995827,NA,NA,NA,4.035226250995827
1979-02-03,1979,2,3,NA,NA,NA,NA,NA,NA,NA,3.89339171230094,NA,NA,NA,3.89339171230094
1979-02-04,1979,2,4,NA,NA,NA,NA,NA,NA,NA,3.9043020613641755,NA,NA,NA,3.9043020613641755
1979-02-05,1979,2,5,NA,NA,NA,NA,NA,NA,NA,3.860660665111234,NA,NA,NA,3.860660665111234
1979-02-06,1979,2,6,NA,NA,NA,NA,NA,NA,NA,3.9043020613641755,NA,NA,NA,3.9043020613641755
1979-02-07,1979,2,7,NA,NA,NA,NA,NA,NA,NA,3.8170190602522185,NA,NA,NA,3.8170190602522185
1979-02-08,1979,2,8,NA,NA,NA,NA,NA,NA,NA,3.7079153610137925,NA,NA,NA,3.7079153610137925
1979-02-09,1979,2,9,NA,NA,NA,NA,NA,NA,NA,3.642453265761553,NA,NA,NA,3.642453265761553
1979-02-10,1979,2,10,NA,NA,NA,NA,NA,NA,NA,3.5988118695086113,NA,NA,NA,3.5988118695086113
1979-02-11,1979,2,11,NA,NA,NA,NA,NA,NA,NA,3.4460668778838652,NA,NA,NA,3.4460668778838652
1979-02-12,1979,2,12,NA,NA,NA,NA,NA,NA,NA,3.1733078370846304,NA,NA,NA,3.1733078370846304
1979-02-13,1979,2,13,NA,NA,NA,NA,NA,NA,NA,3.053293996516214,NA,NA,NA,3.053293996516214
1979-02-14,1979,2,14,NA,NA,NA,NA,NA,NA,NA,3.08602504370592,NA,NA,NA,3.08602504370592
1979-02-15,1979,2,15,NA,NA,NA,NA,NA,NA,NA,2.9753627533476825,NA,NA,NA,2.9753627533476825
1979-02-16,1979,2,16,NA,NA,NA,NA,NA,NA,NA,2.2022858278016297,NA,NA,NA,2.2022858278016297
1979-02-17,1979,2,17,NA,NA,NA,NA,NA,NA,NA,1.8531543435597475,NA,NA,NA,1.8531543435597475
1979-02-18,1979,2,18,NA,NA,NA,NA,NA,NA,NA,1.7035265498855419,NA,NA,NA,1.7035265498855419
1979-02-19,1979,2,19,NA,NA,NA,NA,NA,NA,NA,1.5040228331330021,NA,NA,NA,1.5040228331330021
1979-02-20,1979,2,20,NA,NA,NA,NA,NA,NA,NA,1.3730985658195907,NA,NA,NA,1.3730985658195907
1979-02-21,1979,2,21,NA,NA,NA,NA,NA,NA,NA,1.3949192639460606,NA,NA,NA,1.3949192639460606
1979-02-22,1979,2,22,NA,NA,NA,NA,NA,NA,NA,1.4822021350065313,NA,NA,NA,1.4822021350065313
1979-02-23,1979,2,23,NA,NA,NA,NA,NA,NA,NA,1.2795811382575495,NA,NA,NA,1.2795811382575495
1979-02-24,1979,2,24,NA,NA,NA,NA,NA,NA,NA,1.1439809212732956,NA,NA,NA,1.1439809212732956
1979-02-25,1979,2,25,NA,NA,NA,NA,NA,NA,NA,1.1985327713289236,NA,NA,NA,1.1985327713289236
1979-02-26,1979,2,26,NA,NA,NA,NA,NA,NA,NA,1.1330705722100602,NA,NA,NA,1.1330705722100602
1979-02-27,1979,2,27,NA,NA,NA,NA,NA,NA,NA,1.274905267141296,NA,NA,NA,1.274905267141296
1979-02-28,1979,2,28,NA,NA,NA,NA,NA,NA,NA,1.2312638185186295,NA,NA,NA,1.2312638185186295
1979-03-01,1979,3,1,NA,NA,NA,NA,NA,NA,NA,2.20198605435327,NA,NA,NA,2.20198605435327
1979-03-02,1979,3,2,NA,NA,NA,NA,NA,NA,NA,2.1886791952998412,NA,NA,NA,2.1886791952998412
1979-03-03,1979,3,3,NA,NA,NA,NA,NA,NA,NA,2.175372336246412,NA,NA,NA,2.175372336246412
1979-03-04,1979,3,4,NA,NA,NA,NA,NA,NA,NA,2.3217478497071165,NA,NA,NA,2.3217478497071165
1979-03-05,1979,3,5,NA,NA,NA,NA,NA,NA,NA,2.441509772806931,NA,NA,NA,2.441509772806931
1979-03-06,1979,3,6,NA,NA,NA,NA,NA,NA,NA,2.5479646452343636,NA,NA,NA,2.5479646452343636
1979-03-07,1979,3,7,NA,NA,NA,NA,NA,NA,NA,2.6030930979637827,NA,NA,NA,2.6030930979637827
1979-03-08,1979,3,8,NA,NA,NA,NA,NA,NA,NA,2.774181536571088,NA,NA,NA,2.774181536571088
1979-03-09,1979,3,9,NA,NA,NA,NA,NA,NA,NA,2.8007952866144388,NA,NA,NA,2.8007952866144388
1979-03-10,1979,3,10,NA,NA,NA,NA,NA,NA,NA,2.8141021776043598,NA,NA,NA,2.8141021776043598
1979-03-11,1979,3,11,NA,NA,NA,NA,NA,NA,NA,2.8274090047212974,NA,NA,NA,2.8274090047212974
1979-03-12,1979,3,12,NA,NA,NA,NA,NA,NA,NA,3.1467738774955327,NA,NA,NA,3.1467738774955327
1979-03-13,1979,3,13,NA,NA,NA,NA,NA,NA,NA,3.120160096580239,NA,NA,NA,3.120160096580239
1979-03-14,1979,3,14,NA,NA,NA,NA,NA,NA,NA,3.293149518702206,NA,NA,NA,3.293149518702206
1979-03-15,1979,3,15,NA,NA,NA,NA,NA,NA,NA,3.4528320817707443,NA,NA,NA,3.4528320817707443
1979-03-16,1979,3,16,NA,NA,NA,NA,NA,NA,NA,3.1334670823150885,NA,NA,NA,3.1334670823150885
1979-03-17,1979,3,17,NA,NA,NA,NA,NA,NA,NA,2.6765977860572874,NA,NA,NA,2.6765977860572874
1979-03-18,1979,3,18,NA,NA,NA,NA,NA,NA,NA,2.734260927474309,NA,NA,NA,2.734260927474309
1979-03-19,1979,3,19,NA,NA,NA,NA,NA,NA,NA,2.9224580803866425,NA,NA,NA,2.9224580803866425
1979-03-20,1979,3,20,NA,NA,NA,NA,NA,NA,NA,3.000398364034828,NA,NA,NA,3.000398364034828
1979-03-21,1979,3,21,NA,NA,NA,NA,NA,NA,NA,3.1467738146870974,NA,NA,NA,3.1467738146870974
1979-03-22,1979,3,22,NA,NA,NA,NA,NA,NA,NA,3.173387659475375,NA,NA,NA,3.173387659475375
1979-03-23,1979,3,23,NA,NA,NA,NA,NA,NA,NA,3.2798425957757926,NA,NA,NA,3.2798425957757926
1979-03-24,1979,3,24,NA,NA,NA,NA,NA,NA,NA,3.386297595949194,NA,NA,NA,3.386297595949194
1979-03-25,1979,3,25,NA,NA,NA,NA,NA,NA,NA,3.2665357367223637,NA,NA,NA,3.2665357367223637
1979-03-26,1979,3,26,NA,NA,NA,NA,NA,NA,NA,3.412911504610457,NA,NA,NA,3.412911504610457
1979-03-27,1979,3,27,NA,NA,NA,NA,NA,NA,NA,3.359683877842336,NA,NA,NA,3.359683877842336
1979-03-28,1979,3,28,NA,NA,NA,NA,NA,NA,NA,3.3064563149471993,NA,NA,NA,3.3064563149471993
1979-03-29,1979,3,29,NA,NA,NA,NA,NA,NA,NA,3.35968406839674,NA,NA,NA,3.35968406839674
1979-03-30,1979,3,30,NA,NA,NA,NA,NA,NA,NA,3.409109545032983,NA,NA,NA,3.409109545032983
1979-03-31,1979,3,31,NA,NA,NA,NA,NA,NA,NA,3.4661389418887216,NA,NA,NA,3.4661389418887216
1979-04-01,1979,4,1,NA,NA,NA,NA,NA,NA,NA,4.825265985674892,NA,NA,NA,4.825265985674892
1979-04-02,1979,4,2,NA,NA,NA,NA,NA,NA,NA,4.762038816048356,NA,NA,NA,4.762038816048356
1979-04-03,1979,4,3,NA,NA,NA,NA,NA,NA,NA,4.947888250564312,NA,NA,NA,4.947888250564312
1979-04-04,1979,4,4,NA,NA,NA,NA,NA,NA,NA,5.1643933154111386,NA,NA,NA,5.1643933154111386
1979-04-05,1979,4,5,NA,NA,NA,NA,NA,NA,NA,5.204628747000042,NA,NA,NA,5.204628747000042
1979-04-06,1979,4,6,NA,NA,NA,NA,NA,NA,NA,5.191216936828057,NA,NA,NA,5.191216936828057
1979-04-07,1979,4,7,NA,NA,NA,NA,NA,NA,NA,5.116493865994331,NA,NA,NA,5.116493865994331
1979-04-08,1979,4,8,NA,NA,NA,NA,NA,NA,NA,5.150981441935347,NA,NA,NA,5.150981441935347
1979-04-09,1979,4,9,NA,NA,NA,NA,NA,NA,NA,5.1107459470426395,NA,NA,NA,5.1107459470426395
1979-04-10,1979,4,10,NA,NA,NA,NA,NA,NA,NA,5.23145249502457,NA,NA,NA,5.23145249502457
1979-04-11,1979,4,11,NA,NA,NA,NA,NA,NA,NA,5.285099821548181,NA,NA,NA,5.285099821548181
1979-04-12,1979,4,12,NA,NA,NA,NA,NA,NA,NA,5.365570853178489,NA,NA,NA,5.365570853178489
1979-04-13,1979,4,13,NA,NA,NA,NA,NA,NA,NA,5.2544442791988715,NA,NA,NA,5.2544442791988715
1979-04-14,1979,4,14,NA,NA,NA,NA,NA,NA,NA,5.039854949499617,NA,NA,NA,5.039854949499617
1979-04-15,1979,4,15,NA,NA,NA,NA,NA,NA,NA,5.0302750849377755,NA,NA,NA,5.0302750849377755
1979-04-16,1979,4,16,NA,NA,NA,NA,NA,NA,NA,5.024527167059029,NA,NA,NA,5.024527167059029
1979-04-17,1979,4,17,NA,NA,NA,NA,NA,NA,NA,5.258276179745294,NA,NA,NA,5.258276179745294
1979-04-18,1979,4,18,NA,NA,NA,NA,NA,NA,NA,5.361738761647706,NA,NA,NA,5.361738761647706
1979-04-19,1979,4,19,NA,NA,NA,NA,NA,NA,NA,5.55333626103599,NA,NA,NA,5.55333626103599
1979-04-20,1979,4,20,NA,NA,NA,NA,NA,NA,NA,5.3617388346080235,NA,NA,NA,5.3617388346080235
1979-04-21,1979,4,21,NA,NA,NA,NA,NA,NA,NA,5.6989503562363835,NA,NA,NA,5.6989503562363835
1979-04-22,1979,4,22,NA,NA,NA,NA,NA,NA,NA,5.861808152498672,NA,NA,NA,5.861808152498672
1979-04-23,1979,4,23,NA,NA,NA,NA,NA,NA,NA,6.4787519998007905,NA,NA,NA,6.4787519998007905
1979-04-24,1979,4,24,NA,NA,NA,NA,NA,NA,NA,6.854283135253655,NA,NA,NA,6.854283135253655
1979-04-25,1979,4,25,NA,NA,NA,NA,NA,NA,NA,7.2164022888632,NA,NA,NA,7.2164022888632
1979-04-26,1979,4,26,NA,NA,NA,NA,NA,NA,NA,7.068872291135685,NA,NA,NA,7.068872291135685
1979-04-27,1979,4,27,NA,NA,NA,NA,NA,NA,NA,6.666517535338848,NA,NA,NA,6.666517535338848
1979-04-28,1979,4,28,NA,NA,NA,NA,NA,NA,NA,6.693341220059569,NA,NA,NA,6.693341220059569
1979-04-29,1979,4,29,NA,NA,NA,NA,NA,NA,NA,7.350520497877644,NA,NA,NA,7.350520497877644
1979-04-30,1979,4,30,NA,NA,NA,NA,NA,NA,NA,7.3236968775336715,NA,NA,NA,7.3236968775336715
1979-05-01,1979,5,1,NA,NA,NA,NA,NA,NA,NA,8.065658997504404,NA,NA,NA,8.065658997504404
1979-05-02,1979,5,2,NA,NA,NA,NA,NA,NA,NA,8.181263484638746,NA,NA,NA,8.181263484638746
1979-05-03,1979,5,3,NA,NA,NA,NA,NA,NA,NA,8.296868002600956,NA,NA,NA,8.296868002600956
1979-05-04,1979,5,4,NA,NA,NA,NA,NA,NA,NA,8.122543752335105,NA,NA,NA,8.122543752335105
1979-05-05,1979,5,5,NA,NA,NA,NA,NA,NA,NA,8.151903668839111,NA,NA,NA,8.151903668839111
1979-05-06,1979,5,6,NA,NA,NA,NA,NA,NA,NA,8.142728686421833,NA,NA,NA,8.142728686421833
1979-05-07,1979,5,7,NA,NA,NA,NA,NA,NA,NA,8.123461287313376,NA,NA,NA,8.123461287313376
1979-05-08,1979,5,8,NA,NA,NA,NA,NA,NA,NA,8.598724199417582,NA,NA,NA,8.598724199417582
1979-05-09,1979,5,9,NA,NA,NA,NA,NA,NA,NA,8.48311971228324,NA,NA,NA,8.48311971228324
1979-05-10,1979,5,10,NA,NA,NA,NA,NA,NA,NA,8.775800895854724,NA,NA,NA,8.775800895854724
1979-05-11,1979,5,11,NA,NA,NA,NA,NA,NA,NA,9.151056862094956,NA,NA,NA,9.151056862094956
1979-05-12,1979,5,12,NA,NA,NA,NA,NA,NA,NA,8.959300216397274,NA,NA,NA,8.959300216397274
1979-05-13,1979,5,13,NA,NA,NA,NA,NA,NA,NA,8.71561325967,NA,NA,NA,8.71561325967
1979-05-14,1979,5,14,NA,NA,NA,NA,NA,NA,NA,8.77855359584213,NA,NA,NA,8.77855359584213
1979-05-15,1979,5,15,NA,NA,NA,NA,NA,NA,NA,8.827180767077408,NA,NA,NA,8.827180767077408
1979-05-16,1979,5,16,NA,NA,NA,NA,NA,NA,NA,8.984072643490933,NA,NA,NA,8.984072643490933
1979-05-17,1979,5,17,NA,NA,NA,NA,NA,NA,NA,9.150139357944553,NA,NA,NA,9.150139357944553
1979-05-18,1979,5,18,NA,NA,NA,NA,NA,NA,NA,9.073987234833261,NA,NA,NA,9.073987234833261
1979-05-19,1979,5,19,NA,NA,NA,NA,NA,NA,NA,9.118944530247528,NA,NA,NA,9.118944530247528
1979-05-20,1979,5,20,NA,NA,NA,NA,NA,NA,NA,9.318041141840919,NA,NA,NA,9.318041141840919
1979-05-21,1979,5,21,NA,NA,NA,NA,NA,NA,NA,9.581362540440633,NA,NA,NA,9.581362540440633
1979-05-22,1979,5,22,NA,NA,NA,NA,NA,NA,NA,9.76761422135024,NA,NA,NA,9.76761422135024
1979-05-23,1979,5,23,NA,NA,NA,NA,NA,NA,NA,10.185074997784813,NA,NA,NA,10.185074997784813
1979-05-24,1979,5,24,NA,NA,NA,NA,NA,NA,NA,9.947937566540876,NA,NA,NA,9.947937566540876
1979-05-25,1979,5,25,NA,NA,NA,NA,NA,NA,NA,10.024513143304516,NA,NA,NA,10.024513143304516
1979-05-26,1979,5,26,NA,NA,NA,NA,NA,NA,NA,10.161525902707723,NA,NA,NA,10.161525902707723
1979-05-27,1979,5,27,NA,NA,NA,NA,NA,NA,NA,10.217187360460112,NA,NA,NA,10.217187360460112
1979-05-28,1979,5,28,NA,NA,NA,NA,NA,NA,NA,10.110146086461407,NA,NA,NA,10.110146086461407
1979-05-29,1979,5,29,NA,NA,NA,NA,NA,NA,NA,10.435551400962229,NA,NA,NA,10.435551400962229
1979-05-30,1979,5,30,NA,NA,NA,NA,NA,NA,NA,10.721211799081466,NA,NA,NA,10.721211799081466
1979-05-31,1979,5,31,NA,NA,NA,NA,NA,NA,NA,10.75881583819226,NA,NA,NA,10.75881583819226
1979-06-01,1979,6,1,NA,NA,NA,NA,NA,NA,NA,10.806395587243435,NA,NA,NA,10.806395587243435
1979-06-02,1979,6,2,NA,NA,NA,NA,NA,NA,NA,10.806395584320779,NA,NA,NA,10.806395584320779
1979-06-03,1979,6,3,NA,NA,NA,NA,NA,NA,NA,10.82268331761004,NA,NA,NA,10.82268331761004
1979-06-04,1979,6,4,NA,NA,NA,NA,NA,NA,NA,10.837670247728564,NA,NA,NA,10.837670247728564
1979-06-05,1979,6,5,NA,NA,NA,NA,NA,NA,NA,10.804873366351961,NA,NA,NA,10.804873366351961
1979-06-06,1979,6,6,NA,NA,NA,NA,NA,NA,NA,10.800624395245999,NA,NA,NA,10.800624395245999
1979-06-07,1979,6,7,NA,NA,NA,NA,NA,NA,NA,10.839123274668975,NA,NA,NA,10.839123274668975
1979-06-08,1979,6,8,NA,NA,NA,NA,NA,NA,NA,10.845059926427886,NA,NA,NA,10.845059926427886
1979-06-09,1979,6,9,NA,NA,NA,NA,NA,NA,NA,10.846277704163997,NA,NA,NA,10.846277704163997
1979-06-10,1979,6,10,NA,NA,NA,NA,NA,NA,NA,10.853279905505357,NA,NA,NA,10.853279905505357
1979-06-11,1979,6,11,NA,NA,NA,NA,NA,NA,NA,10.880679833328031,NA,NA,NA,10.880679833328031
1979-06-12,1979,6,12,NA,NA,NA,NA,NA,NA,NA,10.903969770881307,NA,NA,NA,10.903969770881307
1979-06-13,1979,6,13,NA,NA,NA,NA,NA,NA,NA,10.842015490124924,NA,NA,NA,10.842015490124924
1979-06-14,1979,6,14,NA,NA,NA,NA,NA,NA,NA,10.846125480394322,NA,NA,NA,10.846125480394322
1979-06-15,1979,6,15,NA,NA,NA,NA,NA,NA,NA,10.852062130691904,NA,NA,NA,10.852062130691904
1979-06-16,1979,6,16,NA,NA,NA,NA,NA,NA,NA,10.86652320249165,NA,NA,NA,10.86652320249165
1979-06-17,1979,6,17,NA,NA,NA,NA,NA,NA,NA,10.861956546393209,NA,NA,NA,10.861956546393209
1979-06-18,1979,6,18,NA,NA,NA,NA,NA,NA,NA,10.872003185498862,NA,NA,NA,10.872003185498862
1979-06-19,1979,6,19,NA,NA,NA,NA,NA,NA,NA,10.862869877685968,NA,NA,NA,10.862869877685968
1979-06-20,1979,6,20,NA,NA,NA,NA,NA,NA,NA,10.87946205705325,NA,NA,NA,10.87946205705325
1979-06-21,1979,6,21,NA,NA,NA,NA,NA,NA,NA,10.87940910833673,NA,NA,NA,10.87940910833673
1979-06-22,1979,6,22,NA,NA,NA,NA,NA,NA,NA,10.871712582229705,NA,NA,NA,10.871712582229705
1979-06-23,1979,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-06-24,1979,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-06-25,1979,6,25,NA,NA,NA,NA,NA,NA,NA,10.872459854250563,NA,NA,NA,10.872459854250563
1979-06-26,1979,6,26,NA,NA,NA,NA,NA,NA,NA,10.884831331565422,NA,NA,NA,10.884831331565422
1979-06-27,1979,6,27,NA,NA,NA,NA,NA,NA,NA,10.885246489426475,NA,NA,NA,10.885246489426475
1979-06-28,1979,6,28,NA,NA,NA,NA,NA,NA,NA,10.907014209010939,NA,NA,NA,10.907014209010939
1979-06-29,1979,6,29,NA,NA,NA,NA,NA,NA,NA,10.940350790053856,NA,NA,NA,10.940350790053856
1979-06-30,1979,6,30,NA,NA,NA,NA,NA,NA,NA,10.944917444690969,NA,NA,NA,10.944917444690969
1979-07-01,1979,7,1,NA,NA,NA,NA,NA,NA,NA,11.182943984904803,NA,NA,NA,11.182943984904803
1979-07-02,1979,7,2,NA,NA,NA,NA,NA,NA,NA,11.19250767734358,NA,NA,NA,11.19250767734358
1979-07-03,1979,7,3,NA,NA,NA,NA,NA,NA,NA,11.263279609645982,NA,NA,NA,11.263279609645982
1979-07-04,1979,7,4,NA,NA,NA,NA,NA,NA,NA,11.312054758983296,NA,NA,NA,11.312054758983296
1979-07-05,1979,7,5,NA,NA,NA,NA,NA,NA,NA,11.231719191624704,NA,NA,NA,11.231719191624704
1979-07-06,1979,7,6,NA,NA,NA,NA,NA,NA,NA,11.070590511081996,NA,NA,NA,11.070590511081996
1979-07-07,1979,7,7,NA,NA,NA,NA,NA,NA,NA,11.184856727983165,NA,NA,NA,11.184856727983165
1979-07-08,1979,7,8,NA,NA,NA,NA,NA,NA,NA,11.305360189195627,NA,NA,NA,11.305360189195627
1979-07-09,1979,7,9,NA,NA,NA,NA,NA,NA,NA,11.339789693143155,NA,NA,NA,11.339789693143155
1979-07-10,1979,7,10,NA,NA,NA,NA,NA,NA,NA,11.34074603599104,NA,NA,NA,11.34074603599104
1979-07-11,1979,7,11,NA,NA,NA,NA,NA,NA,NA,11.387608554719868,NA,NA,NA,11.387608554719868
1979-07-12,1979,7,12,NA,NA,NA,NA,NA,NA,NA,11.449772992827253,NA,NA,NA,11.449772992827253
1979-07-13,1979,7,13,NA,NA,NA,NA,NA,NA,NA,11.52965123700477,NA,NA,NA,11.52965123700477
1979-07-14,1979,7,14,NA,NA,NA,NA,NA,NA,NA,11.74433696933912,NA,NA,NA,11.74433696933912
1979-07-15,1979,7,15,NA,NA,NA,NA,NA,NA,NA,11.76346451718323,NA,NA,NA,11.76346451718323
1979-07-16,1979,7,16,NA,NA,NA,NA,NA,NA,NA,11.711820116657808,NA,NA,NA,11.711820116657808
1979-07-17,1979,7,17,NA,NA,NA,NA,NA,NA,NA,11.773028246346861,NA,NA,NA,11.773028246346861
1979-07-18,1979,7,18,NA,NA,NA,NA,NA,NA,NA,11.724253074056517,NA,NA,NA,11.724253074056517
1979-07-19,1979,7,19,NA,NA,NA,NA,NA,NA,NA,11.762508119248057,NA,NA,NA,11.762508119248057
1979-07-20,1979,7,20,NA,NA,NA,NA,NA,NA,NA,11.817021550612438,NA,NA,NA,11.817021550612438
1979-07-21,1979,7,21,NA,NA,NA,NA,NA,NA,NA,11.967754856103912,NA,NA,NA,11.967754856103912
1979-07-22,1979,7,22,NA,NA,NA,NA,NA,NA,NA,11.994907678310266,NA,NA,NA,11.994907678310266
1979-07-23,1979,7,23,NA,NA,NA,NA,NA,NA,NA,12.051333832095278,NA,NA,NA,12.051333832095278
1979-07-24,1979,7,24,NA,NA,NA,NA,NA,NA,NA,12.077156059901633,NA,NA,NA,12.077156059901633
1979-07-25,1979,7,25,NA,NA,NA,NA,NA,NA,NA,12.031249941403281,NA,NA,NA,12.031249941403281
1979-07-26,1979,7,26,NA,NA,NA,NA,NA,NA,NA,12.095327175381016,NA,NA,NA,12.095327175381016
1979-07-27,1979,7,27,NA,NA,NA,NA,NA,NA,NA,12.066635951165257,NA,NA,NA,12.066635951165257
1979-07-28,1979,7,28,NA,NA,NA,NA,NA,NA,NA,12.136451283545767,NA,NA,NA,12.136451283545767
1979-07-29,1979,7,29,NA,NA,NA,NA,NA,NA,NA,12.242609099368444,NA,NA,NA,12.242609099368444
1979-07-30,1979,7,30,NA,NA,NA,NA,NA,NA,NA,12.33633406337638,NA,NA,NA,12.33633406337638
1979-07-31,1979,7,31,NA,NA,NA,NA,NA,NA,NA,12.435797162511957,NA,NA,NA,12.435797162511957
1979-08-01,1979,8,1,NA,NA,NA,NA,NA,NA,NA,13.09287324730207,NA,NA,NA,13.09287324730207
1979-08-02,1979,8,2,NA,NA,NA,NA,NA,NA,NA,13.091138901700472,NA,NA,NA,13.091138901700472
1979-08-03,1979,8,3,NA,NA,NA,NA,NA,NA,NA,13.090170169225573,NA,NA,NA,13.090170169225573
1979-08-04,1979,8,4,NA,NA,NA,NA,NA,NA,NA,13.090969068436607,NA,NA,NA,13.090969068436607
1979-08-05,1979,8,5,NA,NA,NA,NA,NA,NA,NA,13.089748300382293,NA,NA,NA,13.089748300382293
1979-08-06,1979,8,6,NA,NA,NA,NA,NA,NA,NA,13.08992017162402,NA,NA,NA,13.08992017162402
1979-08-07,1979,8,7,NA,NA,NA,NA,NA,NA,NA,13.094326346895645,NA,NA,NA,13.094326346895645
1979-08-08,1979,8,8,NA,NA,NA,NA,NA,NA,NA,13.09673255564213,NA,NA,NA,13.09673255564213
1979-08-09,1979,8,9,NA,NA,NA,NA,NA,NA,NA,13.096951303937228,NA,NA,NA,13.096951303937228
1979-08-10,1979,8,10,NA,NA,NA,NA,NA,NA,NA,13.099701256667142,NA,NA,NA,13.099701256667142
1979-08-11,1979,8,11,NA,NA,NA,NA,NA,NA,NA,13.10331057010561,NA,NA,NA,13.10331057010561
1979-08-12,1979,8,12,NA,NA,NA,NA,NA,NA,NA,13.105216787811415,NA,NA,NA,13.105216787811415
1979-08-13,1979,8,13,NA,NA,NA,NA,NA,NA,NA,13.10696675819749,NA,NA,NA,13.10696675819749
1979-08-14,1979,8,14,NA,NA,NA,NA,NA,NA,NA,13.108497982050931,NA,NA,NA,13.108497982050931
1979-08-15,1979,8,15,NA,NA,NA,NA,NA,NA,NA,13.108747976990028,NA,NA,NA,13.108747976990028
