proxy,tidbit,YY,MM,temp_c,interpolate,is_interpolated,temp_c_complete,date
godas_15,HRI_Tidbit,1982,6,NA,7.912503115906943,TRUE,7.912503115906943,1982-06-01
godas_15,HRI_Tidbit,1982,7,NA,9.321810757892358,TRUE,9.321810757892358,1982-07-01
godas_15,HRI_Tidbit,1982,8,NA,8.846968403607509,TRUE,8.846968403607509,1982-08-01
godas_15,HRI_Tidbit,1982,9,NA,9.489027661683679,TRUE,9.489027661683679,1982-09-01
godas_15,HRI_Tidbit,1983,1,NA,5.726092917393138,TRUE,5.726092917393138,1983-01-01
godas_15,HRI_Tidbit,1983,10,NA,9.648214577260848,TRUE,9.648214577260848,1983-10-01
godas_15,HRI_Tidbit,1983,11,NA,8.439209536608352,TRUE,8.439209536608352,1983-11-01
godas_15,HRI_Tidbit,1983,12,NA,6.799178335712582,TRUE,6.799178335712582,1983-12-01
godas_15,HRI_Tidbit,1983,2,NA,4.665526411657002,TRUE,4.665526411657002,1983-02-01
godas_15,HRI_Tidbit,1983,3,NA,4.261344376824505,TRUE,4.261344376824505,1983-03-01
godas_15,HRI_Tidbit,1983,4,NA,4.376697214199266,TRUE,4.376697214199266,1983-04-01
godas_15,HRI_Tidbit,1983,5,NA,5.502540906976934,TRUE,5.502540906976934,1983-05-01
godas_15,HRI_Tidbit,1983,6,NA,7.087113325128652,TRUE,7.087113325128652,1983-06-01
godas_15,HRI_Tidbit,1983,7,NA,8.384644961905966,TRUE,8.384644961905966,1983-07-01
godas_15,HRI_Tidbit,1983,8,NA,10.123933255426529,TRUE,10.123933255426529,1983-08-01
godas_15,HRI_Tidbit,1983,9,NA,10.969889831163112,TRUE,10.969889831163112,1983-09-01
godas_15,HRI_Tidbit,1984,1,NA,5.439034251857899,TRUE,5.439034251857899,1984-01-01
godas_15,HRI_Tidbit,1984,10,NA,8.426690624025046,TRUE,8.426690624025046,1984-10-01
godas_15,HRI_Tidbit,1984,11,NA,8.11995938157318,TRUE,8.11995938157318,1984-11-01
godas_15,HRI_Tidbit,1984,12,NA,6.846571361920817,TRUE,6.846571361920817,1984-12-01
godas_15,HRI_Tidbit,1984,2,NA,4.814859154615025,TRUE,4.814859154615025,1984-02-01
godas_15,HRI_Tidbit,1984,3,NA,4.353447805115981,TRUE,4.353447805115981,1984-03-01
godas_15,HRI_Tidbit,1984,4,NA,4.593095560282151,TRUE,4.593095560282151,1984-04-01
godas_15,HRI_Tidbit,1984,5,NA,5.764543863184725,TRUE,5.764543863184725,1984-05-01
godas_15,HRI_Tidbit,1984,6,NA,7.772094569204734,TRUE,7.772094569204734,1984-06-01
godas_15,HRI_Tidbit,1984,7,NA,9.311974469434045,TRUE,9.311974469434045,1984-07-01
godas_15,HRI_Tidbit,1984,8,NA,7.858850633407054,TRUE,7.858850633407054,1984-08-01
godas_15,HRI_Tidbit,1984,9,NA,7.816804971287975,TRUE,7.816804971287975,1984-09-01
godas_15,HRI_Tidbit,1985,1,NA,5.760967031018065,TRUE,5.760967031018065,1985-01-01
godas_15,HRI_Tidbit,1985,10,NA,9.971917888343512,TRUE,9.971917888343512,1985-10-01
godas_15,HRI_Tidbit,1985,11,NA,8.190601816864701,TRUE,8.190601816864701,1985-11-01
godas_15,HRI_Tidbit,1985,12,NA,6.546993783802271,TRUE,6.546993783802271,1985-12-01
godas_15,HRI_Tidbit,1985,2,NA,4.805022866156712,TRUE,4.805022866156712,1985-02-01
godas_15,HRI_Tidbit,1985,3,NA,4.577894023573849,TRUE,4.577894023573849,1985-03-01
godas_15,HRI_Tidbit,1985,4,NA,4.884625266025714,TRUE,4.884625266025714,1985-04-01
godas_15,HRI_Tidbit,1985,5,NA,6.26263562655286,TRUE,6.26263562655286,1985-05-01
godas_15,HRI_Tidbit,1985,6,NA,8.456199489399983,TRUE,8.456199489399983,1985-06-01
godas_15,HRI_Tidbit,1985,7,NA,9.248485698475843,TRUE,9.248485698475843,1985-07-01
godas_15,HRI_Tidbit,1985,8,NA,8.74145185469106,TRUE,8.74145185469106,1985-08-01
godas_15,HRI_Tidbit,1985,9,NA,11.034272810162978,TRUE,11.034272810162978,1985-09-01
godas_15,HRI_Tidbit,1986,1,NA,5.442611084024558,TRUE,5.442611084024558,1986-01-01
godas_15,HRI_Tidbit,1986,10,NA,9.726904884927352,TRUE,9.726904884927352,1986-10-01
godas_15,HRI_Tidbit,1986,11,NA,8.550985541816454,TRUE,8.550985541816454,1986-11-01
godas_15,HRI_Tidbit,1986,12,NA,7.471640667205356,TRUE,7.471640667205356,1986-12-01
godas_15,HRI_Tidbit,1986,2,NA,4.612768137198777,TRUE,4.612768137198777,1986-02-01
godas_15,HRI_Tidbit,1986,3,NA,4.403523455449211,TRUE,4.403523455449211,1986-03-01
godas_15,HRI_Tidbit,1986,4,NA,5.395218057816323,TRUE,5.395218057816323,1986-04-01
godas_15,HRI_Tidbit,1986,5,NA,6.749102685379352,TRUE,6.749102685379352,1986-05-01
godas_15,HRI_Tidbit,1986,6,NA,8.474083650233279,TRUE,8.474083650233279,1986-06-01
godas_15,HRI_Tidbit,1986,7,NA,9.917371197801957,TRUE,9.917371197801957,1986-07-01
godas_15,HRI_Tidbit,1986,8,NA,9.920053821926953,TRUE,9.920053821926953,1986-08-01
godas_15,HRI_Tidbit,1986,9,NA,10.643486011794622,TRUE,10.643486011794622,1986-09-01
godas_15,HRI_Tidbit,1987,1,NA,6.555935864218919,TRUE,6.555935864218919,1987-01-01
godas_15,HRI_Tidbit,1987,10,NA,9.599033134969282,TRUE,9.599033134969282,1987-10-01
godas_15,HRI_Tidbit,1987,11,NA,7.649588067496654,TRUE,7.649588067496654,1987-11-01
godas_15,HRI_Tidbit,1987,12,NA,6.132081252469797,TRUE,6.132081252469797,1987-12-01
godas_15,HRI_Tidbit,1987,2,NA,5.260192643524936,TRUE,5.260192643524936,1987-02-01
godas_15,HRI_Tidbit,1987,3,NA,4.3561304292409755,TRUE,4.3561304292409755,1987-03-01
godas_15,HRI_Tidbit,1987,4,NA,4.791609745531741,TRUE,4.791609745531741,1987-04-01
godas_15,HRI_Tidbit,1987,5,NA,6.443265650969153,TRUE,6.443265650969153,1987-05-01
godas_15,HRI_Tidbit,1987,6,NA,7.575368800038475,TRUE,7.575368800038475,1987-06-01
godas_15,HRI_Tidbit,1987,7,NA,8.406105954905922,TRUE,8.406105954905922,1987-07-01
godas_15,HRI_Tidbit,1987,8,NA,9.254745154767496,TRUE,9.254745154767496,1987-08-01
godas_15,HRI_Tidbit,1987,9,NA,10.211583527670516,TRUE,10.211583527670516,1987-09-01
godas_15,HRI_Tidbit,1988,1,NA,5.268240515899919,TRUE,5.268240515899919,1988-01-01
godas_15,HRI_Tidbit,1988,10,NA,8.942648664065644,TRUE,8.942648664065644,1988-10-01
godas_15,HRI_Tidbit,1988,11,NA,8.05647061061498,TRUE,8.05647061061498,1988-11-01
godas_15,HRI_Tidbit,1988,12,NA,7.059392875837043,TRUE,7.059392875837043,1988-12-01
godas_15,HRI_Tidbit,1988,2,NA,4.792503953573405,TRUE,4.792503953573405,1988-02-01
godas_15,HRI_Tidbit,1988,3,NA,4.587730312032162,TRUE,4.587730312032162,1988-03-01
godas_15,HRI_Tidbit,1988,4,NA,4.882836849942384,TRUE,4.882836849942384,1988-04-01
godas_15,HRI_Tidbit,1988,5,NA,6.538945911427287,TRUE,6.538945911427287,1988-05-01
godas_15,HRI_Tidbit,1988,6,NA,8.398058082530937,TRUE,8.398058082530937,1988-06-01
godas_15,HRI_Tidbit,1988,7,NA,8.961427032940604,TRUE,8.961427032940604,1988-07-01
godas_15,HRI_Tidbit,1988,8,NA,8.820142162357563,TRUE,8.820142162357563,1988-08-01
godas_15,HRI_Tidbit,1988,9,NA,10.38863671992015,TRUE,10.38863671992015,1988-09-01
godas_15,HRI_Tidbit,1989,1,NA,6.35742167896933,TRUE,6.35742167896933,1989-01-01
godas_15,HRI_Tidbit,1989,10,NA,9.444317259600437,TRUE,9.444317259600437,1989-10-01
godas_15,HRI_Tidbit,1989,11,NA,8.675280459607862,TRUE,8.675280459607862,1989-11-01
godas_15,HRI_Tidbit,1989,12,NA,6.210771560136301,TRUE,6.210771560136301,1989-12-01
godas_15,HRI_Tidbit,1989,2,NA,5.944279679559353,TRUE,5.944279679559353,1989-02-01
godas_15,HRI_Tidbit,1989,3,NA,5.211905409275037,TRUE,5.211905409275037,1989-03-01
godas_15,HRI_Tidbit,1989,4,NA,5.401477514107977,TRUE,5.401477514107977,1989-04-01
godas_15,HRI_Tidbit,1989,5,NA,6.815274080462549,TRUE,6.815274080462549,1989-05-01
godas_15,HRI_Tidbit,1989,6,NA,9.092893499226166,TRUE,9.092893499226166,1989-06-01
godas_15,HRI_Tidbit,1989,7,NA,9.347742791100636,TRUE,9.347742791100636,1989-07-01
godas_15,HRI_Tidbit,1989,8,NA,8.372126049322658,TRUE,8.372126049322658,1989-08-01
godas_15,HRI_Tidbit,1989,9,NA,10.296533291628672,TRUE,10.296533291628672,1989-09-01
godas_15,HRI_Tidbit,1990,1,NA,4.959738741525559,TRUE,4.959738741525559,1990-01-01
godas_15,HRI_Tidbit,1990,10,NA,10.71949369533613,TRUE,10.71949369533613,1990-10-01
godas_15,HRI_Tidbit,1990,11,NA,8.619839561024644,TRUE,8.619839561024644,1990-11-01
godas_15,HRI_Tidbit,1990,12,NA,7.241829200497499,TRUE,7.241829200497499,1990-12-01
godas_15,HRI_Tidbit,1990,2,NA,4.521558916948965,TRUE,4.521558916948965,1990-02-01
godas_15,HRI_Tidbit,1990,3,NA,4.433032320824149,TRUE,4.433032320824149,1990-03-01
godas_15,HRI_Tidbit,1990,4,NA,5.02501592856709,TRUE,5.02501592856709,1990-04-01
godas_15,HRI_Tidbit,1990,5,NA,6.660576089254536,TRUE,6.660576089254536,1990-05-01
godas_15,HRI_Tidbit,1990,6,NA,8.066306899073291,TRUE,8.066306899073291,1990-06-01
godas_15,HRI_Tidbit,1990,7,NA,9.715280180385708,TRUE,9.715280180385708,1990-07-01
godas_15,HRI_Tidbit,1990,8,NA,12.13865550994069,TRUE,12.13865550994069,1990-08-01
godas_15,HRI_Tidbit,1990,9,NA,12.456993572773364,TRUE,12.456993572773364,1990-09-01
godas_15,HRI_Tidbit,1991,1,NA,6.053390944803294,TRUE,6.053390944803294,1991-01-01
godas_15,HRI_Tidbit,1991,10,NA,9.641060912927529,TRUE,9.641060912927529,1991-10-01
godas_15,HRI_Tidbit,1991,11,NA,7.768517737038074,TRUE,7.768517737038074,1991-11-01
godas_15,HRI_Tidbit,1991,12,NA,6.4298525303441805,TRUE,6.4298525303441805,1991-12-01
godas_15,HRI_Tidbit,1991,2,NA,5.067043706525336,TRUE,5.067043706525336,1991-02-01
godas_15,HRI_Tidbit,1991,3,NA,4.7254383504485435,TRUE,4.7254383504485435,1991-03-01
godas_15,HRI_Tidbit,1991,4,NA,5.014285432067112,TRUE,5.014285432067112,1991-04-01
godas_15,HRI_Tidbit,1991,5,NA,6.1267160042198086,TRUE,6.1267160042198086,1991-05-01
godas_15,HRI_Tidbit,1991,6,NA,8.024279121115047,TRUE,8.024279121115047,1991-06-01
godas_15,HRI_Tidbit,1991,7,NA,8.521476676441516,TRUE,8.521476676441516,1991-07-01
godas_15,HRI_Tidbit,1991,8,NA,7.568215135705156,TRUE,7.568215135705156,1991-08-01
godas_15,HRI_Tidbit,1991,9,NA,9.818114105177163,TRUE,9.818114105177163,1991-09-01
godas_15,HRI_Tidbit,1992,1,NA,5.287913092816545,TRUE,5.287913092816545,1992-01-01
godas_15,HRI_Tidbit,1992,10,NA,9.64642616117752,TRUE,9.64642616117752,1992-10-01
godas_15,HRI_Tidbit,1992,11,NA,7.728278375163158,TRUE,7.728278375163158,1992-11-01
godas_15,HRI_Tidbit,1992,12,NA,6.417333617760873,TRUE,6.417333617760873,1992-12-01
godas_15,HRI_Tidbit,1992,2,NA,4.534972037573938,TRUE,4.534972037573938,1992-02-01
godas_15,HRI_Tidbit,1992,3,NA,4.326621563866036,TRUE,4.326621563866036,1992-03-01
godas_15,HRI_Tidbit,1992,4,NA,4.5537504064488985,TRUE,4.5537504064488985,1992-04-01
godas_15,HRI_Tidbit,1992,5,NA,5.617893744351695,TRUE,5.617893744351695,1992-05-01
godas_15,HRI_Tidbit,1992,6,NA,8.246936923489583,TRUE,8.246936923489583,1992-06-01
godas_15,HRI_Tidbit,1992,7,NA,9.057125177559573,TRUE,9.057125177559573,1992-07-01
godas_15,HRI_Tidbit,1992,8,NA,9.213611584850915,TRUE,9.213611584850915,1992-08-01
godas_15,HRI_Tidbit,1992,9,NA,10.436923954170048,TRUE,10.436923954170048,1992-09-01
godas_15,HRI_Tidbit,1993,1,NA,5.459618920977023,TRUE,5.459618920977023,1993-01-01
godas_15,HRI_Tidbit,1993,10,NA,9.664310322010815,TRUE,9.664310322010815,1993-10-01
godas_15,HRI_Tidbit,1993,11,NA,7.840072264532094,TRUE,7.840072264532094,1993-11-01
godas_15,HRI_Tidbit,1993,12,NA,6.823321952837532,TRUE,6.823321952837532,1993-12-01
godas_15,HRI_Tidbit,1993,2,NA,4.546596742115581,TRUE,4.546596742115581,1993-02-01
godas_15,HRI_Tidbit,1993,3,NA,3.9206332287893773,TRUE,3.9206332287893773,1993-03-01
godas_15,HRI_Tidbit,1993,4,NA,4.225558170997079,TRUE,4.225558170997079,1993-04-01
godas_15,HRI_Tidbit,1993,5,NA,6.09184189059488,TRUE,6.09184189059488,1993-05-01
godas_15,HRI_Tidbit,1993,6,NA,8.143208790656466,TRUE,8.143208790656466,1993-06-01
godas_15,HRI_Tidbit,1993,7,NA,8.669915211357875,TRUE,8.669915211357875,1993-07-01
godas_15,HRI_Tidbit,1993,8,NA,9.297667140767407,TRUE,9.297667140767407,1993-08-01
godas_15,HRI_Tidbit,1993,9,NA,10.760627265252712,TRUE,10.760627265252712,1993-09-01
godas_15,HRI_Tidbit,1994,1,NA,5.342459783358099,TRUE,5.342459783358099,1994-01-01
godas_15,HRI_Tidbit,1994,10,NA,10.16506682534311,TRUE,10.16506682534311,1994-10-01
godas_15,HRI_Tidbit,1994,11,NA,8.6260990173163,TRUE,8.6260990173163,1994-11-01
godas_15,HRI_Tidbit,1994,12,NA,7.00484618529549,TRUE,7.00484618529549,1994-12-01
godas_15,HRI_Tidbit,1994,2,NA,4.190684057372151,TRUE,4.190684057372151,1994-02-01
godas_15,HRI_Tidbit,1994,3,NA,3.810645639664605,TRUE,3.810645639664605,1994-03-01
godas_15,HRI_Tidbit,1994,4,NA,4.470589058574071,TRUE,4.470589058574071,1994-04-01
godas_15,HRI_Tidbit,1994,5,NA,6.09541872276154,TRUE,6.09541872276154,1994-05-01
godas_15,HRI_Tidbit,1994,6,NA,8.233523802864612,TRUE,8.233523802864612,1994-06-01
godas_15,HRI_Tidbit,1994,7,NA,9.190362175767628,TRUE,9.190362175767628,1994-07-01
godas_15,HRI_Tidbit,1994,8,NA,11.323102007620712,TRUE,11.323102007620712,1994-08-01
godas_15,HRI_Tidbit,1994,9,NA,11.612843297280946,TRUE,11.612843297280946,1994-09-01
godas_15,HRI_Tidbit,1995,1,NA,5.752024950601418,TRUE,5.752024950601418,1995-01-01
godas_15,HRI_Tidbit,1995,10,NA,10.517402677919883,TRUE,10.517402677919883,1995-10-01
godas_15,HRI_Tidbit,1995,11,NA,8.582282823274722,TRUE,8.582282823274722,1995-11-01
godas_15,HRI_Tidbit,1995,12,NA,6.62300146734378,TRUE,6.62300146734378,1995-12-01
godas_15,HRI_Tidbit,1995,2,NA,4.811282322448366,TRUE,4.811282322448366,1995-02-01
godas_15,HRI_Tidbit,1995,3,NA,4.053870226997434,TRUE,4.053870226997434,1995-03-01
godas_15,HRI_Tidbit,1995,4,NA,4.364178301615958,TRUE,4.364178301615958,1995-04-01
godas_15,HRI_Tidbit,1995,5,NA,5.794946936601328,TRUE,5.794946936601328,1995-05-01
godas_15,HRI_Tidbit,1995,6,NA,7.411728728413814,TRUE,7.411728728413814,1995-06-01
godas_15,HRI_Tidbit,1995,7,NA,9.187679551642637,TRUE,9.187679551642637,1995-07-01
godas_15,HRI_Tidbit,1995,8,NA,9.921842238010282,TRUE,9.921842238010282,1995-08-01
godas_15,HRI_Tidbit,1995,9,NA,10.77135776175269,TRUE,10.77135776175269,1995-09-01
godas_15,HRI_Tidbit,1996,1,NA,5.108177276441918,TRUE,5.108177276441918,1996-01-01
godas_15,HRI_Tidbit,1996,10,NA,9.233284161767541,TRUE,9.233284161767541,1996-10-01
godas_15,HRI_Tidbit,1996,11,NA,7.704134758038208,TRUE,7.704134758038208,1996-11-01
godas_15,HRI_Tidbit,1996,12,NA,6.4978123415107065,TRUE,6.4978123415107065,1996-12-01
godas_15,HRI_Tidbit,1996,2,NA,4.349870972949321,TRUE,4.349870972949321,1996-02-01
godas_15,HRI_Tidbit,1996,3,NA,4.076225428039055,TRUE,4.076225428039055,1996-03-01
godas_15,HRI_Tidbit,1996,4,NA,4.479531138990719,TRUE,4.479531138990719,1996-04-01
godas_15,HRI_Tidbit,1996,5,NA,6.217925224469619,TRUE,6.217925224469619,1996-05-01
godas_15,HRI_Tidbit,1996,6,NA,7.248088656789152,TRUE,7.248088656789152,1996-06-01
godas_15,HRI_Tidbit,1996,7,NA,7.571791967871815,TRUE,7.571791967871815,1996-07-01
godas_15,HRI_Tidbit,1996,8,NA,8.904197718274055,TRUE,8.904197718274055,1996-08-01
godas_15,HRI_Tidbit,1996,9,NA,10.698926910377839,TRUE,10.698926910377839,1996-09-01
godas_15,HRI_Tidbit,1997,1,NA,5.629518448893338,TRUE,5.629518448893338,1997-01-01
godas_15,HRI_Tidbit,1997,10,NA,9.853882426843755,TRUE,9.853882426843755,1997-10-01
godas_15,HRI_Tidbit,1997,11,NA,8.078825811656598,TRUE,8.078825811656598,1997-11-01
godas_15,HRI_Tidbit,1997,12,NA,6.723170652171073,TRUE,6.723170652171073,1997-12-01
godas_15,HRI_Tidbit,1997,2,NA,4.847050644114958,TRUE,4.847050644114958,1997-02-01
godas_15,HRI_Tidbit,1997,3,NA,4.811282322448366,TRUE,4.811282322448366,1997-03-01
godas_15,HRI_Tidbit,1997,4,NA,5.072408954775325,TRUE,5.072408954775325,1997-04-01
godas_15,HRI_Tidbit,1997,5,NA,6.57471423309388,TRUE,6.57471423309388,1997-05-01
godas_15,HRI_Tidbit,1997,6,NA,8.401634914697597,TRUE,8.401634914697597,1997-06-01
godas_15,HRI_Tidbit,1997,7,NA,9.653579825510837,TRUE,9.653579825510837,1997-07-01
godas_15,HRI_Tidbit,1997,8,NA,10.64706284396128,TRUE,10.64706284396128,1997-08-01
godas_15,HRI_Tidbit,1997,9,NA,11.162144560121046,TRUE,11.162144560121046,1997-09-01
godas_15,HRI_Tidbit,1998,1,NA,5.823561593934603,TRUE,5.823561593934603,1998-01-01
godas_15,HRI_Tidbit,1998,10,NA,9.4300099309338,TRUE,9.4300099309338,1998-10-01
godas_15,HRI_Tidbit,1998,11,NA,7.59861820912176,TRUE,7.59861820912176,1998-11-01
godas_15,HRI_Tidbit,1998,12,NA,6.648057176671228,TRUE,6.648057176671228,1998-12-01
godas_15,HRI_Tidbit,1998,2,NA,5.00266072752547,TRUE,5.00266072752547,1998-02-01
godas_15,HRI_Tidbit,1998,3,NA,4.7272267665318735,TRUE,4.7272267665318735,1998-03-01
godas_15,HRI_Tidbit,1998,4,NA,5.463195753143682,TRUE,5.463195753143682,1998-04-01
godas_15,HRI_Tidbit,1998,5,NA,7.045085547170406,TRUE,7.045085547170406,1998-05-01
godas_15,HRI_Tidbit,1998,6,NA,8.69137620435783,TRUE,8.69137620435783,1998-06-01
godas_15,HRI_Tidbit,1998,7,NA,9.610657839510925,TRUE,9.610657839510925,1998-07-01
godas_15,HRI_Tidbit,1998,8,NA,9.197515840100948,TRUE,9.197515840100948,1998-08-01
godas_15,HRI_Tidbit,1998,9,NA,10.538863670919838,TRUE,10.538863670919838,1998-09-01
godas_15,HRI_Tidbit,1999,1,NA,5.747553910393093,TRUE,5.747553910393093,1999-01-01
godas_15,HRI_Tidbit,1999,10,NA,10.134663751926507,TRUE,10.134663751926507,1999-10-01
godas_15,HRI_Tidbit,1999,11,NA,8.372126049322658,TRUE,8.372126049322658,1999-11-01
godas_15,HRI_Tidbit,1999,12,6.736242954911433,7.1023148618369545,FALSE,6.736242954911433,1999-12-01
godas_15,HRI_Tidbit,1999,2,NA,4.948114036983916,TRUE,4.948114036983916,1999-02-01
godas_15,HRI_Tidbit,1999,3,NA,4.202308761913794,TRUE,4.202308761913794,1999-03-01
godas_15,HRI_Tidbit,1999,4,NA,4.752264591698488,TRUE,4.752264591698488,1999-04-01
godas_15,HRI_Tidbit,1999,5,NA,7.023624554170451,TRUE,7.023624554170451,1999-05-01
godas_15,HRI_Tidbit,1999,6,NA,10.199958823128872,TRUE,10.199958823128872,1999-06-01
godas_15,HRI_Tidbit,1999,7,NA,10.613082938378017,TRUE,10.613082938378017,1999-07-01
godas_15,HRI_Tidbit,1999,8,NA,10.949323046204821,TRUE,10.949323046204821,1999-08-01
godas_15,HRI_Tidbit,1999,9,NA,11.95890180940523,TRUE,11.95890180940523,1999-09-01
godas_15,HRI_Tidbit,2000,1,4.333010752688172,6.0739577297615845,FALSE,4.333010752688172,2000-01-01
godas_15,HRI_Tidbit,2000,10,NA,10.672100669127893,TRUE,10.672100669127893,2000-10-01
godas_15,HRI_Tidbit,2000,11,NA,9.243120450225856,TRUE,9.243120450225856,2000-11-01
godas_15,HRI_Tidbit,2000,12,NA,7.938435149115223,TRUE,7.938435149115223,2000-12-01
godas_15,HRI_Tidbit,2000,2,2.6157758620689653,5.086716283441962,FALSE,2.6157758620689653,2000-02-01
godas_15,HRI_Tidbit,2000,3,3.779623655913978,5.033063800942074,FALSE,3.779623655913978,2000-03-01
godas_15,HRI_Tidbit,2000,4,5.149388888888889,5.626835824768343,FALSE,5.149388888888889,2000-04-01
godas_15,HRI_Tidbit,2000,5,6.760078125,6.968183655587232,FALSE,6.760078125,2000-05-01
godas_15,HRI_Tidbit,2000,6,NA,9.321810757892358,TRUE,9.321810757892358,2000-06-01
godas_15,HRI_Tidbit,2000,7,NA,11.388397078823076,TRUE,11.388397078823076,2000-07-01
godas_15,HRI_Tidbit,2000,8,NA,12.712754956850333,TRUE,12.712754956850333,2000-08-01
godas_15,HRI_Tidbit,2000,9,NA,12.21287477739887,TRUE,12.21287477739887,2000-09-01
godas_15,HRI_Tidbit,2001,1,NA,6.366363759385979,TRUE,6.366363759385979,2001-01-01
godas_15,HRI_Tidbit,2001,10,10.103104838709678,10.812509215830104,FALSE,10.103104838709678,2001-10-01
godas_15,HRI_Tidbit,2001,11,8.773574652777778,9.130450236976088,FALSE,8.773574652777778,2001-11-01
godas_15,HRI_Tidbit,2001,12,7.811733870967742,8.095815764448231,FALSE,7.811733870967742,2001-12-01
godas_15,HRI_Tidbit,2001,2,NA,5.697478260059864,TRUE,5.697478260059864,2001-02-01
godas_15,HRI_Tidbit,2001,3,3.8277777777777775,5.558876013601818,FALSE,3.8277777777777775,2001-03-01
godas_15,HRI_Tidbit,2001,4,4.4104930555555555,5.4202558829829375,FALSE,4.4104930555555555,2001-04-01
godas_15,HRI_Tidbit,2001,5,5.845075159374095,7.078171244712005,FALSE,5.845075159374095,2001-05-01
godas_15,HRI_Tidbit,2001,6,7.135034722222223,8.8344494910242,FALSE,7.135034722222223,2001-06-01
