MM,DD,YY,HRO_AverageTemp,HRO_MaxTemp,HRO_TempDifference,Samples_per_day
1,18,2010,4.072708333333334,4.26,0.18729166666666597,48
1,18,2012,6.2007916666666665,6.611,0.4102083333333333,48
1,18,2013,6.2519583333333335,6.408,0.15604166666666686,48
1,18,2014,4.569916666666667,4.792,0.22208333333333297,48
1,18,2015,4.297625,4.61,0.3123750000000003,48
1,19,2000,4.410208333333333,4.77,0.3597916666666663,48
1,19,2002,5.706875,5.76,0.053124999999999645,48
1,19,2005,3.79375,4.16,0.36624999999999996,48
1,19,2008,4.292083333333333,4.57,0.27791666666666703,48
1,19,2009,9.175833333333333,9.55,0.3741666666666674,48
1,19,2010,4.0183333333333335,4.26,0.24166666666666625,48
1,19,2012,5.9681875,6.204,0.23581249999999976,48
1,19,2013,6.296979166666667,6.408,0.11102083333333379,48
1,19,2014,4.515083333333333,5.024,0.5089166666666669,48
1,19,2015,4.61975,4.662,0.04225000000000012,48
1,20,2000,4.336041666666667,4.61,0.27395833333333375,48
1,20,2002,5.5633333333333335,5.61,0.046666666666666856,48
1,20,2005,3.888125,4.32,0.43187500000000023,48
1,20,2008,4.261875,4.86,0.5981250000000005,48
1,20,2009,9.241666666666667,10.79,1.548333333333332,48
1,20,2010,3.97,3.97,0,48
1,20,2012,5.699979166666667,6.102,0.40202083333333327,48
1,20,2013,6.593166666666667,6.813,0.21983333333333288,48
1,20,2014,4.368354166666666,4.792,0.4236458333333335,48
1,20,2015,5.0136666666666665,5.154,0.14033333333333342,48
1,21,2000,4.09,4.14,0.04999999999999982,48
1,21,2002,5.43,5.45,0.020000000000000462,48
1,21,2005,3.268125,3.69,0.421875,48
1,21,2008,4.527708333333334,5.15,0.6222916666666665,48
1,21,2009,9.599166666666667,10.64,1.0408333333333335,48
1,21,2010,3.97,3.97,0,48
1,21,2012,5.2424583333333334,5.565,0.32254166666666695,48
1,21,2013,6.483229166666667,6.712,0.22877083333333292,48
1,21,2014,4.2713125000000005,4.636,0.3646874999999996,48
1,21,2015,4.965208333333333,5.024,0.05879166666666702,48
1,22,2000,3.5210416666666666,4.14,0.618958333333333,48
1,22,2002,5.316666666666666,5.61,0.2933333333333339,48
1,22,2005,2.9233333333333333,3.07,0.1466666666666665,48
1,22,2008,4.3464583333333335,4.86,0.5135416666666668,48
1,22,2009,9.13125,9.55,0.41875000000000107,48
1,22,2010,3.97,3.97,0,48
1,22,2012,4.9839375,5.282,0.29806250000000034,48
1,22,2013,6.252958333333333,6.458,0.20504166666666723,48
1,22,2014,3.9621875,4.246,0.28381250000000025,48
1,22,2015,4.831666666666667,4.895,0.06333333333333258,48
1,23,2000,3.1241666666666665,3.83,0.7058333333333335,48
1,23,2002,5.393958333333334,5.61,0.21604166666666647,48
1,23,2005,3.2645833333333334,3.85,0.5854166666666667,48
1,23,2008,4.322291666666667,4.86,0.5377083333333337,48
1,23,2009,9.458958333333333,10.17,0.7110416666666666,48
1,23,2010,4.048541666666667,4.26,0.21145833333333286,48
1,23,2012,5.412,5.745,0.3330000000000002,48
1,23,2013,6.261979166666666,6.458,0.19602083333333375,48
1,23,2014,3.867625,4.115,0.24737500000000034,48
1,23,2015,4.7075000000000005,4.792,0.08449999999999935,48
1,24,2000,3.64375,3.83,0.18625000000000025,48
1,24,2002,5.398958333333334,5.61,0.21104166666666657,48
1,24,2005,3.2325,3.54,0.3075000000000001,48
1,24,2008,4.086666666666667,4.28,0.19333333333333336,48
1,24,2009,9.909166666666666,11.1,1.1908333333333339,48
1,24,2010,3.9156250000000004,3.97,0.05437499999999984,48
1,24,2012,5.582583333333333,5.796,0.21341666666666725,48
1,24,2013,6.149,6.23,0.0810000000000004,48
1,24,2014,3.3649791666666666,3.617,0.25202083333333336,48
1,24,2015,4.588333333333333,4.844,0.2556666666666674,48
1,25,2000,3.4139583333333334,3.83,0.41604166666666664,48
1,25,2002,5.246041666666667,5.45,0.20395833333333346,48
1,25,2008,4.213541666666667,4.57,0.3564583333333333,48
1,25,2009,10.107916666666666,11.26,1.1520833333333336,48
1,25,2010,4.0183333333333335,4.26,0.24166666666666625,48
1,25,2012,5.733520833333333,6.281,0.5474791666666663,48
1,25,2013,5.5611041666666665,6.128,0.5668958333333336,48
1,25,2014,3.435416666666667,3.485,0.04958333333333309,48
1,25,2015,4.589333333333333,4.895,0.3056666666666663,48
1,26,2000,3.40625,3.67,0.26374999999999993,48
1,26,2002,5.300208333333333,5.61,0.30979166666666735,48
1,26,2008,4.189375,4.28,0.09062500000000018,48
1,26,2009,9.59125,10.64,1.04875,48
1,26,2010,4.229791666666666,4.55,0.32020833333333343,48
1,26,2012,5.3708124999999995,5.591,0.22018750000000065,48
1,26,2013,4.876895833333333,5.024,0.1471041666666668,48
1,26,2014,3.6468958333333332,4.011,0.3641041666666669,48
1,26,2015,4.186083333333333,4.298,0.11191666666666666,48
1,27,2000,3.4033333333333333,3.52,0.1166666666666667,48
1,27,2002,5.45,5.61,0.16000000000000014,48
1,27,2008,3.941666666666667,3.99,0.04833333333333334,48
1,27,2009,9.626458333333334,10.95,1.3235416666666655,48
1,27,2010,4.133125,4.26,0.12687500000000007,48
1,27,2012,5.544520833333333,6.026,0.48147916666666646,48
1,27,2013,4.045083333333333,4.766,0.72091666666666665,48
1,27,2014,3.0324166666666668,3.433,0.40058333333333307,48
1,27,2015,4.5255,4.818,0.29249999999999954,48
1,28,2000,3.1,3.36,0.2599999999999998,48
1,28,2002,5.43,5.45,0.020000000000000462,48
1,28,2008,3.9477083333333334,3.99,0.04229166666666684,48
1,28,2009,9.594375,9.86,0.265625,48
1,28,2010,4.127083333333333,4.55,0.4229166666666666,48
1,28,2012,5.539833333333333,5.975,0.4351666666666665,48
1,28,2013,3.638895833333333,4.48,0.8411041666666672,48
1,28,2014,2.5633541666666666,3.063,0.49964583333333357,48
1,28,2015,4.5049166666666665,4.636,0.13108333333333366,48
1,29,2000,2.1997916666666666,2.88,0.6802083333333333,48
1,29,2002,5.486458333333333,5.76,0.27354166666666657,48
1,29,2008,3.8208333333333337,3.99,0.16916666666666647,48
1,29,2009,8.936666666666667,9.24,0.3033333333333328,48
1,29,2010,4.072708333333334,4.26,0.18729166666666597,48
1,29,2012,5.8222708333333335,6.077,0.25472916666666645,48
1,29,2013,3.925125,4.688,0.7628749999999997,48
1,29,2014,3.1357708333333334,3.301,0.16522916666666676,48
1,29,2015,4.224333333333334,4.246,0.0216666666666665,48
1,30,2000,1.5718750000000001,1.93,0.3581249999999998,48
1,30,2002,5.466666666666667,5.61,0.14333333333333353,48
1,30,2008,3.7,3.7,0,48
1,30,2009,8.5,8.93,0.4299999999999997,48
1,30,2010,3.701041666666667,3.97,0.2689583333333334,48
1,30,2012,5.8367708333333335,6.026,0.18922916666666634,48
1,30,2013,4.45125,4.74,0.2887500000000003,48
1,30,2014,3.212041666666667,3.354,0.1419583333333332,48
1,30,2015,4.162083333333333,4.454,0.2919166666666664,48
1,31,2000,2.0308333333333333,2.72,0.6891666666666669,48
1,31,2002,5.20875,5.61,0.4012500000000001,48
1,31,2008,3.6879166666666667,3.7,0.012083333333333446,48
1,31,2009,9.251666666666667,9.7,0.44833333333333236,48
1,31,2010,3.301458333333333,3.38,0.07854166666666673,48
1,31,2012,5.752458333333333,5.872,0.11954166666666666,48
1,31,2013,4.441,4.61,0.16900000000000048,48
1,31,2014,3.4200416666666666,3.512,0.09195833333333336,48
1,31,2015,3.86575,4.22,0.35424999999999995,48
2,1,2000,2.3064583333333335,2.56,0.25354166666666655,48
2,1,2002,5.036666666666667,5.14,0.10333333333333261,48
2,1,2008,3.44625,3.7,0.25375000000000014,48
2,1,2009,8.953541666666666,9.55,0.5964583333333344,48
2,1,2010,3.253125,3.38,0.12687500000000007,48
2,1,2012,5.7931875,5.924,0.13081250000000022,48
2,1,2013,4.50925,4.714,0.20475000000000065,48
2,1,2014,3.398604166666667,3.591,0.19239583333333332,48
2,1,2015,3.4516666666666667,3.958,0.5063333333333335,48
2,2,2000,2.6233333333333335,2.72,0.09666666666666668,48
2,2,2002,5.206041666666667,5.92,0.7139583333333333,48
2,2,2008,3.6275000000000004,3.7,0.07249999999999979,48
2,2,2009,8.970833333333333,9.24,0.269166666666667,48
2,2,2010,3.2470833333333333,3.38,0.13291666666666657,48
2,2,2012,5.570854166666667,5.745,0.17414583333333322,48
2,2,2013,4.817541666666666,4.947,0.1294583333333339,48
2,2,2014,3.4221875,3.564,0.1418124999999999,48
2,2,2015,3.4227916666666665,3.538,0.11520833333333336,48
2,3,2000,2.2354166666666666,2.72,0.4845833333333336,48
2,3,2002,5,5.14,0.13999999999999968,48
2,3,2008,3.6275000000000004,3.7,0.07249999999999979,48
2,3,2009,9.098541666666666,9.24,0.14145833333333435,48
2,3,2010,3.337708333333333,3.38,0.04229166666666684,48
2,3,2012,5.571354166666667,5.847,0.2756458333333338,48
2,3,2013,4.9560208333333335,5.076,0.11997916666666608,48
2,3,2014,3.3711458333333333,3.485,0.11385416666666659,48
2,3,2015,3.4370416666666666,3.538,0.10095833333333326,48
2,4,2000,2.396666666666667,2.56,0.1633333333333331,48
2,4,2002,5.1154166666666665,5.29,0.17458333333333353,48
2,4,2008,3.5489583333333337,3.7,0.15104166666666652,48
2,4,2009,8.909374999999999,9.09,0.18062500000000092,48
2,4,2010,2.9527083333333333,3.09,0.1372916666666666,48
2,4,2012,5.6126458333333336,5.847,0.23435416666666686,48
2,4,2013,4.894166666666667,5.05,0.15583333333333282,48
2,4,2014,3.2224583333333334,3.459,0.23654166666666665,48
2,4,2015,2.771125,3.142,0.37087499999999984,48
2,5,2000,2.373125,2.56,0.18687500000000012,48
2,5,2002,4.95375,5.14,0.18624999999999936,48
2,5,2008,3.41,3.41,0,48
2,5,2009,8.630208333333334,8.93,0.2997916666666658,48
2,5,2010,2.7370833333333335,3.09,0.3529166666666663,48
2,5,2012,5.44,5.591,0.1509999999999998,48
2,5,2013,4.72375,4.818,0.09424999999999972,48
2,5,2014,2.9300625,3.195,0.2649374999999998,48
2,5,2015,3.091125,3.354,0.2628750000000002,48
2,6,2000,2.674166666666667,3.04,0.36583333333333323,48
2,6,2002,4.818333333333333,4.98,0.16166666666666707,48
2,6,2008,3.4220833333333336,3.7,0.2779166666666666,48
2,6,2009,8.77375,8.78,0.006249999999999645,48
2,6,2010,2.6577083333333333,3.09,0.4322916666666665,48
2,6,2012,5.273666666666666,5.462,0.18833333333333346,48
2,6,2013,4.611625,4.818,0.20637499999999953,48
2,6,2014,2.8066458333333335,2.877,0.07035416666666627,48
2,6,2015,2.3404583333333333,2.423,0.08254166666666674,48
2,7,2000,2.7504166666666667,3.2,0.44958333333333345,48
2,7,2002,4.736666666666666,4.98,0.24333333333333407,48
2,7,2008,3.41,3.41,0,48
2,7,2009,8.764375,8.93,0.16562500000000036,48
2,7,2010,3.0279166666666666,3.38,0.3520833333333333,48
2,7,2012,5.426395833333333,5.565,0.13860416666666708,48
2,7,2013,4.158729166666666,4.376,0.21727083333333397,48
2,7,2014,2.5660416666666666,2.77,0.20395833333333346,48
2,7,2015,2.372916666666667,2.744,0.37108333333333343,48
2,8,2000,3.0300000000000002,3.2,0.16999999999999993,48
2,8,2002,4.833958333333333,5.29,0.4560416666666667,48
2,8,2008,3.5670833333333336,3.7,0.13291666666666657,48
2,8,2009,8.946666666666667,9.09,0.14333333333333265,48
2,8,2010,2.939791666666667,3.38,0.4402083333333331,48
2,8,2012,5.4537708333333335,5.539,0.08522916666666625,48
2,8,2013,4.444604166666667,4.766,0.3213958333333329,48
2,8,2014,2.55075,2.664,0.1132500000000003,48
2,8,2015,2.3082083333333334,2.503,0.1947916666666667,48
2,9,2000,2.850625,3.2,0.3493750000000002,48
2,9,2002,4.711041666666667,4.98,0.26895833333333385,48
2,9,2008,3.444166666666667,3.7,0.25583333333333336,48
2,9,2009,8.532916666666667,8.93,0.3970833333333328,48
2,9,2010,2.765833333333333,2.79,0.02416666666666689,48
2,9,2012,5.087729166666667,5.437,0.34927083333333364,48
2,9,2013,4.5789375,4.869,0.29006249999999945,48
2,9,2014,2.4258333333333333,2.584,0.1581666666666668,48
2,9,2015,2.5654583333333334,2.85,0.2845416666666667,48
2,10,2000,2.9833333333333334,3.2,0.21666666666666679,48
2,10,2002,4.82,5.29,0.46999999999999975,48
2,10,2008,3.506666666666667,3.7,0.19333333333333336,48
2,10,2009,8.583333333333334,8.63,0.046666666666666856,48
2,10,2010,2.8775,3.09,0.2124999999999999,48
2,10,2012,5.184958333333333,5.565,0.38004166666666706,48
2,10,2013,4.309166666666667,4.584,0.2748333333333326,48
2,10,2014,2.2550416666666666,2.316,0.060958333333333226,48
2,10,2015,3.08875,3.406,0.31725000000000003,48
2,11,2000,2.91,3.04,0.1299999999999999,48
2,11,2002,4.996458333333334,5.29,0.29354166666666615,48
2,11,2008,3.959791666666667,4.28,0.32020833333333343,48
2,11,2009,8.871041666666667,9.86,0.9889583333333327,48
2,11,2010,3.09,3.09,0,48
2,11,2012,5.45,5.719,0.26900000000000013,48
2,11,2013,4.250125,4.402,0.15187500000000043,48
2,11,2014,2.181375,2.289,0.10762500000000008,48
2,11,2015,2.6414166666666667,2.744,0.10258333333333347,48
2,12,2000,2.77,2.88,0.10999999999999988,48
2,12,2002,4.687291666666667,4.82,0.13270833333333343,48
2,12,2008,3.388333333333333,3.99,0.601666666666667,48
2,12,2009,8.86125,8.93,0.06874999999999964,48
2,12,2010,3.2108333333333334,3.38,0.16916666666666647,48
2,12,2012,5.226916666666667,5.668,0.44108333333333327,48
2,12,2013,4.438833333333333,4.74,0.301166666666667,48
2,12,2014,2.0640625,2.128,0.0639375000000002,48
2,12,2015,2.5368333333333335,2.664,0.12716666666666665,48
2,13,2000,2.5608333333333335,2.72,0.15916666666666668,48
2,13,2002,4.645416666666667,4.82,0.17458333333333353,48
2,13,2008,3.309375,3.7,0.390625,48
2,13,2009,7.127916666666667,8.63,1.502083333333334,48
2,13,2010,3.09,3.09,0,48
2,13,2012,4.929083333333334,5.102,0.1729166666666666,48
2,13,2013,4.537416666666667,4.818,0.2805833333333325,48
2,13,2014,2.0278958333333335,2.236,0.20810416666666676,48
2,13,2015,2.0900833333333333,2.289,0.19891666666666685,48
2,14,2000,2.6,2.88,0.2799999999999998,48
2,14,2002,4.412692307692308,4.67,0.257307692307692,52
2,14,2008,3.426875,3.7,0.2731250000000003,48
2,14,2009,8.338750000000001,8.47,0.13124999999999964,48
2,14,2010,3.09,3.09,0,48
2,14,2012,5.099166666666666,5.257,0.1578333333333335,48
2,14,2013,4.449354166666667,4.947,0.49764583333333334,48
2,14,2014,2.5695208333333333,2.797,0.2274791666666669,48
2,14,2015,1.596125,1.805,0.20887499999999992,48
2,15,2000,2.5745833333333334,2.72,0.14541666666666675,48
2,15,2002,4.510208333333333,4.72,0.20979166666666682,48
2,15,2008,3.303541666666667,3.7,0.39645833333333336,48
2,15,2009,9.966666666666667,12.03,2.0633333333333326,48
2,15,2010,3.12,3.68,0.56,48
2,15,2012,5.0228125,5.179,0.1561875000000006,48
2,15,2014,2.9810833333333333,3.354,0.3729166666666668,48
2,15,2015,1.4457916666666666,1.751,0.3052083333333333,48
2,16,2000,2.566666666666667,2.72,0.15333333333333332,48
2,16,2002,4.603333333333333,4.72,0.11666666666666714,48
2,16,2008,3.245833333333333,3.7,0.45416666666666705,48
2,16,2009,9.057083333333333,9.24,0.18291666666666728,48
2,16,2010,3.0960416666666664,3.38,0.28395833333333353,48
2,16,2012,5.05875,5.257,0.19824999999999982,48
2,16,2013,4.559020833333333,4.844,0.284979166666667,48
2,16,2014,2.7495625,3.168,0.4184375,48
2,16,2015,0.8162083333333333,1.317,0.5007916666666666,48
2,17,2000,2.7025,3.2,0.49750000000000005,48
2,17,2002,4.6,4.72,0.1200000000000001,48
2,17,2008,3.092083333333333,3.41,0.31791666666666707,48
2,17,2009,8.418958333333332,8.93,0.5110416666666673,48
2,17,2010,3.09,3.09,0,48
2,17,2012,5.1464791666666665,5.282,0.13552083333333353,48
2,17,2013,4.495166666666667,4.688,0.19283333333333275,48
2,17,2014,2.492125,2.877,0.38487499999999963,48
2,17,2015,1.165375,1.48,0.31462499999999993,48
2,18,2000,2.598125,2.88,0.2818749999999999,48
2,18,2002,4.3879166666666665,4.56,0.17208333333333314,48
2,18,2008,3.3595833333333336,3.7,0.3404166666666666,48
2,18,2009,8.754999999999999,8.78,0.025000000000000355,48
2,18,2010,3.0960416666666664,3.38,0.28395833333333353,48
2,18,2012,5.2491875,5.385,0.1358125000000001,48
2,18,2013,4.323854166666667,4.48,0.15614583333333343,48
2,18,2014,2.5032916666666667,2.823,0.31970833333333326,48
2,18,2015,0.86,1.126,0.2659999999999999,48
2,19,2000,2.5966666666666667,2.72,0.12333333333333352,48
2,19,2002,4.4,4.4,0,48
2,19,2008,3.4945833333333334,3.7,0.2054166666666668,48
2,19,2009,9.574166666666667,10.95,1.3758333333333326,48
2,19,2010,3.19875,3.38,0.1812499999999999,48
2,19,2012,5.2822708333333335,5.334,0.05172916666666616,48
2,19,2013,4.365708333333333,4.402,0.036291666666667055,48
2,19,2014,2.5485,2.77,0.2214999999999998,48
2,19,2015,0.9729166666666667,1.262,0.28908333333333336,48
2,20,2000,2.6502083333333335,3.04,0.38979166666666654,48
2,20,2002,4.41,4.56,0.14999999999999947,48
2,20,2008,3.555,3.99,0.43500000000000005,48
2,20,2009,8.467708333333334,8.78,0.3122916666666651,48
2,20,2010,3.1202083333333333,3.38,0.25979166666666664,48
2,20,2012,5.164875,5.231,0.06612499999999955,48
